Time(s)	Relative Blade_disp(m)	Tower_disp(m)
0.0	0.0	0.0
0.601	0.964	0.058
1.201	0.754	0.454
1.802	0.497	0.799
2.402	0.826	0.678
3.003	0.63	0.299
3.604	0.627	-0.036
4.204	0.542	-0.042
4.805	0.395	0.246
5.405	0.571	0.513
6.006	0.685	0.575
6.607	0.657	0.435
7.207	0.394	0.195
7.808	0.425	-0.018
8.408	0.423	-0.011
9.009	0.356	0.203
9.61	0.435	0.41
10.21	0.526	0.449
10.811	0.464	0.319
11.411	0.41	0.123
12.012	0.442	0.014
12.613	0.321	0.097
13.213	0.354	0.25
13.814	0.441	0.346
14.414	0.402	0.332
15.015	0.322	0.202
15.616	0.379	0.05
16.216	0.377	0.028
16.817	0.431	0.165
17.417	0.508	0.356
18.018	0.642	0.469
18.619	0.557	0.447
19.219	0.474	0.284
19.82	0.415	0.087
20.42	0.432	0.014
21.021	0.518	0.14
21.622	0.631	0.39
22.222	0.419	0.563
22.823	0.587	0.44
23.423	0.669	0.184
24.024	0.735	0.089
24.625	0.46	0.249
25.225	0.552	0.418
25.826	0.684	0.468
26.426	0.537	0.398
27.027	0.672	0.237
27.628	0.471	0.162
28.228	0.438	0.176
28.829	0.503	0.245
29.429	0.437	0.322
30.03	0.445	0.319
30.631	0.508	0.239
31.231	0.496	0.177
31.832	0.353	0.183
32.432	0.416	0.201
33.033	0.522	0.235
33.634	0.509	0.299
34.234	0.455	0.332
34.835	0.519	0.282
35.435	0.617	0.225
36.036	0.525	0.247
36.637	0.475	0.3
37.237	0.55	0.305
37.838	0.538	0.292
38.438	0.335	0.256
39.039	0.541	0.166
39.64	0.378	0.159
40.24	0.499	0.206
40.841	0.53	0.297
41.441	0.348	0.354
42.042	0.541	0.274
42.643	0.541	0.193
43.243	0.373	0.181
43.844	0.586	0.201
44.444	0.541	0.304
45.045	0.434	0.385
45.646	0.536	0.327
46.246	0.562	0.224
46.847	0.519	0.183
47.447	0.472	0.22
48.048	0.445	0.279
48.649	0.64	0.308
49.249	0.5	0.341
49.85	0.625	0.317
50.45	0.606	0.294
51.051	0.565	0.291
51.652	0.598	0.295
52.252	0.452	0.307
52.853	0.736	0.277
53.453	0.699	0.328
54.054	0.354	0.396
54.655	0.693	0.309
55.255	0.58	0.245
55.856	0.394	0.235
56.456	0.418	0.208
57.057	0.397	0.187
57.658	0.522	0.193
58.258	0.553	0.268
58.859	0.551	0.361
59.459	0.569	0.385
60.06	0.659	0.336
60.661	0.529	0.283
61.261	0.458	0.226
61.862	0.569	0.193
62.462	0.522	0.245
63.063	0.492	0.318
63.664	0.615	0.342
64.264	0.638	0.341
64.865	0.493	0.322
65.465	0.579	0.258
66.066	0.586	0.231
66.667	0.456	0.262
67.267	0.621	0.288
67.868	0.597	0.336
68.468	0.649	0.367
69.069	0.63	0.369
69.67	0.479	0.329
70.27	0.471	0.219
70.871	0.504	0.137
71.471	0.282	0.159
72.072	0.31	0.184
72.673	0.455	0.195
73.273	0.386	0.239
73.874	0.312	0.248
74.474	0.46	0.193
75.075	0.439	0.17
75.676	0.522	0.209
76.276	0.54	0.303
76.877	0.29	0.359
77.477	0.511	0.252
78.078	0.345	0.136
78.679	0.369	0.073
79.279	0.512	0.126
79.88	0.392	0.292
80.48	0.589	0.395
81.081	0.635	0.411
81.682	0.618	0.348
82.282	0.727	0.27
82.883	0.59	0.282
83.483	0.636	0.33
84.084	0.609	0.373
84.685	0.577	0.363
85.285	0.693	0.303
85.886	0.676	0.29
86.486	0.673	0.335
87.087	0.744	0.397
87.688	0.767	0.45
88.288	0.744	0.459
88.889	0.796	0.405
89.489	0.816	0.358
90.09	0.679	0.366
90.691	0.946	0.39
91.291	0.867	0.493
91.892	1.052	0.575
92.492	1.054	0.618
93.093	0.863	0.591
93.694	0.843	0.442
94.294	0.852	0.289
94.895	0.833	0.273
95.495	0.803	0.405
96.096	0.859	0.554
96.697	0.852	0.603
97.297	0.742	0.501
97.898	0.728	0.303
98.498	0.746	0.18
99.099	0.805	0.252
99.7	0.856	0.474
100.3	0.911	0.667
100.901	0.965	0.684
101.502	0.957	0.536
102.102	0.889	0.359
102.703	0.68	0.269
103.303	0.837	0.278
103.904	0.766	0.417
104.505	0.729	0.546
105.105	0.635	0.513
105.706	0.831	0.333
106.306	0.681	0.221
106.907	0.673	0.243
107.508	0.62	0.365
108.108	0.651	0.45
108.709	0.631	0.431
109.309	0.602	0.321
109.91	0.547	0.203
110.511	0.446	0.162
111.111	0.452	0.194
111.712	0.492	0.267
112.312	0.392	0.321
112.913	0.46	0.275
113.514	0.562	0.198
114.114	0.51	0.203
114.715	0.507	0.268
115.315	0.597	0.335
115.916	0.629	0.382
116.517	0.535	0.368
117.117	0.607	0.28
117.718	0.638	0.225
118.318	0.549	0.262
118.919	0.61	0.328
119.52	0.565	0.377
120.12	0.559	0.354
120.721	0.642	0.278
