Time(s)	Relative Blade_disp(m)	Tower_disp(m)
0.0	0.0	0.0
0.601	0.654	0.04
1.201	0.523	0.308
1.802	0.369	0.548
2.402	0.575	0.478
3.003	0.476	0.227
3.604	0.456	0.003
4.204	0.389	-0.007
4.805	0.3	0.174
5.405	0.401	0.347
6.006	0.475	0.39
6.607	0.475	0.301
7.207	0.307	0.153
7.808	0.317	0.022
8.408	0.316	0.023
9.009	0.273	0.151
9.61	0.313	0.275
10.21	0.378	0.298
10.811	0.342	0.222
11.411	0.309	0.108
12.012	0.325	0.045
12.613	0.251	0.092
13.213	0.268	0.178
13.814	0.314	0.23
14.414	0.301	0.221
15.015	0.246	0.15
15.616	0.284	0.065
16.216	0.286	0.054
16.817	0.316	0.132
17.417	0.362	0.24
18.018	0.444	0.304
18.619	0.395	0.295
19.219	0.348	0.205
19.82	0.312	0.094
20.42	0.323	0.049
21.021	0.373	0.116
21.622	0.436	0.258
22.222	0.313	0.36
22.823	0.411	0.293
23.423	0.468	0.148
24.024	0.51	0.096
24.625	0.343	0.191
25.225	0.393	0.285
25.826	0.47	0.306
26.426	0.392	0.26
27.027	0.46	0.173
27.628	0.349	0.137
28.228	0.327	0.149
28.829	0.359	0.185
29.429	0.326	0.218
30.03	0.322	0.211
30.631	0.36	0.166
31.231	0.358	0.138
31.832	0.271	0.15
32.432	0.308	0.161
33.033	0.373	0.172
33.634	0.366	0.202
34.234	0.33	0.221
34.835	0.368	0.198
35.435	0.432	0.171
36.036	0.379	0.189
36.637	0.347	0.217
37.237	0.39	0.213
37.838	0.383	0.199
38.438	0.263	0.178
39.039	0.376	0.132
39.64	0.289	0.131
40.24	0.36	0.16
40.841	0.373	0.21
41.441	0.274	0.239
42.042	0.378	0.191
42.643	0.385	0.144
43.243	0.29	0.143
43.844	0.405	0.159
44.444	0.39	0.217
45.045	0.325	0.26
45.646	0.376	0.224
46.246	0.403	0.162
46.847	0.376	0.142
47.447	0.343	0.17
48.048	0.332	0.205
48.649	0.446	0.218
49.249	0.365	0.232
49.85	0.44	0.219
50.45	0.425	0.21
51.051	0.409	0.213
51.652	0.421	0.218
52.252	0.342	0.22
52.853	0.504	0.198
53.453	0.484	0.226
54.054	0.284	0.268
54.655	0.471	0.223
55.255	0.419	0.185
55.856	0.309	0.178
56.456	0.303	0.16
57.057	0.305	0.14
57.658	0.374	0.142
58.258	0.391	0.19
58.859	0.397	0.252
59.459	0.405	0.271
60.06	0.463	0.24
60.661	0.388	0.205
61.261	0.34	0.168
61.862	0.403	0.148
62.462	0.38	0.179
63.063	0.358	0.225
63.664	0.433	0.241
64.264	0.452	0.239
64.865	0.365	0.228
65.465	0.411	0.19
66.066	0.419	0.174
66.667	0.342	0.192
67.267	0.435	0.207
67.868	0.425	0.235
68.468	0.458	0.254
69.069	0.442	0.257
69.67	0.359	0.233
70.27	0.346	0.168
