Time(s)	Relative Blade_disp(m)	Tower_disp(m)
0.0	0.0	0.0
0.601	0.574	0.033
1.201	0.396	0.267
1.802	0.202	0.447
2.402	0.568	0.343
3.003	0.191	0.154
3.604	0.325	-0.054
4.204	0.364	-0.062
4.805	0.123	0.145
5.405	0.435	0.308
6.006	0.37	0.373
6.607	0.292	0.275
7.207	0.293	0.068
7.808	0.161	-0.068
8.408	0.262	-0.05
9.009	0.25	0.132
9.61	0.242	0.312
10.21	0.367	0.329
10.811	0.252	0.205
11.411	0.217	0.021
12.012	0.275	-0.074
12.613	0.16	0.022
13.213	0.249	0.184
13.814	0.31	0.294
14.414	0.221	0.276
15.015	0.238	0.116
15.616	0.206	-0.039
16.216	0.2	-0.058
16.817	0.28	0.077
17.417	0.299	0.271
18.018	0.391	0.364
18.619	0.331	0.302
19.219	0.242	0.121
19.82	0.238	-0.051
20.42	0.222	-0.062
21.021	0.301	0.096
21.622	0.399	0.312
22.222	0.244	0.417
22.823	0.359	0.27
23.423	0.346	0.039
24.024	0.338	-0.057
24.625	0.266	0.059
25.225	0.306	0.253
25.826	0.414	0.364
26.426	0.285	0.324
27.027	0.391	0.137
27.628	0.244	-0.002
28.228	0.208	-0.014
28.829	0.322	0.095
29.429	0.237	0.259
30.03	0.3	0.308
30.631	0.332	0.215
31.231	0.252	0.077
31.832	0.214	-0.008
32.432	0.229	0.02
33.033	0.292	0.141
33.634	0.324	0.271
34.234	0.282	0.303
34.835	0.319	0.196
35.435	0.337	0.061
36.036	0.26	0.028
36.637	0.266	0.099
37.237	0.32	0.206
37.838	0.32	0.276
38.438	0.22	0.238
39.039	0.337	0.099
39.64	0.195	0.015
40.24	0.272	0.025
40.841	0.324	0.14
41.441	0.183	0.269
42.042	0.369	0.257
42.643	0.316	0.173
43.243	0.182	0.076
43.844	0.374	0.014
44.444	0.257	0.103
45.045	0.24	0.225
45.646	0.371	0.262
46.246	0.283	0.224
46.847	0.316	0.124
47.447	0.282	0.057
48.048	0.204	0.07
48.649	0.385	0.131
49.249	0.267	0.239
49.85	0.349	0.266
50.45	0.393	0.215
51.051	0.25	0.144
51.652	0.362	0.076
52.252	0.22	0.098
52.853	0.383	0.153
53.453	0.427	0.244
54.054	0.16	0.298
54.655	0.448	0.187
55.255	0.299	0.095
55.856	0.153	0.061
56.456	0.326	0.063
57.057	0.172	0.143
57.658	0.331	0.192
58.258	0.37	0.217
58.859	0.251	0.211
59.459	0.359	0.144
60.06	0.329	0.111
60.661	0.246	0.131
61.261	0.309	0.156
61.862	0.309	0.183
62.462	0.301	0.189
63.063	0.307	0.165
63.664	0.31	0.136
64.264	0.345	0.133
64.865	0.26	0.166
65.465	0.326	0.18
66.066	0.345	0.183
66.667	0.244	0.175
67.267	0.369	0.136
67.868	0.313	0.14
68.468	0.326	0.169
69.069	0.378	0.202
69.67	0.233	0.22
70.27	0.297	0.157
70.871	0.304	0.09
71.471	0.138	0.078
72.072	0.229	0.074
72.673	0.268	0.111
73.273	0.211	0.171
73.874	0.24	0.18
74.474	0.263	0.139
75.075	0.252	0.094
75.676	0.31	0.088
76.276	0.292	0.146
76.877	0.174	0.202
77.477	0.32	0.171
78.078	0.198	0.121
78.679	0.212	0.062
79.279	0.336	0.055
79.88	0.177	0.141
80.48	0.361	0.202
81.081	0.351	0.24
81.682	0.284	0.221
82.282	0.438	0.149
82.883	0.265	0.132
83.483	0.332	0.136
84.084	0.352	0.17
84.685	0.249	0.209
85.285	0.409	0.19
85.886	0.339	0.179
86.486	0.322	0.17
87.087	0.42	0.165
87.688	0.338	0.2
88.288	0.378	0.222
88.889	0.406	0.219
89.489	0.382	0.206
90.09	0.342	0.187
90.691	0.476	0.171
91.291	0.399	0.216
91.892	0.493	0.263
92.492	0.528	0.3
93.093	0.345	0.303
93.694	0.441	0.208
94.294	0.39	0.123
94.895	0.368	0.113
95.495	0.43	0.18
96.096	0.397	0.282
96.697	0.423	0.319
97.297	0.362	0.261
97.898	0.332	0.139
98.498	0.371	0.054
99.099	0.382	0.095
99.7	0.427	0.232
100.3	0.457	0.357
100.901	0.462	0.373
101.502	0.444	0.268
102.102	0.413	0.133
102.703	0.296	0.068
103.303	0.426	0.097
103.904	0.377	0.229
104.505	0.368	0.335
105.105	0.349	0.306
105.706	0.402	0.169
106.306	0.318	0.06
106.907	0.337	0.056
107.508	0.318	0.161
108.108	0.337	0.271
108.709	0.36	0.294
109.309	0.302	0.215
109.91	0.302	0.087
110.511	0.224	0.021
111.111	0.241	0.049
111.712	0.288	0.15
112.312	0.223	0.242
112.913	0.285	0.225
113.514	0.322	0.136
114.114	0.252	0.072
114.715	0.282	0.068
115.315	0.315	0.138
115.916	0.325	0.232
116.517	0.308	0.265
117.117	0.336	0.204
117.718	0.333	0.116
118.318	0.282	0.079
118.919	0.317	0.108
119.52	0.299	0.187
120.12	0.297	0.238
120.721	0.369	0.217
121.321	0.283	0.164
121.922	0.305	0.103
122.523	0.381	0.098
123.123	0.235	0.172
123.724	0.403	0.221
124.324	0.28	0.24
124.925	0.291	0.184
125.526	0.277	0.097
126.126	0.175	0.047
126.727	0.395	0.057
127.327	0.294	0.184
127.928	0.375	0.295
128.529	0.418	0.31
129.129	0.348	0.235
129.73	0.451	0.12
130.33	0.383	0.104
130.931	0.306	0.174
131.532	0.475	0.245
132.132	0.375	0.305
132.733	0.294	0.265
133.333	0.441	0.135
133.934	0.285	0.075
134.535	0.372	0.098
135.135	0.419	0.208
135.736	0.312	0.318
136.336	0.501	0.301
136.937	0.375	0.23
137.538	0.262	0.129
138.138	0.396	0.05
138.739	0.28	0.102
139.339	0.354	0.206
139.94	0.356	0.286
140.541	0.311	0.269
141.141	0.393	0.161
141.742	0.285	0.084
142.342	0.354	0.077
142.943	0.387	0.167
143.544	0.294	0.282
144.144	0.409	0.291
144.745	0.32	0.217
145.345	0.315	0.103
145.946	0.288	0.044
146.547	0.199	0.079
147.147	0.35	0.151
147.748	0.283	0.239
148.348	0.262	0.245
148.949	0.319	0.155
149.55	0.178	0.066
150.15	0.16	0.009
150.751	0.302	0.029
151.351	0.229	0.155
151.952	0.272	0.254
152.553	0.33	0.249
153.153	0.314	0.171
153.754	0.275	0.086
154.354	0.249	0.054
154.955	0.29	0.096
155.556	0.239	0.184
156.156	0.295	0.223
156.757	0.323	0.196
157.357	0.323	0.144
157.958	0.331	0.114
158.559	0.311	0.138
159.159	0.296	0.185
159.76	0.292	0.203
160.36	0.283	0.172
160.961	0.313	0.12
161.562	0.351	0.107
162.162	0.28	0.157
162.763	0.341	0.203
163.363	0.308	0.221
163.964	0.277	0.182
164.565	0.345	0.115
165.165	0.243	0.098
165.766	0.34	0.119
166.366	0.303	0.187
166.967	0.188	0.223
167.568	0.313	0.158
168.168	0.191	0.084
168.769	0.173	0.033
169.369	0.365	0.044
169.97	0.321	0.178
170.571	0.334	0.305
171.171	0.405	0.314
171.772	0.317	0.22
172.372	0.305	0.082
172.973	0.237	0.011
173.574	0.298	0.051
174.174	0.252	0.181
174.775	0.226	0.265
175.375	0.346	0.221
175.976	0.239	0.128
176.577	0.196	0.036
177.177	0.265	0.012
177.778	0.23	0.096
178.378	0.373	0.213
178.979	0.317	0.299
179.58	0.405	0.272
