Time(s)	Relative Blade_disp(m)	Tower_disp(m)
0.0	0.0	0.0
0.601	0.628	0.036
1.201	0.433	0.293
1.802	0.191	0.489
2.402	0.579	0.362
3.003	0.175	0.134
3.604	0.33	-0.098
4.204	0.362	-0.089
4.805	0.089	0.158
5.405	0.441	0.335
6.006	0.379	0.391
6.607	0.289	0.272
7.207	0.24	0.041
7.808	0.137	-0.114
8.408	0.233	-0.086
9.009	0.205	0.124
9.61	0.225	0.321
10.21	0.341	0.336
10.811	0.218	0.193
11.411	0.178	-0.016
12.012	0.247	-0.119
12.613	0.113	-0.005
13.213	0.209	0.179
13.814	0.29	0.297
14.414	0.175	0.272
15.015	0.187	0.088
15.616	0.164	-0.089
16.216	0.157	-0.105
16.817	0.26	0.057
17.417	0.287	0.286
18.018	0.406	0.396
18.619	0.322	0.327
19.219	0.218	0.112
19.82	0.198	-0.098
20.42	0.185	-0.121
21.021	0.301	0.062
21.622	0.416	0.336
22.222	0.199	0.478
22.823	0.367	0.298
23.423	0.353	0.007
24.024	0.367	-0.111
24.625	0.239	0.043
25.225	0.299	0.279
25.826	0.452	0.408
26.426	0.259	0.355
27.027	0.417	0.123
27.628	0.208	-0.043
28.228	0.169	-0.057
28.829	0.321	0.073
29.429	0.193	0.273
30.03	0.28	0.327
30.631	0.324	0.212
31.231	0.219	0.049
31.832	0.172	-0.051
32.432	0.191	-0.017
33.033	0.278	0.126
33.634	0.315	0.285
34.234	0.253	0.328
34.835	0.311	0.196
35.435	0.341	0.033
36.036	0.236	-0.003
36.637	0.245	0.085
37.237	0.313	0.211
37.838	0.315	0.291
38.438	0.161	0.244
39.039	0.342	0.068
39.64	0.137	-0.03
40.24	0.253	-0.014
40.841	0.326	0.133
41.441	0.113	0.295
42.042	0.383	0.268
42.643	0.305	0.159
43.243	0.115	0.043
43.844	0.402	-0.032
44.444	0.228	0.091
45.045	0.199	0.248
45.646	0.389	0.281
46.246	0.253	0.225
46.847	0.309	0.096
47.447	0.264	0.02
48.048	0.149	0.047
48.649	0.419	0.123
49.249	0.236	0.261
49.85	0.353	0.289
50.45	0.422	0.219
51.051	0.211	0.134
51.652	0.383	0.05
52.252	0.174	0.082
52.853	0.411	0.148
53.453	0.475	0.265
54.054	0.074	0.34
54.655	0.504	0.185
55.255	0.287	0.067
55.856	0.072	0.028
56.456	0.339	0.024
57.057	0.097	0.13
57.658	0.328	0.19
58.258	0.392	0.223
58.859	0.21	0.226
59.459	0.376	0.14
60.06	0.334	0.097
60.661	0.207	0.121
61.261	0.303	0.144
61.862	0.297	0.175
62.462	0.285	0.186
63.063	0.298	0.162
63.664	0.303	0.131
64.264	0.358	0.128
64.865	0.229	0.168
65.465	0.324	0.177
66.066	0.351	0.175
66.667	0.201	0.169
67.267	0.388	0.124
67.868	0.31	0.137
68.468	0.327	0.178
69.069	0.404	0.217
69.67	0.186	0.234
70.27	0.281	0.139
70.871	0.289	0.048
71.471	0.056	0.039
72.072	0.195	0.042
72.673	0.241	0.096
73.273	0.161	0.173
73.874	0.207	0.176
74.474	0.226	0.116
75.075	0.218	0.056
75.676	0.304	0.056
76.276	0.275	0.144
76.877	0.113	0.222
77.477	0.314	0.171
78.078	0.14	0.092
78.679	0.16	0.007
79.279	0.336	0.002
79.88	0.114	0.132
80.48	0.376	0.222
81.081	0.362	0.274
81.682	0.267	0.241
82.282	0.488	0.134
82.883	0.236	0.113
83.483	0.336	0.123
84.084	0.363	0.176
84.685	0.215	0.229
85.285	0.447	0.196
85.886	0.345	0.179
86.486	0.32	0.167
87.087	0.465	0.164
87.688	0.349	0.219
88.288	0.403	0.253
88.889	0.448	0.244
89.489	0.413	0.221
90.09	0.346	0.192
90.691	0.557	0.17
91.291	0.439	0.244
91.892	0.589	0.318
92.492	0.64	0.376
93.093	0.356	0.377
93.694	0.503	0.226
94.294	0.423	0.093
94.895	0.392	0.078
95.495	0.483	0.186
96.096	0.437	0.347
96.697	0.475	0.403
97.297	0.379	0.309
97.898	0.334	0.118
98.498	0.392	-0.014
99.099	0.41	0.053
99.7	0.48	0.268
100.3	0.528	0.462
100.901	0.538	0.485
101.502	0.51	0.32
102.102	0.46	0.111
102.703	0.277	0.011
103.303	0.481	0.056
103.904	0.4	0.262
104.505	0.389	0.425
105.105	0.366	0.378
105.706	0.437	0.168
106.306	0.315	-0.001
106.907	0.343	-0.007
107.508	0.311	0.156
108.108	0.346	0.326
108.709	0.376	0.362
109.309	0.288	0.24
109.91	0.294	0.042
110.511	0.17	-0.059
111.111	0.201	-0.014
111.712	0.271	0.143
112.312	0.177	0.286
112.913	0.272	0.26
113.514	0.318	0.123
114.114	0.217	0.019
114.715	0.258	0.01
115.315	0.307	0.116
115.916	0.326	0.264
116.517	0.299	0.319
117.117	0.342	0.228
117.718	0.337	0.09
118.318	0.259	0.027
118.919	0.311	0.07
119.52	0.285	0.192
120.12	0.283	0.275
120.721	0.392	0.247
121.321	0.261	0.165
121.922	0.293	0.067
122.523	0.409	0.054
123.123	0.186	0.167
123.724	0.444	0.245
124.324	0.257	0.281
124.925	0.272	0.198
125.526	0.26	0.062
126.126	0.099	-0.017
126.727	0.425	-0.004
127.327	0.282	0.187
127.928	0.396	0.358
128.529	0.465	0.384
129.129	0.364	0.27
129.73	0.514	0.097
130.33	0.418	0.071
130.931	0.295	0.176
131.532	0.55	0.282
132.132	0.404	0.374
132.733	0.272	0.314
133.333	0.502	0.118
133.934	0.264	0.027
134.535	0.394	0.06
135.135	0.469	0.226
135.736	0.303	0.393
136.336	0.592	0.368
136.937	0.402	0.262
137.538	0.228	0.109
138.138	0.432	-0.012
138.739	0.255	0.065
139.339	0.37	0.223
139.94	0.371	0.345
140.541	0.301	0.321
141.141	0.431	0.158
