Time(s)	Relative Blade_disp(m)	Tower_disp(m)
0.0	0.0	0.0
0.601	1.065	0.065
1.201	0.866	0.503
1.802	0.605	0.9
2.402	0.914	0.787
3.003	0.804	0.365
3.604	0.75	0.001
4.204	0.625	-0.007
4.805	0.483	0.288
5.405	0.639	0.564
6.006	0.783	0.623
6.607	0.774	0.482
7.207	0.478	0.251
7.808	0.51	0.038
8.408	0.505	0.034
9.009	0.428	0.235
9.61	0.49	0.433
10.21	0.603	0.472
10.811	0.544	0.355
11.411	0.49	0.177
12.012	0.526	0.076
12.613	0.393	0.147
13.213	0.418	0.279
13.814	0.495	0.357
14.414	0.473	0.344
15.015	0.375	0.236
15.616	0.449	0.102
16.216	0.455	0.084
16.817	0.507	0.209
17.417	0.583	0.386
18.018	0.731	0.493
18.619	0.644	0.486
19.219	0.562	0.344
19.82	0.499	0.154
20.42	0.521	0.068
21.021	0.605	0.172
21.622	0.716	0.415
22.222	0.493	0.597
22.823	0.666	0.488
23.423	0.78	0.241
24.024	0.862	0.155
24.625	0.556	0.322
25.225	0.64	0.479
25.826	0.778	0.503
26.426	0.642	0.42
27.027	0.758	0.275
27.628	0.566	0.224
28.228	0.527	0.25
28.829	0.582	0.305
29.429	0.525	0.352
30.03	0.512	0.333
30.631	0.581	0.257
31.231	0.58	0.218
31.832	0.425	0.248
32.432	0.49	0.266
33.033	0.609	0.276
33.634	0.595	0.32
34.234	0.527	0.355
34.835	0.595	0.321
35.435	0.715	0.281
36.036	0.622	0.315
36.637	0.563	0.363
37.237	0.638	0.348
37.838	0.625	0.318
38.438	0.41	0.281
39.039	0.608	0.205
39.64	0.459	0.207
40.24	0.584	0.259
40.841	0.606	0.346
41.441	0.432	0.391
42.042	0.611	0.305
42.643	0.629	0.224
43.243	0.461	0.225
43.844	0.659	0.258
44.444	0.638	0.359
45.045	0.524	0.432
45.646	0.606	0.365
46.246	0.66	0.254
46.847	0.612	0.223
47.447	0.548	0.277
48.048	0.531	0.338
48.649	0.735	0.355
49.249	0.591	0.377
49.85	0.723	0.354
50.45	0.693	0.343
51.051	0.675	0.351
51.652	0.686	0.361
52.252	0.55	0.362
52.853	0.839	0.318
53.453	0.805	0.366
54.054	0.445	0.446
54.655	0.774	0.37
55.255	0.691	0.301
55.856	0.494	0.285
56.456	0.471	0.252
57.057	0.482	0.214
57.658	0.602	0.217
58.258	0.632	0.305
58.859	0.646	0.417
59.459	0.66	0.452
60.06	0.765	0.397
60.661	0.635	0.333
61.261	0.542	0.268
61.862	0.653	0.231
62.462	0.617	0.284
63.063	0.572	0.367
63.664	0.707	0.395
64.264	0.744	0.394
64.865	0.59	0.375
65.465	0.669	0.309
66.066	0.685	0.277
66.667	0.549	0.308
67.267	0.707	0.335
67.868	0.696	0.383
68.468	0.757	0.419
69.069	0.723	0.428
69.67	0.58	0.387
70.27	0.554	0.27
70.871	0.591	0.174
71.471	0.353	0.19
72.072	0.361	0.213
72.673	0.52	0.223
73.273	0.465	0.271
73.874	0.368	0.291
74.474	0.532	0.236
75.075	0.524	0.208
75.676	0.606	0.247
76.276	0.62	0.347
76.877	0.362	0.407
77.477	0.584	0.295
78.078	0.42	0.169
78.679	0.451	0.103
79.279	0.574	0.162
79.88	0.481	0.334
80.48	0.666	0.444
81.081	0.73	0.461
81.682	0.737	0.4
82.282	0.832	0.331
82.883	0.708	0.348
83.483	0.744	0.396
84.084	0.71	0.431
84.685	0.687	0.409
85.285	0.797	0.346
85.886	0.791	0.342
86.486	0.79	0.403
87.087	0.86	0.474
87.688	0.9	0.522
88.288	0.872	0.522
88.889	0.928	0.464
89.489	0.947	0.421
90.09	0.812	0.438
90.691	1.08	0.469
91.291	1.014	0.571
91.892	1.22	0.653
92.492	1.203	0.701
93.093	1.034	0.677
93.694	0.982	0.531
94.294	1.005	0.368
94.895	0.984	0.342
95.495	0.937	0.472
96.096	0.992	0.622
96.697	0.988	0.674
97.297	0.88	0.575
97.898	0.858	0.378
98.498	0.883	0.251
99.099	0.943	0.318
99.7	0.987	0.542
100.3	1.054	0.736
100.901	1.112	0.76
101.502	1.118	0.62
102.102	1.047	0.451
102.703	0.827	0.36
103.303	0.97	0.355
103.904	0.902	0.474
104.505	0.85	0.594
105.105	0.739	0.567
105.706	0.958	0.395
106.306	0.816	0.294
106.907	0.794	0.324
107.508	0.731	0.437
108.108	0.767	0.502
108.709	0.729	0.469
109.309	0.713	0.359
109.91	0.64	0.257
110.511	0.541	0.229
111.111	0.537	0.256
111.712	0.58	0.31
112.312	0.469	0.346
112.913	0.532	0.296
113.514	0.648	0.231
114.114	0.607	0.259
114.715	0.597	0.341
115.315	0.695	0.402
115.916	0.74	0.429
116.517	0.633	0.404
117.117	0.7	0.319
117.718	0.745	0.277
118.318	0.652	0.33
118.919	0.712	0.399
119.52	0.666	0.434
120.12	0.662	0.394
120.721	0.739	0.314
121.321	0.647	0.289
121.922	0.664	0.316
122.523	0.822	0.381
123.123	0.624	0.466
123.724	0.836	0.452
124.324	0.61	0.39
124.925	0.681	0.288
125.526	0.502	0.234
126.126	0.485	0.211
126.727	0.788	0.244
127.327	0.69	0.406
127.928	0.845	0.543
128.529	0.834	0.572
129.129	0.911	0.481
129.73	1.013	0.385
130.33	0.945	0.417
130.931	0.823	0.513
131.532	0.967	0.547
132.132	0.946	0.54
132.733	0.708	0.476
133.333	0.885	0.339
133.934	0.814	0.298
134.535	0.846	0.382
135.135	0.892	0.525
135.736	0.833	0.605
136.336	1.018	0.541
136.937	0.913	0.451
137.538	0.722	0.381
138.138	0.779	0.322
138.739	0.774	0.34
139.339	0.778	0.422
139.94	0.69	0.483
140.541	0.764	0.437
141.141	0.793	0.35
141.742	0.712	0.318
142.342	0.828	0.348
142.943	0.822	0.447
143.544	0.729	0.526
144.144	0.811	0.482
144.745	0.697	0.372
145.345	0.761	0.269
145.946	0.56	0.265
146.547	0.526	0.298
147.147	0.655	0.318
147.748	0.593	0.352
148.348	0.538	0.346
148.949	0.566	0.282
149.55	0.435	0.225
150.15	0.333	0.173
150.751	0.545	0.137
151.351	0.524	0.226
151.952	0.467	0.355
152.553	0.586	0.387
153.153	0.717	0.349
153.754	0.577	0.32
154.354	0.556	0.279
154.955	0.613	0.253
155.556	0.478	0.279
156.156	0.549	0.29
156.757	0.62	0.295
157.357	0.698	0.328
157.958	0.711	0.39
158.559	0.692	0.435
159.159	0.662	0.415
159.76	0.589	0.326
160.36	0.573	0.22
160.961	0.63	0.188
161.562	0.72	0.285
162.162	0.627	0.45
162.763	0.718	0.511
163.363	0.65	0.438
163.964	0.635	0.277
164.565	0.638	0.167
165.165	0.554	0.207
165.766	0.671	0.334
166.366	0.611	0.466
166.967	0.462	0.459
167.568	0.547	0.263
168.168	0.414	0.078
168.769	0.351	0.029
169.369	0.617	0.136
169.97	0.723	0.406
170.571	0.705	0.643
171.171	0.782	0.628
171.772	0.802	0.409
172.372	0.645	0.193
172.973	0.497	0.108
173.574	0.635	0.178
174.174	0.467	0.37
174.775	0.455	0.454
175.375	0.639	0.346
175.976	0.529	0.211
176.577	0.422	0.137
177.177	0.468	0.148
177.778	0.541	0.245
178.378	0.702	0.381
178.979	0.652	0.488
179.58	0.871	0.475
180.18	0.808	0.427
180.781	0.806	0.376
181.381	0.817	0.364
181.982	0.688	0.404
182.583	0.669	0.406
183.183	0.714	0.358
183.784	0.689	0.318
184.384	0.724	0.321
184.985	0.544	0.363
185.586	0.659	0.35
186.186	0.55	0.319
186.787	0.514	0.265
187.387	0.562	0.215
187.988	0.62	0.239
188.589	0.463	0.328
189.189	0.649	0.357
189.79	0.643	0.36
190.39	0.507	0.33
190.991	0.679	0.258
191.592	0.671	0.264
192.192	0.751	0.359
192.793	0.694	0.48
193.393	0.67	0.497
193.994	0.711	0.384
194.595	0.731	0.26
195.195	0.808	0.255
195.796	0.678	0.392
196.396	0.712	0.498
196.997	0.693	0.485
197.598	0.59	0.357
198.198	0.65	0.195
198.799	0.615	0.16
199.399	0.813	0.288
200.0	0.742	0.528
200.601	0.713	0.641
201.201	0.872	0.517
201.802	0.83	0.325
202.402	0.588	0.221
203.003	0.54	0.206
203.604	0.649	0.269
204.204	0.494	0.382
204.805	0.497	0.39
205.405	0.596	0.279
206.006	0.658	0.194
206.607	0.509	0.235
207.207	0.656	0.322
207.808	0.694	0.422
208.408	0.791	0.477
209.009	0.599	0.45
209.61	0.674	0.312
210.21	0.662	0.208
210.811	0.726	0.239
211.411	0.623	0.387
212.012	0.636	0.483
212.613	0.794	0.447
213.213	0.708	0.367
213.814	0.698	0.294
214.414	0.689	0.285
215.015	0.661	0.342
215.616	0.706	0.403
216.216	0.738	0.434
216.817	0.816	0.423
217.417	0.724	0.4
218.018	0.841	0.369
218.619	0.863	0.395
219.219	0.761	0.466
219.82	0.599	0.471
220.42	0.716	0.346
221.021	0.861	0.25
221.622	0.755	0.325
222.222	0.833	0.471
222.823	0.948	0.587
223.423	0.963	0.612
224.024	1.006	0.535
224.625	1.058	0.453
225.225	0.787	0.441
225.826	0.89	0.421
226.426	0.913	0.436
227.027	0.725	0.479
227.628	0.94	0.455
228.228	0.689	0.437
228.829	0.489	0.352
229.429	0.673	0.203
230.03	0.609	0.175
230.631	0.589	0.276
231.231	0.842	0.423
231.832	0.838	0.566
232.432	0.851	0.595
233.033	1.012	0.492
233.634	1.042	0.414
234.234	0.892	0.445
234.835	0.797	0.499
235.435	0.688	0.474
236.036	0.822	0.353
236.637	0.744	0.289
237.237	0.781	0.325
237.838	0.81	0.441
238.438	0.734	0.538
239.039	0.893	0.507
239.64	1.003	0.437
240.24	0.982	0.443
240.841	0.815	0.507
241.441	0.749	0.505
242.042	0.695	0.397
242.643	0.881	0.271
243.243	0.662	0.296
243.844	0.484	0.369
244.444	0.81	0.364
245.045	0.752	0.392
245.646	0.793	0.427
246.246	1.087	0.465
246.847	0.773	0.561
247.447	0.704	0.524
248.048	0.788	0.353
248.649	0.499	0.218
249.249	0.563	0.146
249.85	0.59	0.202
250.45	0.79	0.37
251.051	0.756	0.563
251.652	0.811	0.604
252.252	0.95	0.482
252.853	0.796	0.357
253.453	0.723	0.288
254.054	0.761	0.309
254.655	0.657	0.406
255.255	0.801	0.459
255.856	0.644	0.453
256.456	0.733	0.354
257.057	1.046	0.292
257.658	0.752	0.427
258.258	0.684	0.539
258.859	0.985	0.502
259.459	0.911	0.457
260.06	0.967	0.44
260.661	0.805	0.468
261.261	0.783	0.462
261.862	0.867	0.413
262.462	0.591	0.378
263.063	0.596	0.293
263.664	0.661	0.226
264.264	0.605	0.261
264.865	0.761	0.361
265.465	0.625	0.479
266.066	0.561	0.459
266.667	0.783	0.302
267.267	0.621	0.225
267.868	0.755	0.255
268.468	0.752	0.404
269.069	0.924	0.558
269.67	0.988	0.628
270.27	1.068	0.602
270.871	0.793	0.514
271.471	0.753	0.346
272.072	0.704	0.221
272.673	0.599	0.228
273.273	0.751	0.328
273.874	0.683	0.475
274.474	0.645	0.512
275.075	0.907	0.408
275.676	0.705	0.338
276.276	0.568	0.296
276.877	0.705	0.268
277.477	0.531	0.311
278.078	0.672	0.342
278.679	0.737	0.375
279.279	0.615	0.408
279.88	0.581	0.368
280.48	0.838	0.286
281.081	0.802	0.324
281.682	0.759	0.454
282.282	0.632	0.525
282.883	0.724	0.427
