Time(s)	Relative Blade_disp(m)	Tower_disp(m)
0.0	0.0	0.0
0.601	0.813	0.05
1.201	0.665	0.385
1.802	0.476	0.689
2.402	0.711	0.609
3.003	0.625	0.291
3.604	0.591	0.013
4.204	0.492	0.004
4.805	0.384	0.225
5.405	0.5	0.434
6.006	0.606	0.48
6.607	0.604	0.374
7.207	0.392	0.2
7.808	0.404	0.044
8.408	0.402	0.041
9.009	0.347	0.189
9.61	0.385	0.335
10.21	0.475	0.361
10.811	0.431	0.275
11.411	0.392	0.147
12.012	0.416	0.074
12.613	0.32	0.126
13.213	0.338	0.221
13.814	0.391	0.276
14.414	0.379	0.264
15.015	0.306	0.188
15.616	0.358	0.093
16.216	0.365	0.081
16.817	0.401	0.171
17.417	0.455	0.297
18.018	0.562	0.372
18.619	0.501	0.367
19.219	0.444	0.267
19.82	0.397	0.133
20.42	0.414	0.073
21.021	0.474	0.146
21.622	0.551	0.316
22.222	0.395	0.444
22.823	0.516	0.368
23.423	0.599	0.195
24.024	0.659	0.135
24.625	0.441	0.255
25.225	0.499	0.365
25.826	0.596	0.379
26.426	0.506	0.318
27.027	0.58	0.218
27.628	0.447	0.184
28.228	0.419	0.204
28.829	0.454	0.241
29.429	0.417	0.271
30.03	0.405	0.255
30.631	0.454	0.202
31.231	0.454	0.177
31.832	0.345	0.201
32.432	0.389	0.214
33.033	0.475	0.218
33.634	0.466	0.247
34.234	0.416	0.272
34.835	0.464	0.25
35.435	0.551	0.223
36.036	0.486	0.248
36.637	0.443	0.282
37.237	0.496	0.269
37.838	0.487	0.246
38.438	0.335	0.22
39.039	0.471	0.168
39.64	0.37	0.17
40.24	0.457	0.207
40.841	0.472	0.268
41.441	0.351	0.299
42.042	0.475	0.238
42.643	0.489	0.181
43.243	0.372	0.183
43.844	0.508	0.208
44.444	0.497	0.277
45.045	0.417	0.328
45.646	0.472	0.281
46.246	0.514	0.203
46.847	0.48	0.182
47.447	0.432	0.222
48.048	0.422	0.264
48.649	0.566	0.275
49.249	0.466	0.29
49.85	0.559	0.274
50.45	0.537	0.268
51.051	0.527	0.275
51.652	0.532	0.282
52.252	0.439	0.281
52.853	0.641	0.249
53.453	0.618	0.283
54.054	0.365	0.34
54.655	0.593	0.288
55.255	0.538	0.239
55.856	0.4	0.227
56.456	0.375	0.203
57.057	0.388	0.174
57.658	0.472	0.175
58.258	0.493	0.239
58.859	0.505	0.32
59.459	0.515	0.347
60.06	0.59	0.308
60.661	0.5	0.262
61.261	0.432	0.215
61.862	0.509	0.188
62.462	0.486	0.225
63.063	0.452	0.284
63.664	0.548	0.305
64.264	0.576	0.304
64.865	0.468	0.291
65.465	0.521	0.245
66.066	0.535	0.223
66.667	0.438	0.243
67.267	0.547	0.262
67.868	0.542	0.296
68.468	0.585	0.322
69.069	0.559	0.329
69.67	0.463	0.3
70.27	0.439	0.218
70.871	0.465	0.148
71.471	0.297	0.157
72.072	0.297	0.173
72.673	0.41	0.179
73.273	0.377	0.213
73.874	0.302	0.23
74.474	0.422	0.193
75.075	0.419	0.172
75.676	0.476	0.2
76.276	0.486	0.27
76.877	0.305	0.312
77.477	0.459	0.234
78.078	0.345	0.144
78.679	0.369	0.097
79.279	0.452	0.141
79.88	0.392	0.262
80.48	0.521	0.34
81.081	0.572	0.353
81.682	0.579	0.312
82.282	0.645	0.266
82.883	0.56	0.278
83.483	0.585	0.312
84.084	0.561	0.335
84.685	0.547	0.318
85.285	0.623	0.275
85.886	0.622	0.274
86.486	0.622	0.319
87.087	0.672	0.371
87.688	0.703	0.403
88.288	0.683	0.403
88.889	0.724	0.362
89.489	0.737	0.333
90.09	0.645	0.347
90.691	0.832	0.37
91.291	0.789	0.441
91.892	0.935	0.498
92.492	0.923	0.533
93.093	0.806	0.517
93.694	0.767	0.416
94.294	0.785	0.301
94.895	0.771	0.28
95.495	0.734	0.371
96.096	0.772	0.476
96.697	0.77	0.512
97.297	0.695	0.444
97.898	0.678	0.306
98.498	0.696	0.217
99.099	0.739	0.264
99.7	0.769	0.42
100.3	0.815	0.556
100.901	0.858	0.572
101.502	0.865	0.475
102.102	0.812	0.359
102.703	0.659	0.296
103.303	0.753	0.291
103.904	0.709	0.369
104.505	0.668	0.451
105.105	0.587	0.433
105.706	0.743	0.313
106.306	0.645	0.245
106.907	0.627	0.267
107.508	0.58	0.345
108.108	0.606	0.386
108.709	0.576	0.36
109.309	0.566	0.283
109.91	0.511	0.214
110.511	0.442	0.196
111.111	0.436	0.214
111.712	0.466	0.248
112.312	0.386	0.269
112.913	0.429	0.234
113.514	0.515	0.191
114.114	0.486	0.215
114.715	0.479	0.276
115.315	0.551	0.317
115.916	0.582	0.332
116.517	0.506	0.313
117.117	0.552	0.254
117.718	0.585	0.227
118.318	0.521	0.267
118.919	0.562	0.316
119.52	0.53	0.338
120.12	0.528	0.307
120.721	0.58	0.25
121.321	0.517	0.234
121.922	0.528	0.256
122.523	0.641	0.303
123.123	0.502	0.361
123.724	0.648	0.35
124.324	0.492	0.305
124.925	0.54	0.233
125.526	0.411	0.197
126.126	0.402	0.181
126.727	0.613	0.203
127.327	0.55	0.316
127.928	0.658	0.414
128.529	0.651	0.437
129.129	0.71	0.375
129.73	0.781	0.309
130.33	0.734	0.33
130.931	0.648	0.397
131.532	0.747	0.42
132.132	0.734	0.414
132.733	0.567	0.37
133.333	0.687	0.275
133.934	0.641	0.246
134.535	0.663	0.304
135.135	0.694	0.404
135.736	0.653	0.459
136.336	0.783	0.415
136.937	0.71	0.352
137.538	0.576	0.304
138.138	0.611	0.262
138.739	0.609	0.273
139.339	0.61	0.328
139.94	0.546	0.37
140.541	0.598	0.338
141.141	0.62	0.279
141.742	0.563	0.257
142.342	0.644	0.279
142.943	0.64	0.347
143.544	0.574	0.401
144.144	0.629	0.369
144.745	0.55	0.292
145.345	0.595	0.22
145.946	0.448	0.218
146.547	0.427	0.239
147.147	0.512	0.251
147.748	0.471	0.272
148.348	0.429	0.269
148.949	0.448	0.226
149.55	0.356	0.187
150.15	0.282	0.149
150.751	0.431	0.121
151.351	0.419	0.181
151.952	0.377	0.274
152.553	0.46	0.299
153.153	0.558	0.274
153.754	0.459	0.255
154.354	0.442	0.225
154.955	0.483	0.205
155.556	0.388	0.221
156.156	0.435	0.229
156.757	0.487	0.233
157.357	0.545	0.258
157.958	0.553	0.304
158.559	0.541	0.336
159.159	0.519	0.321
159.76	0.468	0.256
160.36	0.455	0.18
160.961	0.495	0.158
161.562	0.558	0.227
162.162	0.493	0.345
162.763	0.559	0.388
163.363	0.509	0.336
163.964	0.502	0.222
164.565	0.5	0.144
165.165	0.442	0.173
165.766	0.522	0.262
166.366	0.48	0.355
166.967	0.374	0.349
167.568	0.433	0.21
168.168	0.34	0.079
168.769	0.295	0.045
169.369	0.481	0.121
169.97	0.561	0.311
170.571	0.547	0.479
171.171	0.602	0.471
171.772	0.62	0.317
172.372	0.508	0.165
172.973	0.403	0.105
173.574	0.496	0.153
174.174	0.378	0.285
174.775	0.368	0.342
175.375	0.497	0.266
175.976	0.425	0.173
176.577	0.346	0.125
177.177	0.377	0.134
177.778	0.434	0.199
178.378	0.544	0.292
178.979	0.511	0.367
179.58	0.667	0.361
180.18	0.625	0.332
180.781	0.626	0.298
181.381	0.631	0.289
181.982	0.542	0.314
182.583	0.526	0.312
183.183	0.556	0.277
183.784	0.54	0.251
184.384	0.564	0.256
184.985	0.438	0.287
185.586	0.517	0.277
186.186	0.439	0.251
186.787	0.415	0.211
187.387	0.446	0.175
187.988	0.488	0.194
188.589	0.378	0.26
189.189	0.508	0.282
189.79	0.508	0.281
190.39	0.412	0.259
190.991	0.531	0.209
191.592	0.529	0.214
192.192	0.585	0.283
192.793	0.545	0.37
193.393	0.53	0.381
193.994	0.557	0.3
194.595	0.574	0.212
195.195	0.627	0.209
195.796	0.535	0.307
196.396	0.559	0.383
196.997	0.544	0.373
197.598	0.476	0.28
198.198	0.513	0.166
198.799	0.492	0.142
199.399	0.631	0.233
200.0	0.581	0.404
200.601	0.561	0.483
201.201	0.673	0.395
201.802	0.646	0.259
202.402	0.474	0.187
203.003	0.436	0.177
203.604	0.512	0.219
204.204	0.404	0.297
204.805	0.402	0.301
205.405	0.474	0.222
206.006	0.522	0.165
206.607	0.414	0.197
207.207	0.519	0.26
207.808	0.547	0.329
208.408	0.618	0.365
209.009	0.48	0.346
209.61	0.534	0.25
210.21	0.526	0.178
210.811	0.572	0.202
211.411	0.498	0.306
212.012	0.508	0.372
212.613	0.62	0.344
213.213	0.561	0.288
213.814	0.554	0.239
214.414	0.547	0.236
215.015	0.529	0.277
215.616	0.561	0.317
216.216	0.583	0.337
216.817	0.64	0.329
217.417	0.575	0.315
218.018	0.658	0.296
218.619	0.674	0.316
219.219	0.604	0.365
219.82	0.486	0.366
220.42	0.569	0.276
221.021	0.674	0.207
221.622	0.6	0.263
222.222	0.655	0.37
222.823	0.739	0.453
223.423	0.752	0.47
224.024	0.781	0.413
224.625	0.819	0.355
225.225	0.627	0.348
225.826	0.697	0.335
226.426	0.714	0.345
227.027	0.583	0.373
227.628	0.732	0.356
228.228	0.553	0.343
228.829	0.412	0.284
229.429	0.536	0.178
230.03	0.497	0.156
230.631	0.48	0.227
231.231	0.657	0.331
231.832	0.661	0.434
232.432	0.671	0.457
233.033	0.785	0.387
233.634	0.809	0.332
234.234	0.704	0.353
234.835	0.631	0.39
235.435	0.555	0.37
236.036	0.648	0.282
236.637	0.594	0.237
237.237	0.619	0.266
237.838	0.64	0.349
238.438	0.589	0.417
239.039	0.699	0.395
239.64	0.78	0.344
240.24	0.765	0.348
240.841	0.645	0.396
241.441	0.597	0.395
242.042	0.559	0.317
242.643	0.692	0.225
243.243	0.535	0.242
243.844	0.406	0.295
244.444	0.634	0.292
245.045	0.6	0.311
245.646	0.628	0.336
246.246	0.834	0.365
246.847	0.617	0.433
247.447	0.564	0.407
248.048	0.621	0.285
248.649	0.42	0.187
249.249	0.459	0.135
249.85	0.478	0.173
250.45	0.624	0.293
251.051	0.599	0.432
251.652	0.64	0.464
252.252	0.74	0.379
252.853	0.633	0.289
253.453	0.58	0.24
254.054	0.603	0.253
254.655	0.531	0.321
255.255	0.631	0.357
255.856	0.52	0.354
256.456	0.587	0.284
257.057	0.805	0.242
257.658	0.603	0.338
258.258	0.551	0.418
258.859	0.761	0.39
259.459	0.717	0.357
260.06	0.753	0.346
260.661	0.636	0.368
261.261	0.624	0.365
261.862	0.679	0.329
262.462	0.486	0.301
263.063	0.484	0.239
263.664	0.528	0.191
264.264	0.493	0.216
264.865	0.601	0.288
265.465	0.506	0.374
266.066	0.46	0.36
266.667	0.617	0.247
267.267	0.507	0.19
267.868	0.598	0.213
268.468	0.595	0.321
269.069	0.722	0.43
269.67	0.767	0.48
270.27	0.826	0.462
270.871	0.632	0.4
271.471	0.601	0.282
272.072	0.563	0.192
272.673	0.489	0.195
273.273	0.595	0.263
273.874	0.546	0.366
274.474	0.521	0.395
