Time(s)	Relative Blade_disp(m)	Tower_disp(m)
0.0	0.0	0.0
0.601	0.547	0.032
1.201	0.381	0.255
1.802	0.23	0.428
2.402	0.583	0.345
3.003	0.227	0.185
3.604	0.338	-0.008
4.204	0.383	-0.035
4.805	0.177	0.14
5.405	0.442	0.296
6.006	0.38	0.373
6.607	0.327	0.291
7.207	0.357	0.103
7.808	0.227	-0.016
8.408	0.298	0.0
9.009	0.309	0.155
9.61	0.295	0.314
10.21	0.395	0.331
10.811	0.31	0.223
11.411	0.278	0.064
12.012	0.315	-0.017
12.613	0.235	0.063
13.213	0.307	0.205
13.814	0.351	0.303
14.414	0.298	0.286
15.015	0.304	0.153
15.616	0.273	0.023
16.216	0.264	0.005
16.817	0.315	0.112
17.417	0.333	0.265
18.018	0.393	0.337
18.619	0.356	0.282
19.219	0.305	0.139
19.82	0.287	0.017
20.42	0.278	0.018
21.021	0.333	0.139
21.622	0.383	0.292
22.222	0.316	0.353
22.823	0.371	0.247
23.423	0.348	0.087
24.024	0.347	0.018
24.625	0.304	0.097
25.225	0.336	0.236
25.826	0.399	0.32
26.426	0.339	0.293
27.027	0.38	0.166
27.628	0.298	0.062
28.228	0.279	0.048
28.829	0.333	0.128
29.429	0.305	0.244
30.03	0.337	0.286
30.631	0.352	0.225
31.231	0.313	0.123
31.832	0.276	0.059
32.432	0.288	0.076
33.033	0.327	0.162
33.634	0.345	0.255
34.234	0.33	0.278
34.835	0.346	0.205
35.435	0.348	0.109
36.036	0.307	0.079
36.637	0.309	0.126
37.237	0.34	0.205
37.838	0.35	0.258
38.438	0.293	0.237
39.039	0.353	0.145
39.64	0.277	0.081
40.24	0.31	0.083
40.841	0.34	0.156
41.441	0.273	0.243
42.042	0.37	0.246
42.643	0.345	0.194
43.243	0.272	0.126
43.844	0.363	0.082
44.444	0.308	0.129
45.045	0.298	0.208
45.646	0.367	0.242
46.246	0.332	0.224
46.847	0.34	0.163
47.447	0.322	0.113
48.048	0.282	0.112
48.649	0.37	0.151
49.249	0.317	0.219
49.85	0.361	0.244
50.45	0.38	0.216
51.051	0.312	0.168
51.652	0.359	0.122
52.252	0.289	0.13
52.853	0.374	0.166
53.453	0.394	0.225
54.054	0.269	0.258
54.655	0.407	0.198
55.255	0.332	0.139
55.856	0.26	0.114
56.456	0.333	0.116
57.057	0.27	0.163
57.658	0.349	0.198
58.258	0.365	0.214
58.859	0.317	0.206
59.459	0.357	0.165
60.06	0.346	0.142
60.661	0.307	0.153
61.261	0.33	0.174
61.862	0.342	0.193
62.462	0.334	0.197
63.063	0.333	0.18
63.664	0.342	0.158
64.264	0.351	0.155
64.865	0.311	0.175
65.465	0.348	0.188
66.066	0.354	0.193
66.667	0.308	0.187
67.267	0.366	0.163
67.868	0.338	0.16
68.468	0.346	0.174
69.069	0.369	0.196
69.67	0.301	0.209
70.27	0.33	0.179
70.871	0.333	0.141
71.471	0.249	0.13
