Time(s)	Relative Blade_disp(m)	Tower_disp(m)
0.0	0.0	0.0
0.601	0.194	0.012
1.201	0.143	0.091
1.802	0.091	0.156
2.402	0.181	0.129
3.003	0.107	0.061
3.604	0.118	-0.006
4.204	0.116	-0.011
4.805	0.075	0.047
5.405	0.125	0.103
6.006	0.135	0.122
6.607	0.123	0.093
7.207	0.091	0.036
7.808	0.085	-0.008
8.408	0.087	-0.003
9.009	0.081	0.045
9.61	0.096	0.092
10.21	0.111	0.1
10.811	0.098	0.068
11.411	0.086	0.021
12.012	0.09	-0.003
12.613	0.07	0.017
13.213	0.08	0.057
13.814	0.098	0.083
14.414	0.088	0.079
15.015	0.077	0.044
15.616	0.081	0.007
16.216	0.078	0.002
16.817	0.09	0.033
17.417	0.105	0.077
18.018	0.125	0.101
18.619	0.112	0.09
19.219	0.096	0.05
19.82	0.086	0.01
20.42	0.088	0.003
21.021	0.103	0.035
21.622	0.125	0.086
22.222	0.092	0.114
22.823	0.118	0.084
23.423	0.124	0.032
24.024	0.128	0.012
24.625	0.093	0.04
25.225	0.109	0.079
25.826	0.132	0.097
26.426	0.105	0.087
27.027	0.13	0.05
27.628	0.093	0.026
28.228	0.087	0.025
28.829	0.103	0.044
29.429	0.088	0.07
30.03	0.097	0.076
30.631	0.106	0.058
31.231	0.098	0.037
31.832	0.078	0.028
32.432	0.086	0.032
33.033	0.103	0.048
33.634	0.103	0.069
34.234	0.097	0.075
34.835	0.106	0.06
35.435	0.117	0.04
36.036	0.101	0.039
36.637	0.095	0.051
37.237	0.108	0.062
37.838	0.107	0.067
38.438	0.077	0.06
39.039	0.111	0.038
39.64	0.079	0.03
40.24	0.099	0.036
40.841	0.107	0.055
41.441	0.075	0.072
42.042	0.112	0.063
42.643	0.108	0.047
43.243	0.079	0.038
43.844	0.118	0.035
44.444	0.103	0.054
45.045	0.089	0.072
45.646	0.112	0.069
46.246	0.108	0.054
46.847	0.104	0.042
47.447	0.099	0.041
48.048	0.09	0.049
48.649	0.124	0.058
49.249	0.101	0.069
49.85	0.12	0.068
50.45	0.122	0.061
51.051	0.106	0.055
51.652	0.119	0.052
52.252	0.091	0.055
52.853	0.136	0.056
53.453	0.133	0.068
54.054	0.077	0.078
54.655	0.137	0.06
55.255	0.11	0.047
55.856	0.08	0.045
56.456	0.096	0.042
57.057	0.082	0.045
57.658	0.108	0.048
58.258	0.114	0.058
58.859	0.107	0.069
59.459	0.115	0.068
60.06	0.124	0.06
60.661	0.103	0.055
61.261	0.098	0.049
61.862	0.114	0.046
62.462	0.105	0.054
63.063	0.103	0.062
63.664	0.12	0.064
64.264	0.121	0.064
64.865	0.1	0.062
65.465	0.115	0.053
66.066	0.115	0.051
66.667	0.095	0.055
67.267	0.124	0.057
67.868	0.116	0.064
68.468	0.123	0.069
69.069	0.124	0.069
69.67	0.095	0.064
70.27	0.1	0.047
70.871	0.103	0.035
71.471	0.067	0.039
72.072	0.077	0.042
72.673	0.097	0.044
73.273	0.084	0.052
73.874	0.077	0.052
74.474	0.098	0.043
75.075	0.093	0.04
75.676	0.108	0.046
76.276	0.11	0.061
76.877	0.071	0.07
77.477	0.108	0.053
78.078	0.08	0.036
78.679	0.083	0.026
79.279	0.112	0.033
79.88	0.086	0.061
80.48	0.123	0.077
81.081	0.127	0.08
81.682	0.12	0.069
82.282	0.144	0.055
82.883	0.116	0.056
83.483	0.127	0.064
84.084	0.126	0.073
84.685	0.117	0.075
85.285	0.14	0.065
85.886	0.134	0.061
86.486	0.133	0.066
87.087	0.148	0.074
87.688	0.147	0.085
88.288	0.146	0.088
88.889	0.154	0.081
89.489	0.157	0.073
90.09	0.136	0.072
90.691	0.179	0.074
91.291	0.164	0.092
91.892	0.19	0.106
92.492	0.196	0.112
93.093	0.157	0.107
93.694	0.164	0.082
94.294	0.161	0.059
94.895	0.158	0.058
95.495	0.16	0.08
96.096	0.165	0.105
96.697	0.165	0.112
97.297	0.147	0.094
97.898	0.144	0.061
98.498	0.147	0.042
99.099	0.157	0.055
99.7	0.167	0.092
100.3	0.174	0.124
100.901	0.181	0.125
101.502	0.176	0.098
102.102	0.166	0.066
102.703	0.134	0.051
103.303	0.162	0.057
103.904	0.15	0.085
104.505	0.146	0.108
105.105	0.133	0.1
105.706	0.159	0.067
106.306	0.133	0.045
106.907	0.135	0.047
107.508	0.128	0.071
108.108	0.131	0.09
108.709	0.132	0.09
109.309	0.123	0.07
109.91	0.117	0.045
110.511	0.098	0.034
111.111	0.1	0.041
111.712	0.108	0.059
112.312	0.092	0.072
112.913	0.105	0.065
113.514	0.12	0.048
114.114	0.108	0.043
114.715	0.109	0.051
115.315	0.123	0.065
115.916	0.126	0.078
116.517	0.113	0.078
117.117	0.127	0.062
117.718	0.127	0.05
118.318	0.114	0.051
118.919	0.125	0.062
119.52	0.117	0.074
120.12	0.117	0.075
120.721	0.132	0.063
121.321	0.113	0.055
121.922	0.119	0.052
122.523	0.141	0.059
123.123	0.107	0.076
123.724	0.144	0.079
124.324	0.11	0.073
124.925	0.118	0.056
125.526	0.1	0.043
126.126	0.089	0.038
126.727	0.142	0.045
127.327	0.119	0.074
127.928	0.146	0.096
128.529	0.146	0.097
129.129	0.146	0.079
129.73	0.165	0.06
130.33	0.151	0.063
130.931	0.135	0.08
131.532	0.164	0.091
132.132	0.152	0.095
132.733	0.121	0.083
133.333	0.154	0.057
133.934	0.132	0.048
134.535	0.141	0.061
135.135	0.153	0.086
135.736	0.137	0.103
136.336	0.169	0.094
136.937	0.148	0.076
137.538	0.118	0.059
138.138	0.137	0.047
138.739	0.127	0.057
139.339	0.132	0.076
139.94	0.125	0.088
140.541	0.13	0.08
141.141	0.136	0.06
141.742	0.119	0.049
142.342	0.138	0.053
142.943	0.137	0.073
143.544	0.122	0.091
144.144	0.139	0.086
144.745	0.119	0.067
145.345	0.125	0.045
145.946	0.103	0.04
146.547	0.092	0.048
147.147	0.12	0.059
147.748	0.104	0.07
148.348	0.1	0.068
148.949	0.105	0.051
149.55	0.08	0.037
150.15	0.068	0.028
150.751	0.103	0.029
151.351	0.094	0.05
151.952	0.091	0.071
152.553	0.111	0.071
153.153	0.12	0.059
153.754	0.099	0.049
154.354	0.099	0.043
154.955	0.108	0.045
155.556	0.087	0.056
156.156	0.104	0.06
156.757	0.111	0.057
157.357	0.118	0.056
157.958	0.121	0.059
158.559	0.116	0.066
159.159	0.112	0.068
159.76	0.104	0.06
160.36	0.102	0.047
160.961	0.111	0.04
161.562	0.123	0.049
162.162	0.108	0.071
162.763	0.123	0.08
163.363	0.111	0.074
163.964	0.106	0.053
164.565	0.114	0.035
165.165	0.096	0.039
165.766	0.119	0.055
166.366	0.108	0.076
166.967	0.082	0.078
167.568	0.103	0.05
168.168	0.077	0.024
168.769	0.071	0.014
169.369	0.116	0.028
169.97	0.122	0.07
170.571	0.119	0.106
171.171	0.135	0.102
171.772	0.126	0.068
172.372	0.107	0.032
172.973	0.09	0.017
173.574	0.111	0.032
174.174	0.089	0.068
174.775	0.089	0.085
175.375	0.117	0.067
175.976	0.092	0.041
176.577	0.08	0.022
177.177	0.091	0.023
177.778	0.095	0.045
178.378	0.126	0.073
178.979	0.114	0.092
179.58	0.145	0.083
180.18	0.133	0.066
180.781	0.126	0.052
181.381	0.135	0.051
181.982	0.112	0.067
182.583	0.117	0.076
183.183	0.127	0.072
183.784	0.115	0.06
184.384	0.127	0.051
184.985	0.095	0.052
185.586	0.113	0.055
186.186	0.101	0.059
186.787	0.093	0.058
187.387	0.108	0.049
187.988	0.111	0.046
188.589	0.086	0.052
189.189	0.118	0.055
189.79	0.11	0.061
190.39	0.092	0.063
190.991	0.126	0.054
191.592	0.115	0.053
192.192	0.129	0.06
192.793	0.122	0.074
193.393	0.113	0.078
193.994	0.124	0.066
194.595	0.123	0.052
195.195	0.136	0.051
195.796	0.12	0.066
196.396	0.122	0.079
196.997	0.122	0.077
197.598	0.101	0.063
198.198	0.118	0.041
198.799	0.109	0.037
199.399	0.14	0.054
200.0	0.13	0.086
200.601	0.121	0.102
201.201	0.148	0.084
201.802	0.131	0.057
202.402	0.103	0.04
203.003	0.103	0.037
203.604	0.116	0.05
204.204	0.093	0.071
204.805	0.099	0.073
205.405	0.111	0.055
206.006	0.115	0.039
206.607	0.097	0.041
207.207	0.118	0.054
207.808	0.124	0.073
208.408	0.134	0.085
209.009	0.111	0.081
209.61	0.119	0.057
210.21	0.119	0.037
210.811	0.124	0.042
211.411	0.115	0.066
212.012	0.115	0.085
