Time(s)	Relative Blade_disp(m)	Tower_disp(m)
0.0	0.0	0.0
0.601	0.72	0.042
1.201	0.523	0.337
1.802	0.32	0.575
2.402	0.685	0.468
3.003	0.362	0.22
3.604	0.437	-0.031
4.204	0.439	-0.049
4.805	0.261	0.179
5.405	0.487	0.388
6.006	0.504	0.46
6.607	0.451	0.351
7.207	0.347	0.131
7.808	0.311	-0.039
8.408	0.335	-0.019
9.009	0.311	0.174
9.61	0.365	0.361
10.21	0.431	0.391
10.811	0.374	0.261
11.411	0.325	0.074
12.012	0.348	-0.022
12.613	0.27	0.064
13.213	0.313	0.226
13.814	0.388	0.331
14.414	0.337	0.313
15.015	0.3	0.17
15.616	0.313	0.017
16.216	0.3	-0.002
16.817	0.352	0.127
17.417	0.408	0.308
18.018	0.487	0.403
18.619	0.435	0.355
19.219	0.363	0.189
19.82	0.328	0.025
20.42	0.332	-0.001
21.021	0.399	0.135
21.622	0.491	0.342
22.222	0.348	0.454
22.823	0.457	0.33
23.423	0.474	0.114
24.024	0.485	0.026
24.625	0.355	0.141
25.225	0.419	0.305
25.826	0.513	0.391
26.426	0.401	0.35
27.027	0.505	0.194
27.628	0.351	0.087
28.228	0.331	0.079
28.829	0.402	0.162
29.429	0.339	0.281
30.03	0.382	0.312
30.631	0.415	0.238
31.231	0.378	0.14
31.832	0.301	0.093
32.432	0.33	0.111
33.033	0.4	0.186
33.634	0.403	0.28
34.234	0.377	0.308
34.835	0.416	0.237
35.435	0.452	0.148
36.036	0.385	0.135
36.637	0.366	0.187
37.237	0.42	0.243
37.838	0.42	0.276
38.438	0.297	0.248
39.039	0.437	0.149
39.64	0.301	0.106
40.24	0.383	0.124
40.841	0.418	0.209
41.441	0.282	0.291
42.042	0.444	0.258
42.643	0.418	0.191
43.243	0.295	0.143
43.844	0.463	0.12
44.444	0.39	0.197
45.045	0.339	0.281
45.646	0.44	0.275
46.246	0.411	0.222
46.847	0.404	0.164
47.447	0.383	0.147
48.048	0.335	0.176
48.649	0.478	0.215
49.249	0.381	0.271
49.85	0.458	0.271
50.45	0.471	0.239
51.051	0.395	0.208
51.652	0.457	0.184
52.252	0.339	0.201
52.853	0.519	0.212
53.453	0.511	0.268
54.054	0.28	0.31
54.655	0.534	0.229
55.255	0.417	0.174
55.856	0.293	0.16
56.456	0.378	0.151
57.057	0.302	0.174
57.658	0.417	0.193
58.258	0.44	0.23
58.859	0.4	0.264
59.459	0.44	0.25
60.06	0.466	0.219
60.661	0.381	0.205
61.261	0.372	0.189
61.862	0.431	0.183
62.462	0.397	0.209
63.063	0.393	0.233
63.664	0.452	0.235
64.264	0.456	0.234
64.865	0.373	0.232
65.465	0.437	0.204
66.066	0.434	0.195
66.667	0.355	0.209
67.267	0.471	0.212
67.868	0.434	0.238
68.468	0.461	0.257
69.069	0.473	0.26
69.67	0.352	0.245
70.27	0.38	0.178
70.871	0.394	0.13
71.471	0.249	0.144
72.072	0.296	0.155
72.673	0.371	0.168
73.273	0.314	0.199
73.874	0.294	0.201
74.474	0.37	0.165
75.075	0.348	0.148
75.676	0.407	0.168
76.276	0.415	0.226
76.877	0.257	0.264
77.477	0.41	0.201
78.078	0.291	0.134
78.679	0.302	0.092
79.279	0.425	0.117
79.88	0.3	0.223
80.48	0.459	0.284
81.081	0.466	0.297
81.682	0.422	0.256
82.282	0.53	0.192
82.883	0.406	0.194
83.483	0.455	0.223
84.084	0.454	0.261
84.685	0.402	0.273
85.285	0.507	0.235
85.886	0.47	0.216
86.486	0.462	0.226
87.087	0.525	0.253
87.688	0.505	0.295
88.288	0.508	0.312
88.889	0.537	0.285
89.489	0.541	0.253
90.09	0.46	0.243
90.691	0.627	0.246
91.291	0.558	0.313
91.892	0.655	0.368
92.492	0.687	0.394
93.093	0.52	0.377
93.694	0.567	0.274
94.294	0.546	0.185
94.895	0.528	0.186
95.495	0.551	0.271
96.096	0.564	0.371
96.697	0.564	0.399
97.297	0.497	0.328
97.898	0.483	0.198
98.498	0.497	0.121
99.099	0.533	0.172
99.7	0.572	0.319
100.3	0.599	0.444
100.901	0.626	0.448
101.502	0.6	0.34
102.102	0.566	0.211
102.703	0.444	0.154
103.303	0.561	0.182
103.904	0.515	0.301
104.505	0.503	0.394
105.105	0.461	0.362
105.706	0.552	0.228
106.306	0.453	0.136
106.907	0.465	0.145
107.508	0.445	0.243
108.108	0.457	0.331
108.709	0.469	0.334
109.309	0.428	0.253
109.91	0.41	0.146
110.511	0.338	0.101
111.111	0.351	0.13
111.712	0.384	0.21
112.312	0.323	0.274
112.913	0.375	0.246
113.514	0.428	0.172
114.114	0.375	0.141
114.715	0.386	0.164
115.315	0.437	0.224
115.916	0.447	0.288
116.517	0.403	0.296
117.117	0.455	0.23
117.718	0.451	0.169
118.318	0.401	0.167
118.919	0.442	0.207
119.52	0.412	0.265
120.12	0.413	0.278
120.721	0.475	0.238
121.321	0.398	0.198
121.922	0.421	0.174
122.523	0.506	0.196
123.123	0.366	0.266
123.724	0.52	0.287
124.324	0.386	0.273
124.925	0.414	0.206
125.526	0.357	0.144
126.126	0.3	0.118
126.727	0.511	0.143
127.327	0.414	0.262
127.928	0.515	0.352
128.529	0.521	0.357
129.129	0.505	0.283
129.73	0.586	0.196
130.33	0.525	0.205
130.931	0.462	0.275
131.532	0.588	0.325
132.132	0.529	0.351
132.733	0.415	0.304
133.333	0.549	0.191
133.934	0.448	0.152
134.535	0.496	0.198
135.135	0.545	0.301
135.736	0.469	0.38
136.336	0.61	0.346
136.937	0.521	0.274
137.538	0.403	0.199
138.138	0.493	0.147
138.739	0.44	0.19
139.339	0.47	0.275
139.94	0.451	0.33
140.541	0.458	0.297
141.141	0.491	0.212
141.742	0.419	0.163
142.342	0.496	0.174
142.943	0.494	0.258
143.544	0.437	0.34
144.144	0.511	0.326
144.745	0.429	0.249
145.345	0.451	0.157
145.946	0.376	0.13
146.547	0.324	0.166
147.147	0.449	0.215
147.748	0.379	0.271
148.348	0.369	0.263
148.949	0.397	0.191
149.55	0.287	0.129
150.15	0.249	0.09
150.751	0.389	0.097
151.351	0.345	0.192
151.952	0.344	0.277
152.553	0.42	0.275
153.153	0.443	0.221
153.754	0.369	0.172
154.354	0.365	0.145
154.955	0.4	0.163
155.556	0.324	0.217
156.156	0.391	0.235
156.757	0.417	0.221
157.357	0.44	0.205
157.958	0.45	0.21
158.559	0.428	0.237
159.159	0.413	0.253
159.76	0.387	0.232
160.36	0.379	0.183
160.961	0.417	0.149
161.562	0.462	0.177
162.162	0.399	0.256
162.763	0.457	0.297
163.363	0.415	0.278
163.964	0.39	0.203
164.565	0.432	0.132
165.165	0.353	0.141
165.766	0.448	0.2
166.366	0.405	0.282
166.967	0.302	0.296
167.568	0.391	0.193
168.168	0.284	0.09
168.769	0.26	0.048
169.369	0.444	0.096
169.97	0.455	0.26
170.571	0.446	0.402
171.171	0.511	0.39
171.772	0.461	0.259
172.372	0.396	0.113
172.973	0.334	0.052
173.574	0.415	0.112
174.174	0.33	0.257
174.775	0.331	0.329
175.375	0.443	0.261
175.976	0.339	0.155
176.577	0.295	0.072
177.177	0.342	0.07
177.778	0.346	0.163
178.378	0.475	0.279
178.979	0.423	0.354
179.58	0.539	0.317
180.18	0.491	0.238
180.781	0.455	0.176
181.381	0.502	0.174
181.982	0.405	0.246
182.583	0.431	0.291
183.183	0.473	0.276
183.784	0.417	0.227
184.384	0.471	0.178
184.985	0.34	0.179
185.586	0.415	0.192
186.186	0.372	0.22
186.787	0.337	0.226
187.387	0.403	0.189
187.988	0.408	0.17
188.589	0.306	0.184
189.189	0.438	0.189
189.79	0.399	0.221
190.39	0.327	0.238
190.991	0.47	0.205
191.592	0.411	0.197
192.192	0.473	0.215
192.793	0.446	0.259
193.393	0.396	0.278
193.994	0.453	0.238
194.595	0.442	0.194
195.195	0.494	0.189
195.796	0.436	0.241
196.396	0.436	0.282
196.997	0.444	0.275
197.598	0.353	0.223
198.198	0.426	0.146
198.799	0.391	0.132
199.399	0.508	0.195
200.0	0.472	0.314
200.601	0.428	0.371
201.201	0.54	0.301
201.802	0.464	0.202
202.402	0.365	0.14
203.003	0.37	0.129
203.604	0.419	0.179
204.204	0.332	0.259
204.805	0.353	0.265
205.405	0.395	0.196
206.006	0.41	0.135
206.607	0.341	0.141
207.207	0.424	0.191
207.808	0.444	0.265
208.408	0.478	0.312
209.009	0.391	0.291
209.61	0.417	0.197
210.21	0.419	0.122
210.811	0.434	0.138
211.411	0.408	0.232
212.012	0.404	0.309
212.613	0.501	0.301
213.213	0.425	0.246
213.814	0.428	0.174
214.414	0.435	0.148
215.015	0.393	0.191
215.616	0.452	0.251
216.216	0.456	0.296
216.817	0.489	0.288
217.417	0.45	0.245
218.018	0.489	0.197
218.619	0.509	0.202
219.219	0.438	0.26
219.82	0.383	0.291
220.42	0.445	0.244
221.021	0.516	0.188
221.622	0.443	0.2
222.222	0.509	0.247
222.823	0.553	0.311
223.423	0.526	0.35
224.024	0.584	0.322
224.625	0.587	0.277
225.225	0.441	0.249
225.826	0.531	0.216
226.426	0.523	0.234
227.027	0.407	0.283
227.628	0.58	0.284
228.228	0.405	0.282
228.829	0.3	0.22
229.429	0.464	0.116
230.03	0.34	0.112
230.631	0.386	0.175
231.231	0.545	0.269
231.832	0.467	0.363
232.432	0.526	0.356
233.033	0.574	0.272
233.634	0.564	0.211
234.234	0.496	0.223
234.835	0.477	0.272
235.435	0.403	0.295
236.036	0.503	0.249
236.637	0.447	0.206
237.237	0.46	0.193
237.838	0.505	0.228
238.438	0.414	0.289
239.039	0.533	0.295
239.64	0.573	0.282
240.24	0.544	0.282
240.841	0.49	0.284
241.441	0.44	0.261
242.042	0.407	0.21
242.643	0.521	0.169
243.243	0.399	0.209
243.844	0.321	0.25
244.444	0.534	0.232
245.045	0.426	0.239
245.646	0.469	0.239
246.246	0.655	0.253
246.847	0.403	0.323
247.447	0.441	0.305
248.048	0.496	0.22
248.649	0.266	0.157
249.249	0.406	0.1
249.85	0.38	0.134
250.45	0.469	0.237
251.051	0.491	0.343
251.652	0.47	0.366
252.252	0.557	0.284
252.853	0.453	0.197
253.453	0.415	0.15
254.054	0.482	0.171
254.655	0.383	0.258
255.255	0.504	0.303
255.856	0.408	0.298
256.456	0.426	0.221
257.057	0.636	0.155
257.658	0.399	0.226
258.258	0.422	0.292
258.859	0.608	0.301
259.459	0.478	0.308
260.06	0.576	0.275
260.661	0.485	0.254
261.261	0.424	0.235
261.862	0.538	0.214
262.462	0.334	0.235
263.063	0.385	0.214
263.664	0.448	0.181
264.264	0.354	0.187
264.865	0.5	0.207
265.465	0.387	0.262
266.066	0.331	0.264
266.667	0.517	0.196
267.267	0.348	0.177
267.868	0.476	0.179
268.468	0.489	0.238
269.069	0.507	0.316
269.67	0.597	0.347
270.27	0.584	0.343
270.871	0.436	0.295
271.471	0.466	0.195
272.072	0.411	0.134
272.673	0.369	0.149
273.273	0.489	0.213
273.874	0.419	0.305
274.474	0.4	0.319
275.075	0.567	0.244
275.676	0.385	0.196
276.276	0.362	0.161
276.877	0.461	0.157
277.477	0.312	0.214
278.078	0.449	0.241
278.679	0.472	0.255
279.279	0.356	0.254
279.88	0.399	0.2
280.48	0.491	0.157
281.081	0.461	0.197
281.682	0.469	0.282
282.282	0.401	0.327
282.883	0.437	0.269
283.483	0.543	0.178
284.084	0.47	0.176
284.685	0.485	0.242
285.285	0.639	0.326
285.886	0.608	0.406
286.486	0.575	0.405
287.087	0.596	0.312
287.688	0.396	0.206
288.288	0.417	0.113
288.889	0.496	0.118
289.489	0.435	0.244
290.09	0.472	0.359
290.691	0.466	0.37
291.291	0.422	0.261
291.892	0.495	0.123
292.492	0.443	0.105
293.093	0.457	0.206
293.694	0.49	0.338
294.294	0.494	0.393
294.895	0.663	0.335
295.495	0.583	0.273
296.096	0.451	0.237
296.697	0.52	0.211
297.297	0.338	0.225
297.898	0.383	0.208
298.498	0.444	0.185
299.099	0.433	0.204
299.7	0.433	0.241
300.3	0.507	0.27
300.901	0.438	0.286
301.502	0.413	0.251
302.102	0.511	0.19
302.703	0.464	0.191
303.303	0.465	0.243
303.904	0.522	0.295
304.505	0.459	0.318
305.105	0.501	0.277
305.706	0.527	0.22
