Time(s)	Relative Blade_disp(m)	Tower_disp(m)
0.0	0.0	0.0
0.601	0.899	0.054
1.201	0.684	0.422
1.802	0.431	0.735
2.402	0.774	0.609
3.003	0.528	0.261
3.604	0.554	-0.054
4.204	0.495	-0.058
4.805	0.338	0.222
5.405	0.534	0.477
6.006	0.623	0.541
6.607	0.583	0.403
7.207	0.342	0.162
7.808	0.373	-0.048
8.408	0.374	-0.035
9.009	0.315	0.184
9.61	0.401	0.393
10.21	0.477	0.433
10.811	0.415	0.295
11.411	0.361	0.09
12.012	0.391	-0.021
12.613	0.279	0.067
13.213	0.316	0.234
13.814	0.407	0.339
14.414	0.358	0.324
15.015	0.287	0.18
15.616	0.336	0.017
16.216	0.327	-0.006
16.817	0.386	0.138
17.417	0.463	0.34
18.018	0.588	0.456
18.619	0.504	0.424
19.219	0.42	0.247
19.82	0.365	0.044
20.42	0.375	-0.019
21.021	0.468	0.119
21.622	0.581	0.377
22.222	0.371	0.546
22.823	0.54	0.412
23.423	0.602	0.148
24.024	0.655	0.045
24.625	0.404	0.201
25.225	0.497	0.382
25.826	0.63	0.451
26.426	0.472	0.388
27.027	0.619	0.214
27.628	0.411	0.12
28.228	0.382	0.126
28.829	0.458	0.206
29.429	0.382	0.307
30.03	0.406	0.316
30.631	0.465	0.231
31.231	0.441	0.151
31.832	0.309	0.137
32.432	0.369	0.157
33.033	0.468	0.209
33.634	0.458	0.291
34.234	0.412	0.324
34.835	0.473	0.261
35.435	0.557	0.187
36.036	0.465	0.2
36.637	0.421	0.257
37.237	0.495	0.28
37.838	0.487	0.282
38.438	0.292	0.245
39.039	0.491	0.144
39.64	0.33	0.123
40.24	0.446	0.166
40.841	0.481	0.265
41.441	0.3	0.336
42.042	0.5	0.264
42.643	0.489	0.178
43.243	0.321	0.152
43.844	0.541	0.16
44.444	0.48	0.265
45.045	0.379	0.356
45.646	0.496	0.309
46.246	0.5	0.212
46.847	0.464	0.16
47.447	0.428	0.181
48.048	0.389	0.238
48.649	0.584	0.276
49.249	0.444	0.32
49.85	0.565	0.299
50.45	0.556	0.267
51.051	0.495	0.254
51.652	0.547	0.251
52.252	0.39	0.269
52.853	0.671	0.252
53.453	0.637	0.308
54.054	0.296	0.369
54.655	0.648	0.274
55.255	0.514	0.21
55.856	0.331	0.201
56.456	0.392	0.178
57.057	0.34	0.172
57.658	0.475	0.182
58.258	0.508	0.247
58.859	0.489	0.327
59.459	0.516	0.341
60.06	0.593	0.295
60.661	0.464	0.253
61.261	0.41	0.203
61.862	0.516	0.174
62.462	0.464	0.222
63.063	0.444	0.286
63.664	0.557	0.306
64.264	0.573	0.307
64.865	0.435	0.29
65.465	0.524	0.229
66.066	0.525	0.205
66.667	0.401	0.235
67.267	0.569	0.257
67.868	0.535	0.305
68.468	0.583	0.334
69.069	0.574	0.333
69.67	0.415	0.295
70.27	0.424	0.19
70.871	0.452	0.115
71.471	0.238	0.14
72.072	0.281	0.165
72.673	0.414	0.179
73.273	0.337	0.22
73.874	0.281	0.222
74.474	0.413	0.167
75.075	0.387	0.146
75.676	0.471	0.185
76.276	0.488	0.276
76.877	0.247	0.331
77.477	0.468	0.227
78.078	0.299	0.117
78.679	0.318	0.055
79.279	0.476	0.103
79.88	0.334	0.266
80.48	0.542	0.364
81.081	0.575	0.38
81.682	0.543	0.317
82.282	0.666	0.234
82.883	0.517	0.242
83.483	0.57	0.289
84.084	0.551	0.338
84.685	0.507	0.336
85.285	0.631	0.277
85.886	0.605	0.259
86.486	0.6	0.293
87.087	0.675	0.349
87.688	0.685	0.405
88.288	0.667	0.42
88.889	0.716	0.37
89.489	0.735	0.321
90.09	0.599	0.322
90.691	0.864	0.341
91.291	0.776	0.443
91.892	0.95	0.527
92.492	0.963	0.568
93.093	0.755	0.54
93.694	0.761	0.387
94.294	0.758	0.24
94.895	0.739	0.231
95.495	0.726	0.364
96.096	0.775	0.513
96.697	0.768	0.56
97.297	0.66	0.455
97.898	0.646	0.257
98.498	0.662	0.137
99.099	0.721	0.211
99.7	0.776	0.434
100.3	0.827	0.626
100.901	0.877	0.64
101.502	0.857	0.486
102.102	0.795	0.302
102.703	0.591	0.212
103.303	0.756	0.231
103.904	0.684	0.385
104.505	0.655	0.518
105.105	0.572	0.481
105.706	0.751	0.294
106.306	0.597	0.174
106.907	0.6	0.191
107.508	0.554	0.32
108.108	0.58	0.421
108.709	0.573	0.412
109.309	0.535	0.299
109.91	0.491	0.167
110.511	0.387	0.118
111.111	0.398	0.153
111.712	0.441	0.241
112.312	0.345	0.309
112.913	0.416	0.265
113.514	0.509	0.178
114.114	0.449	0.165
114.715	0.451	0.219
115.315	0.536	0.293
115.916	0.559	0.355
116.517	0.478	0.349
117.117	0.551	0.259
117.718	0.57	0.194
118.318	0.486	0.218
118.919	0.547	0.281
119.52	0.502	0.341
120.12	0.496	0.331
120.721	0.585	0.26
121.321	0.481	0.219
121.922	0.508	0.216
122.523	0.649	0.266
123.123	0.445	0.36
123.724	0.663	0.366
124.324	0.452	0.322
124.925	0.511	0.222
125.526	0.382	0.152
126.126	0.335	0.127
126.727	0.639	0.166
127.327	0.512	0.332
127.928	0.67	0.458
128.529	0.659	0.47
129.129	0.688	0.37
129.73	0.794	0.263
130.33	0.717	0.289
130.931	0.611	0.389
131.532	0.776	0.44
132.132	0.72	0.452
132.733	0.515	0.384
133.333	0.709	0.234
133.934	0.598	0.19
134.535	0.646	0.27
135.135	0.71	0.414
135.736	0.625	0.509
136.336	0.814	0.449
136.937	0.698	0.349
137.538	0.517	0.261
138.138	0.612	0.197
138.739	0.575	0.241
139.339	0.594	0.346
139.94	0.54	0.412
140.541	0.587	0.362
141.141	0.617	0.258
141.742	0.527	0.207
142.342	0.644	0.232
142.943	0.635	0.344
143.544	0.549	0.441
144.144	0.643	0.406
144.745	0.528	0.295
145.345	0.576	0.178
145.946	0.421	0.16
146.547	0.373	0.204
147.147	0.528	0.252
147.748	0.44	0.308
148.348	0.415	0.295
148.949	0.444	0.211
149.55	0.306	0.139
150.15	0.228	0.091
150.751	0.435	0.082
151.351	0.388	0.194
151.952	0.36	0.314
152.553	0.477	0.322
153.153	0.551	0.264
153.754	0.424	0.218
154.354	0.417	0.179
154.955	0.471	0.18
155.556	0.345	0.232
156.156	0.438	0.248
156.757	0.486	0.241
157.357	0.539	0.248
157.958	0.554	0.282
158.559	0.527	0.323
159.159	0.499	0.322
159.76	0.445	0.26
160.36	0.434	0.173
160.961	0.489	0.136
161.562	0.568	0.208
162.162	0.476	0.348
162.763	0.563	0.404
163.363	0.496	0.351
163.964	0.465	0.214
164.565	0.505	0.107
165.165	0.403	0.138
165.766	0.534	0.249
166.366	0.473	0.376
166.967	0.327	0.381
167.568	0.433	0.205
168.168	0.29	0.037
168.769	0.244	-0.017
169.369	0.508	0.076
169.97	0.567	0.332
170.571	0.547	0.55
171.171	0.632	0.527
171.772	0.603	0.318
172.372	0.471	0.103
172.973	0.362	0.02
173.574	0.494	0.105
174.174	0.347	0.314
174.775	0.352	0.408
175.375	0.519	0.301
175.976	0.383	0.152
176.577	0.302	0.05
177.177	0.362	0.055
177.778	0.395	0.178
178.378	0.567	0.335
178.979	0.507	0.439
179.58	0.7	0.398
180.18	0.625	0.311
180.781	0.6	0.24
181.381	0.635	0.237
181.982	0.503	0.314
182.583	0.517	0.348
183.183	0.57	0.312
183.784	0.517	0.255
184.384	0.575	0.22
184.985	0.39	0.243
185.586	0.504	0.248
186.186	0.415	0.255
186.787	0.376	0.232
187.387	0.449	0.178
187.988	0.479	0.176
188.589	0.331	0.231
189.189	0.516	0.252
189.79	0.482	0.277
190.39	0.362	0.271
190.991	0.554	0.208
191.592	0.504	0.205
192.192	0.588	0.268
192.793	0.542	0.362
193.393	0.494	0.385
193.994	0.551	0.298
194.595	0.553	0.2
195.195	0.631	0.191
195.796	0.521	0.298
196.396	0.545	0.385
196.997	0.541	0.379
197.598	0.418	0.278
198.198	0.508	0.137
198.799	0.459	0.104
199.399	0.647	0.212
200.0	0.582	0.422
200.601	0.535	0.524
201.201	0.697	0.413
201.802	0.615	0.242
202.402	0.423	0.138
203.003	0.409	0.119
203.604	0.504	0.192
204.204	0.356	0.318
204.805	0.387	0.332
205.405	0.465	0.225
206.006	0.494	0.132
206.607	0.377	0.146
207.207	0.509	0.222
207.808	0.538	0.333
208.408	0.61	0.404
209.009	0.455	0.377
209.61	0.512	0.235
210.21	0.506	0.121
210.811	0.544	0.145
211.411	0.477	0.289
212.012	0.481	0.399
212.613	0.632	0.38
213.213	0.529	0.3
213.814	0.53	0.205
214.414	0.53	0.175
215.015	0.483	0.234
215.616	0.548	0.314
216.216	0.569	0.367
216.817	0.633	0.358
217.417	0.556	0.311
218.018	0.646	0.255
218.619	0.665	0.269
219.219	0.56	0.349
219.82	0.447	0.376
220.42	0.549	0.284
221.021	0.673	0.197
221.622	0.566	0.241
222.222	0.657	0.343
222.823	0.743	0.446
223.423	0.724	0.489
224.024	0.786	0.431
224.625	0.819	0.355
225.225	0.574	0.327
225.826	0.694	0.293
226.426	0.703	0.316
227.027	0.517	0.377
227.628	0.757	0.365
228.228	0.506	0.353
228.829	0.328	0.265
229.429	0.55	0.115
230.03	0.42	0.103
230.631	0.444	0.202
231.231	0.695	0.342
231.832	0.625	0.479
232.432	0.672	0.484
233.033	0.789	0.368
233.634	0.795	0.286
234.234	0.66	0.314
234.835	0.613	0.376
235.435	0.5	0.381
236.036	0.641	0.287
236.637	0.563	0.224
237.237	0.591	0.234
237.838	0.641	0.317
238.438	0.535	0.411
239.039	0.699	0.4
239.64	0.779	0.353
240.24	0.75	0.352
240.841	0.623	0.385
241.441	0.562	0.369
242.042	0.509	0.282
242.643	0.68	0.193
243.243	0.489	0.232
243.844	0.345	0.295
