Time(s)	Relative Blade_disp(m)	Tower_disp(m)
0.0	0.0	0.0
0.601	0.753	0.045
1.201	0.554	0.353
1.802	0.35	0.606
2.402	0.711	0.5
3.003	0.407	0.238
3.604	0.467	-0.023
4.204	0.458	-0.043
4.805	0.294	0.188
5.405	0.504	0.406
6.006	0.534	0.481
6.607	0.489	0.369
7.207	0.368	0.147
7.808	0.341	-0.027
8.408	0.356	-0.009
9.009	0.332	0.184
9.61	0.389	0.372
10.21	0.455	0.404
10.811	0.4	0.277
11.411	0.352	0.09
12.012	0.372	-0.007
12.613	0.293	0.075
13.213	0.332	0.234
13.814	0.407	0.338
14.414	0.364	0.322
15.015	0.319	0.184
15.616	0.338	0.034
16.216	0.326	0.013
16.817	0.372	0.139
17.417	0.432	0.316
18.018	0.514	0.411
18.619	0.459	0.368
19.219	0.393	0.208
19.82	0.353	0.046
20.42	0.358	0.014
21.021	0.425	0.144
21.622	0.51	0.348
22.222	0.374	0.462
22.823	0.482	0.344
23.423	0.504	0.134
24.024	0.523	0.048
24.625	0.379	0.162
25.225	0.446	0.318
25.826	0.54	0.396
26.426	0.429	0.356
27.027	0.532	0.207
27.628	0.382	0.11
28.228	0.36	0.104
28.829	0.424	0.18
29.429	0.368	0.287
30.03	0.4	0.312
30.631	0.437	0.242
31.231	0.407	0.155
31.832	0.323	0.118
32.432	0.357	0.134
33.033	0.425	0.199
33.634	0.426	0.283
34.234	0.401	0.31
34.835	0.438	0.247
35.435	0.481	0.168
36.036	0.415	0.161
36.637	0.392	0.209
37.237	0.445	0.254
37.838	0.444	0.278
38.438	0.318	0.251
39.039	0.459	0.16
39.64	0.33	0.125
40.24	0.408	0.147
40.841	0.443	0.227
41.441	0.309	0.299
42.042	0.463	0.261
42.643	0.445	0.197
43.243	0.323	0.158
43.844	0.486	0.144
44.444	0.423	0.219
45.045	0.365	0.296
45.646	0.459	0.282
46.246	0.442	0.224
46.847	0.427	0.173
47.447	0.406	0.167
48.048	0.366	0.199
48.649	0.504	0.234
49.249	0.409	0.282
49.85	0.487	0.277
50.45	0.495	0.247
51.051	0.429	0.223
51.652	0.483	0.207
52.252	0.367	0.223
52.853	0.551	0.227
53.453	0.538	0.276
54.054	0.307	0.317
54.655	0.557	0.242
55.255	0.447	0.191
55.856	0.323	0.181
