Time(s)	Relative Blade_disp(m)	Tower_disp(m)
0.0	0.0	0.0
0.601	0.531	0.032
1.201	0.419	0.25
1.802	0.291	0.442
2.402	0.47	0.383
3.003	0.379	0.182
3.604	0.36	0.002
4.204	0.314	-0.008
4.805	0.243	0.138
5.405	0.324	0.28
6.006	0.382	0.317
6.607	0.379	0.245
7.207	0.247	0.121
7.808	0.256	0.013
8.408	0.254	0.015
9.009	0.221	0.123
9.61	0.256	0.227
10.21	0.306	0.246
10.811	0.276	0.181
11.411	0.249	0.084
12.012	0.262	0.031
12.613	0.202	0.071
13.213	0.217	0.146
13.814	0.258	0.192
14.414	0.244	0.184
15.015	0.202	0.122
15.616	0.23	0.049
16.216	0.23	0.039
16.817	0.255	0.105
17.417	0.292	0.197
18.018	0.357	0.25
18.619	0.318	0.239
19.219	0.279	0.163
19.82	0.251	0.07
20.42	0.258	0.036
21.021	0.299	0.094
21.622	0.351	0.212
22.222	0.254	0.293
22.823	0.331	0.236
23.423	0.373	0.117
24.024	0.403	0.072
24.625	0.274	0.148
25.225	0.315	0.227
25.826	0.377	0.249
26.426	0.312	0.214
27.027	0.37	0.14
27.628	0.279	0.107
28.228	0.261	0.114
28.829	0.289	0.145
29.429	0.261	0.178
30.03	0.261	0.175
30.631	0.292	0.138
31.231	0.287	0.111
31.832	0.219	0.116
32.432	0.248	0.125
33.033	0.3	0.138
33.634	0.293	0.166
34.234	0.267	0.182
34.835	0.297	0.161
35.435	0.345	0.136
36.036	0.302	0.147
36.637	0.278	0.171
37.237	0.312	0.171
37.838	0.307	0.163
38.438	0.212	0.146
39.039	0.305	0.107
39.64	0.233	0.104
40.24	0.288	0.126
40.841	0.302	0.168
41.441	0.219	0.193
42.042	0.306	0.156
42.643	0.309	0.118
43.243	0.232	0.114
43.844	0.327	0.125
44.444	0.311	0.172
45.045	0.261	0.209
45.646	0.304	0.182
46.246	0.322	0.133
46.847	0.301	0.115
47.447	0.277	0.135
48.048	0.267	0.163
48.649	0.357	0.174
49.249	0.293	0.188
49.85	0.351	0.177
50.45	0.342	0.168
51.051	0.326	0.169
51.652	0.338	0.172
52.252	0.273	0.175
52.853	0.404	0.16
53.453	0.387	0.183
54.054	0.227	0.216
54.655	0.381	0.177
55.255	0.333	0.147
55.856	0.246	0.142
56.456	0.249	0.128
57.057	0.245	0.115
57.658	0.302	0.118
58.258	0.316	0.155
58.859	0.318	0.201
59.459	0.326	0.214
60.06	0.369	0.191
60.661	0.31	0.164
61.261	0.275	0.136
61.862	0.324	0.121
62.462	0.306	0.145
63.063	0.289	0.18
63.664	0.348	0.192
64.264	0.361	0.191
64.865	0.292	0.183
65.465	0.331	0.153
66.066	0.336	0.14
66.667	0.275	0.155
67.267	0.35	0.166
67.868	0.341	0.189
68.468	0.366	0.203
69.069	0.354	0.205
69.67	0.286	0.186
70.27	0.279	0.135
70.871	0.295	0.095
71.471	0.19	0.104
72.072	0.198	0.115
72.673	0.268	0.119
73.273	0.239	0.139
73.874	0.2	0.146
74.474	0.272	0.122
75.075	0.266	0.111
75.676	0.304	0.129
76.276	0.312	0.173
76.877	0.195	0.199
77.477	0.297	0.149
78.078	0.222	0.094
78.679	0.235	0.065
79.279	0.298	0.092
