Time(s)	Relative Blade_disp(m)	Tower_disp(m)
0.0	0.0	0.0
0.601	0.296	0.018
1.201	0.225	0.139
1.802	0.15	0.242
2.402	0.27	0.204
3.003	0.185	0.097
3.604	0.188	-0.005
4.204	0.175	-0.012
4.805	0.126	0.073
5.405	0.185	0.157
6.006	0.211	0.183
6.607	0.198	0.141
7.207	0.138	0.062
7.808	0.137	-0.004
8.408	0.136	-0.0
9.009	0.123	0.068
9.61	0.146	0.135
10.21	0.17	0.147
10.811	0.152	0.104
11.411	0.135	0.039
12.012	0.14	0.004
12.613	0.11	0.031
13.213	0.121	0.084
13.814	0.147	0.118
14.414	0.135	0.113
15.015	0.116	0.068
15.616	0.126	0.018
16.216	0.124	0.011
16.817	0.139	0.054
17.417	0.161	0.114
18.018	0.194	0.148
18.619	0.174	0.136
19.219	0.15	0.083
19.82	0.135	0.026
20.42	0.138	0.011
21.021	0.162	0.052
21.622	0.192	0.125
22.222	0.14	0.169
22.823	0.183	0.13
23.423	0.198	0.057
24.024	0.208	0.028
24.625	0.146	0.07
25.225	0.171	0.121
25.826	0.204	0.143
26.426	0.166	0.127
27.027	0.202	0.078
27.628	0.148	0.049
28.228	0.139	0.05
28.829	0.158	0.073
29.429	0.14	0.103
30.03	0.147	0.107
30.631	0.162	0.084
31.231	0.155	0.059
31.832	0.12	0.053
32.432	0.135	0.059
33.033	0.161	0.075
33.634	0.16	0.099
34.234	0.148	0.108
34.835	0.164	0.09
35.435	0.184	0.068
36.036	0.16	0.07
36.637	0.149	0.086
37.237	0.168	0.094
37.838	0.167	0.096
38.438	0.117	0.087
39.039	0.17	0.059
39.64	0.125	0.052
40.24	0.155	0.063
40.841	0.165	0.089
41.441	0.118	0.109
42.042	0.171	0.091
42.643	0.168	0.069
43.243	0.124	0.061
43.844	0.181	0.062
44.444	0.165	0.089
45.045	0.14	0.113
45.646	0.17	0.102
46.246	0.171	0.078
46.847	0.162	0.064
47.447	0.153	0.069
48.048	0.143	0.083
48.649	0.193	0.093
49.249	0.158	0.105
49.85	0.188	0.1
50.45	0.187	0.092
51.051	0.171	0.088
51.652	0.185	0.087
52.252	0.145	0.091
52.853	0.216	0.088
53.453	0.207	0.102
54.054	0.121	0.118
54.655	0.21	0.094
55.255	0.175	0.077
55.856	0.129	0.074
56.456	0.144	0.068
57.057	0.131	0.067
57.658	0.167	0.07
58.258	0.174	0.087
58.859	0.17	0.108
59.459	0.178	0.111
60.06	0.196	0.099
60.661	0.164	0.088
61.261	0.15	0.075
61.862	0.177	0.068
62.462	0.164	0.081
63.063	0.159	0.097
63.664	0.188	0.102
64.264	0.192	0.102
64.865	0.157	0.098
65.465	0.18	0.082
66.066	0.18	0.077
66.667	0.149	0.084
67.267	0.192	0.09
67.868	0.183	0.102
68.468	0.195	0.109
69.069	0.193	0.109
69.67	0.152	0.099
70.27	0.153	0.072
70.871	0.161	0.053
71.471	0.105	0.059
72.072	0.115	0.065
72.673	0.15	0.068
73.273	0.131	0.078
73.874	0.115	0.08
74.474	0.152	0.067
75.075	0.145	0.062
75.676	0.167	0.072
76.276	0.171	0.095
76.877	0.109	0.108
77.477	0.166	0.082
78.078	0.123	0.054
78.679	0.129	0.038
79.279	0.17	0.052
79.88	0.135	0.094
80.48	0.188	0.12
81.081	0.198	0.124
81.682	0.191	0.108
82.282	0.223	0.087
82.883	0.186	0.09
83.483	0.2	0.102
84.084	0.195	0.115
84.685	0.185	0.115
85.285	0.218	0.1
85.886	0.211	0.096
86.486	0.211	0.105
87.087	0.231	0.12
87.688	0.234	0.135
88.288	0.23	0.138
88.889	0.243	0.126
89.489	0.248	0.114
90.09	0.214	0.114
90.691	0.283	0.119
91.291	0.261	0.146
91.892	0.304	0.167
92.492	0.309	0.178
93.093	0.256	0.17
93.694	0.258	0.132
94.294	0.257	0.095
94.895	0.252	0.093
95.495	0.25	0.127
96.096	0.262	0.164
96.697	0.26	0.176
97.297	0.232	0.149
97.898	0.229	0.098
98.498	0.233	0.068
99.099	0.248	0.087
99.7	0.262	0.144
100.3	0.275	0.193
100.901	0.287	0.196
101.502	0.282	0.157
102.102	0.265	0.11
102.703	0.214	0.086
103.303	0.255	0.092
103.904	0.236	0.131
104.505	0.228	0.165
105.105	0.207	0.154
105.706	0.252	0.106
106.306	0.212	0.075
106.907	0.212	0.08
107.508	0.2	0.113
108.108	0.206	0.138
108.709	0.203	0.135
109.309	0.193	0.106
109.91	0.181	0.072
110.511	0.154	0.059
111.111	0.156	0.067
111.712	0.166	0.09
112.312	0.141	0.107
112.913	0.159	0.095
113.514	0.184	0.073
114.114	0.169	0.07
114.715	0.17	0.085
115.315	0.192	0.104
115.916	0.198	0.12
116.517	0.177	0.118
117.117	0.195	0.094
117.718	0.201	0.078
118.318	0.179	0.084
118.919	0.195	0.101
119.52	0.183	0.116
120.12	0.182	0.113
120.721	0.204	0.095
121.321	0.178	0.084
121.922	0.185	0.084
122.523	0.221	0.097
123.123	0.169	0.121
123.724	0.224	0.123
124.324	0.171	0.111
124.925	0.186	0.085
125.526	0.151	0.067
126.126	0.141	0.061
126.727	0.219	0.071
127.327	0.187	0.115
127.928	0.228	0.147
128.529	0.226	0.151
129.129	0.233	0.125
129.73	0.26	0.097
130.33	0.24	0.103
130.931	0.215	0.129
131.532	0.256	0.143
132.132	0.242	0.146
132.733	0.189	0.129
133.333	0.239	0.09
133.934	0.211	0.078
134.535	0.222	0.099
135.135	0.239	0.136
135.736	0.217	0.16
136.336	0.265	0.145
136.937	0.235	0.119
137.538	0.189	0.096
138.138	0.212	0.079
138.739	0.203	0.09
139.339	0.207	0.117
139.94	0.193	0.134
140.541	0.205	0.121
141.141	0.212	0.094
141.742	0.189	0.081
142.342	0.218	0.087
142.943	0.215	0.116
143.544	0.193	0.141
144.144	0.217	0.131
144.745	0.187	0.102
145.345	0.198	0.072
145.946	0.158	0.067
146.547	0.145	0.078
147.147	0.184	0.09
147.748	0.162	0.104
148.348	0.154	0.101
148.949	0.161	0.079
149.55	0.125	0.06
150.15	0.104	0.047
150.751	0.157	0.044
151.351	0.146	0.073
151.952	0.138	0.105
152.553	0.169	0.108
153.153	0.189	0.093
153.754	0.156	0.081
154.354	0.154	0.07
154.955	0.168	0.07
155.556	0.135	0.084
