Time(s)	Relative Blade_disp(m)	Tower_disp(m)
0.0	0.0	0.0
0.601	0.735	0.044
1.201	0.55	0.345
1.802	0.391	0.596
2.402	0.747	0.514
3.003	0.47	0.282
3.604	0.5	0.037
4.204	0.5	-0.004
4.805	0.372	0.192
5.405	0.533	0.404
6.006	0.566	0.491
6.607	0.54	0.397
7.207	0.472	0.195
7.808	0.428	0.042
8.408	0.427	0.059
9.009	0.425	0.226
9.61	0.468	0.39
10.21	0.521	0.421
10.811	0.487	0.31
11.411	0.45	0.149
12.012	0.446	0.07
12.613	0.399	0.137
13.213	0.43	0.273
13.814	0.478	0.365
14.414	0.468	0.348
15.015	0.434	0.235
15.616	0.435	0.116
16.216	0.423	0.099
16.817	0.446	0.195
17.417	0.488	0.327
18.018	0.546	0.393
18.619	0.513	0.355
19.219	0.474	0.238
19.82	0.444	0.13
20.42	0.443	0.118
21.021	0.48	0.212
21.622	0.532	0.343
22.222	0.468	0.406
22.823	0.521	0.327
23.423	0.53	0.193
24.024	0.535	0.139
24.625	0.457	0.21
25.225	0.496	0.312
25.826	0.548	0.365
26.426	0.498	0.339
27.027	0.544	0.246
27.628	0.465	0.182
28.228	0.449	0.178
28.829	0.479	0.229
29.429	0.458	0.296
30.03	0.474	0.313
30.631	0.495	0.27
31.231	0.48	0.214
31.832	0.429	0.19
32.432	0.447	0.201
33.033	0.485	0.242
33.634	0.488	0.292
34.234	0.475	0.307
34.835	0.495	0.269
35.435	0.517	0.221
36.036	0.481	0.216
36.637	0.467	0.245
37.237	0.496	0.273
37.838	0.497	0.287
38.438	0.432	0.271
39.039	0.502	0.22
39.64	0.437	0.199
40.24	0.477	0.211
40.841	0.492	0.256
41.441	0.428	0.296
42.042	0.504	0.277
42.643	0.498	0.241
43.243	0.436	0.219
43.844	0.513	0.212
44.444	0.487	0.251
45.045	0.455	0.293
45.646	0.5	0.287
46.246	0.501	0.255
46.847	0.488	0.229
47.447	0.475	0.225
48.048	0.458	0.242
48.649	0.526	0.26
49.249	0.479	0.285
49.85	0.521	0.283
50.45	0.521	0.268
51.051	0.494	0.256
51.652	0.515	0.248
52.252	0.459	0.255
52.853	0.553	0.256
53.453	0.544	0.282
54.054	0.43	0.303
54.655	0.552	0.266
55.255	0.501	0.239
55.856	0.438	0.234
56.456	0.462	0.228
57.057	0.441	0.231
57.658	0.493	0.238
58.258	0.502	0.26
58.859	0.494	0.284
59.459	0.506	0.284
60.06	0.527	0.268
60.661	0.484	0.255
61.261	0.468	0.241
61.862	0.504	0.234
62.462	0.487	0.25
63.063	0.48	0.269
63.664	0.518	0.273
64.264	0.521	0.273
64.865	0.475	0.268
65.465	0.507	0.25
66.066	0.506	0.244
66.667	0.465	0.253
67.267	0.523	0.258
67.868	0.509	0.273
68.468	0.523	0.283
69.069	0.524	0.283
69.67	0.467	0.272
70.27	0.473	0.237
70.871	0.483	0.212
71.471	0.407	0.22
72.072	0.421	0.226
72.673	0.468	0.229
73.273	0.442	0.243
73.874	0.42	0.247
74.474	0.47	0.229
75.075	0.461	0.223
75.676	0.489	0.235
76.276	0.495	0.265
76.877	0.41	0.283
77.477	0.487	0.247
78.078	0.427	0.21
78.679	0.436	0.189
79.279	0.492	0.206
79.88	0.44	0.263
80.48	0.515	0.296
81.081	0.523	0.301
81.682	0.509	0.279
82.282	0.553	0.248
82.883	0.499	0.25
83.483	0.52	0.267
84.084	0.516	0.285
84.685	0.498	0.287
85.285	0.543	0.267
85.886	0.529	0.259
86.486	0.527	0.267
87.087	0.554	0.284
87.688	0.552	0.305
88.288	0.55	0.311
88.889	0.564	0.296
89.489	0.569	0.278
90.09	0.526	0.276
90.691	0.61	0.28
91.291	0.579	0.314
91.892	0.627	0.341
92.492	0.64	0.353
93.093	0.565	0.343
93.694	0.578	0.293
94.294	0.573	0.249
94.895	0.565	0.25
95.495	0.57	0.292
96.096	0.581	0.34
96.697	0.579	0.353
97.297	0.545	0.318
97.898	0.54	0.254
98.498	0.546	0.218
99.099	0.564	0.243
99.7	0.583	0.315
100.3	0.597	0.375
100.901	0.611	0.377
101.502	0.601	0.326
102.102	0.583	0.264
102.703	0.522	0.237
103.303	0.576	0.248
103.904	0.555	0.303
104.505	0.546	0.347
105.105	0.521	0.331
105.706	0.575	0.267
106.306	0.523	0.226
106.907	0.527	0.232
107.508	0.516	0.278
108.108	0.522	0.315
108.709	0.523	0.313
109.309	0.508	0.274
109.91	0.494	0.226
110.511	0.459	0.208
111.111	0.463	0.221
111.712	0.478	0.254
112.312	0.445	0.279
112.913	0.47	0.264
113.514	0.502	0.232
114.114	0.479	0.225
114.715	0.481	0.243
115.315	0.51	0.27
115.916	0.517	0.293
116.517	0.491	0.292
117.117	0.515	0.26
117.718	0.519	0.236
118.318	0.492	0.242
