Time(s)	Relative Blade_disp(m)	Tower_disp(m)
0.0	0.0	0.0
0.601	0.522	0.03
1.201	0.36	0.243
1.802	0.211	0.407
2.402	0.56	0.325
3.003	0.202	0.173
3.604	0.321	-0.012
4.204	0.368	-0.036
4.805	0.154	0.134
5.405	0.431	0.282
6.006	0.357	0.356
6.607	0.301	0.277
7.207	0.346	0.092
7.808	0.196	-0.021
8.408	0.283	-0.007
9.009	0.297	0.144
9.61	0.269	0.302
10.21	0.382	0.319
10.811	0.293	0.214
11.411	0.255	0.057
12.012	0.303	-0.025
12.613	0.215	0.053
13.213	0.289	0.194
13.814	0.337	0.293
14.414	0.275	0.279
15.015	0.292	0.145
15.616	0.253	0.015
16.216	0.243	-0.005
16.817	0.305	0.099
17.417	0.31	0.255
18.018	0.376	0.328
18.619	0.341	0.274
19.219	0.278	0.131
19.82	0.277	0.005
20.42	0.256	0.006
21.021	0.308	0.128
21.622	0.375	0.282
22.222	0.292	0.347
22.823	0.352	0.241
23.423	0.333	0.077
24.024	0.319	0.006
24.625	0.291	0.081
25.225	0.316	0.223
25.826	0.378	0.313
26.426	0.325	0.289
27.027	0.357	0.161
27.628	0.279	0.05
28.228	0.262	0.032
28.829	0.312	0.114
29.429	0.29	0.236
30.03	0.319	0.283
30.631	0.335	0.222
31.231	0.295	0.114
31.832	0.257	0.044
32.432	0.271	0.059
33.033	0.308	0.151
33.634	0.325	0.251
34.234	0.317	0.275
34.835	0.326	0.199
35.435	0.331	0.097
36.036	0.286	0.062
36.637	0.289	0.111
37.237	0.324	0.196
37.838	0.329	0.255
38.438	0.28	0.233
39.039	0.334	0.138
39.64	0.255	0.068
40.24	0.293	0.066
40.841	0.32	0.143
41.441	0.255	0.236
42.042	0.355	0.244
42.643	0.326	0.191
43.243	0.253	0.116
43.844	0.346	0.066
44.444	0.286	0.113
45.045	0.281	0.196
45.646	0.352	0.237
46.246	0.309	0.223
46.847	0.325	0.156
47.447	0.301	0.1
48.048	0.256	0.094
48.649	0.358	0.133
49.249	0.292	0.211
49.85	0.344	0.242
50.45	0.368	0.213
51.051	0.286	0.159
51.652	0.344	0.105
52.252	0.268	0.111
52.853	0.35	0.153
53.453	0.381	0.219
54.054	0.246	0.257
54.655	0.392	0.193
55.255	0.314	0.127
55.856	0.235	0.096
56.456	0.32	0.099
57.057	0.247	0.154
57.658	0.332	0.196
58.258	0.352	0.212
58.859	0.292	0.199
59.459	0.342	0.148
60.06	0.324	0.123
60.661	0.284	0.139
61.261	0.317	0.167
61.862	0.321	0.192
62.462	0.318	0.194
63.063	0.317	0.169
63.664	0.318	0.141
64.264	0.333	0.137
64.865	0.291	0.162
65.465	0.328	0.183
66.066	0.338	0.191
66.667	0.288	0.182
67.267	0.348	0.15
67.868	0.317	0.142
68.468	0.323	0.158
69.069	0.352	0.185
69.67	0.282	0.205
70.27	0.314	0.177
70.871	0.318	0.135
71.471	0.229	0.117
72.072	0.271	0.109
72.673	0.296	0.13
73.273	0.267	0.172
73.874	0.281	0.186
74.474	0.299	0.164
75.075	0.289	0.134
75.676	0.317	0.121
76.276	0.309	0.148
76.877	0.244	0.182
77.477	0.324	0.175
78.078	0.262	0.154
78.679	0.269	0.121
79.279	0.333	0.109
79.88	0.248	0.148
80.48	0.343	0.179
81.081	0.339	0.206
81.682	0.306	0.203
82.282	0.385	0.167
82.883	0.296	0.154
83.483	0.328	0.148
84.084	0.339	0.163
84.685	0.286	0.186
85.285	0.369	0.183
85.886	0.335	0.182
86.486	0.325	0.176
87.087	0.374	0.167
87.688	0.33	0.179
88.288	0.35	0.19
88.889	0.366	0.193
89.489	0.353	0.193
90.09	0.337	0.185
90.691	0.4	0.174
91.291	0.361	0.191
91.892	0.405	0.209
92.492	0.422	0.228
93.093	0.335	0.234
93.694	0.383	0.193
94.294	0.358	0.154
94.895	0.348	0.145
95.495	0.378	0.172
96.096	0.359	0.219
96.697	0.373	0.239
97.297	0.345	0.216
97.898	0.33	0.161
98.498	0.35	0.119
99.099	0.354	0.135
