Time(s)	Relative Blade_disp(m)	Tower_disp(m)
0.0	0.0	0.0
0.601	0.778	0.045
1.201	0.564	0.364
1.802	0.313	0.621
2.402	0.686	0.491
3.003	0.354	0.198
3.604	0.44	-0.08
4.204	0.426	-0.079
4.805	0.227	0.188
5.405	0.484	0.414
6.006	0.509	0.476
6.607	0.449	0.344
7.207	0.277	0.103
7.808	0.27	-0.09
8.408	0.3	-0.067
9.009	0.251	0.155
9.61	0.334	0.363
10.21	0.401	0.396
10.811	0.324	0.25
11.411	0.278	0.034
12.012	0.309	-0.076
12.613	0.205	0.025
13.213	0.259	0.208
13.814	0.35	0.325
14.414	0.278	0.305
15.015	0.231	0.139
15.616	0.257	-0.039
16.216	0.245	-0.061
16.817	0.315	0.095
17.417	0.391	0.314
18.018	0.496	0.434
18.619	0.414	0.384
19.219	0.325	0.181
19.82	0.279	-0.032
20.42	0.286	-0.077
21.021	0.383	0.09
21.622	0.501	0.362
22.222	0.294	0.52
22.823	0.455	0.361
23.423	0.484	0.078
24.024	0.517	-0.036
24.625	0.315	0.12
25.225	0.406	0.33
25.826	0.54	0.433
26.426	0.368	0.376
27.027	0.53	0.172
27.628	0.307	0.042
28.228	0.283	0.035
28.829	0.388	0.139
29.429	0.288	0.289
30.03	0.348	0.322
30.631	0.394	0.224
31.231	0.341	0.103
31.832	0.24	0.049
32.432	0.283	0.073
33.033	0.378	0.167
33.634	0.382	0.286
34.234	0.342	0.323
34.835	0.393	0.232
35.435	0.454	0.117
36.036	0.36	0.106
36.637	0.33	0.175
37.237	0.406	0.243
37.838	0.402	0.28
38.438	0.224	0.241
39.039	0.429	0.108
39.64	0.238	0.057
40.24	0.352	0.088
40.841	0.409	0.202
41.441	0.206	0.31
42.042	0.439	0.256
42.643	0.401	0.164
43.243	0.223	0.104
43.844	0.473	0.078
44.444	0.364	0.189
45.045	0.289	0.303
45.646	0.437	0.286
46.246	0.387	0.207
46.847	0.381	0.127
47.447	0.352	0.11
48.048	0.284	0.157
48.649	0.495	0.211
49.249	0.349	0.287
49.85	0.461	0.282
50.45	0.482	0.235
51.051	0.369	0.195
51.652	0.463	0.166
52.252	0.287	0.192
52.853	0.556	0.204
53.453	0.543	0.28
54.054	0.195	0.34
54.655	0.575	0.223
55.255	0.4	0.146
55.856	0.217	0.13
56.456	0.356	0.116
57.057	0.232	0.149
57.658	0.4	0.174
58.258	0.44	0.224
58.859	0.372	0.274
59.459	0.437	0.256
60.06	0.475	0.214
60.661	0.349	0.195
61.261	0.338	0.169
61.862	0.422	0.157
62.462	0.371	0.194
63.063	0.367	0.23
63.664	0.452	0.235
64.264	0.461	0.236
64.865	0.337	0.233
65.465	0.431	0.19
66.066	0.428	0.175
66.667	0.31	0.195
67.267	0.482	0.201
67.868	0.427	0.241
68.468	0.467	0.271
69.069	0.485	0.275
69.67	0.305	0.249
70.27	0.349	0.15
70.871	0.367	0.079
71.471	0.159	0.102
72.072	0.235	0.122
72.673	0.337	0.146
73.273	0.253	0.19
73.874	0.234	0.185
74.474	0.331	0.13
75.075	0.3	0.105
75.676	0.39	0.136
76.276	0.397	0.225
76.877	0.172	0.282
77.477	0.395	0.189
78.078	0.222	0.089
78.679	0.233	0.025
79.279	0.416	0.06
79.88	0.229	0.216
80.48	0.463	0.307
81.081	0.475	0.327
81.682	0.409	0.268
82.282	0.571	0.173
82.883	0.386	0.176
83.483	0.457	0.218
84.084	0.458	0.274
84.685	0.379	0.291
85.285	0.533	0.234
85.886	0.482	0.207
86.486	0.47	0.223
87.087	0.565	0.264
87.688	0.537	0.327
88.288	0.537	0.352
88.889	0.585	0.312
89.489	0.591	0.263
90.09	0.464	0.249
90.691	0.723	0.254
91.291	0.618	0.355
91.892	0.773	0.441
92.492	0.816	0.483
93.093	0.564	0.458
93.694	0.629	0.299
94.294	0.6	0.159
94.895	0.574	0.157
95.495	0.603	0.289
96.096	0.627	0.444
96.697	0.626	0.49
97.297	0.521	0.38
97.898	0.505	0.178
98.498	0.522	0.059
99.099	0.577	0.137
99.7	0.639	0.364
100.3	0.68	0.557
100.901	0.723	0.566
101.502	0.686	0.4
102.102	0.632	0.202
102.703	0.441	0.112
103.303	0.621	0.151
103.904	0.549	0.333
104.505	0.53	0.478
105.105	0.469	0.43
105.706	0.607	0.227
106.306	0.456	0.086
106.907	0.474	0.098
107.508	0.441	0.246
108.108	0.462	0.38
108.709	0.48	0.387
109.309	0.418	0.265
109.91	0.393	0.103
110.511	0.284	0.033
111.111	0.305	0.077
111.712	0.356	0.199
112.312	0.266	0.298
112.913	0.345	0.259
113.514	0.417	0.146
114.114	0.34	0.094
114.715	0.357	0.123
115.315	0.428	0.214
115.916	0.447	0.314
116.517	0.387	0.331
117.117	0.453	0.236
117.718	0.458	0.14
118.318	0.376	0.13
118.919	0.437	0.188
119.52	0.396	0.276
120.12	0.392	0.303
120.721	0.49	0.245
121.321	0.374	0.185
121.922	0.407	0.143
122.523	0.534	0.172
123.123	0.323	0.277
123.724	0.556	0.312
124.324	0.355	0.296
124.925	0.398	0.199
125.526	0.317	0.103
126.126	0.229	0.061
126.727	0.539	0.096
127.327	0.397	0.273
127.928	0.549	0.409
128.529	0.555	0.42
129.129	0.537	0.311
129.73	0.659	0.181
130.33	0.57	0.193
130.931	0.468	0.298
131.532	0.66	0.37
132.132	0.572	0.408
132.733	0.396	0.338
133.333	0.602	0.17
133.934	0.449	0.113
134.535	0.52	0.182
135.135	0.595	0.335
135.736	0.48	0.453
136.336	0.694	0.402
136.937	0.56	0.294
137.538	0.381	0.183
138.138	0.515	0.105
138.739	0.437	0.167
139.339	0.481	0.296
139.94	0.452	0.377
140.541	0.463	0.329
141.141	0.512	0.202
141.742	0.404	0.127
142.342	0.52	0.144
142.943	0.519	0.27
143.544	0.429	0.393
144.144	0.543	0.371
144.745	0.42	0.256
145.345	0.453	0.118
145.946	0.34	0.079
146.547	0.264	0.133
147.147	0.451	0.207
147.748	0.346	0.291
148.348	0.333	0.277
148.949	0.374	0.17
149.55	0.213	0.078
150.15	0.164	0.023
150.751	0.362	0.038
151.351	0.296	0.178
151.952	0.302	0.299
152.553	0.405	0.292
153.153	0.437	0.21
153.754	0.333	0.139
154.354	0.324	0.103
154.955	0.377	0.132
155.556	0.268	0.212
156.156	0.365	0.237
156.757	0.402	0.214
157.357	0.435	0.189
157.958	0.451	0.197
158.559	0.418	0.239
159.159	0.396	0.265
159.76	0.36	0.233
160.36	0.348	0.159
160.961	0.401	0.107
161.562	0.467	0.148
162.162	0.375	0.265
162.763	0.461	0.327
163.363	0.4	0.301
163.964	0.361	0.19
164.565	0.425	0.083
165.165	0.307	0.095
165.766	0.446	0.181
166.366	0.385	0.304
166.967	0.234	0.327
167.568	0.369	0.177
168.168	0.21	0.027
168.769	0.177	-0.037
169.369	0.444	0.032
169.97	0.455	0.271
170.571	0.448	0.478
171.171	0.537	0.462
171.772	0.469	0.272
172.372	0.367	0.057
172.973	0.278	-0.034
173.574	0.402	0.051
174.174	0.272	0.267
174.775	0.284	0.374
175.375	0.439	0.279
175.976	0.284	0.123
176.577	0.23	-0.004
177.177	0.293	-0.01
177.778	0.296	0.127
178.378	0.487	0.3
178.979	0.411	0.412
179.58	0.584	0.358
180.18	0.513	0.241
180.781	0.46	0.148
181.381	0.527	0.146
181.982	0.384	0.252
182.583	0.422	0.318
183.183	0.484	0.295
183.784	0.401	0.224
184.384	0.483	0.151
184.985	0.287	0.153
185.586	0.4	0.172
186.186	0.338	0.213
186.787	0.284	0.223
187.387	0.385	0.169
187.988	0.386	0.141
188.589	0.241	0.16
189.189	0.434	0.167
189.79	0.371	0.215
190.39	0.273	0.239
190.991	0.48	0.192
191.592	0.391	0.181
192.192	0.489	0.207
192.793	0.442	0.271
193.393	0.372	0.298
193.994	0.456	0.239
194.595	0.437	0.175
195.195	0.519	0.168
195.796	0.43	0.246
196.396	0.431	0.306
196.997	0.444	0.294
197.598	0.303	0.216
198.198	0.417	0.102
198.799	0.362	0.083
199.399	0.538	0.177
200.0	0.486	0.355
200.601	0.415	0.438
201.201	0.586	0.332
201.802	0.472	0.185
202.402	0.323	0.094
203.003	0.332	0.078
203.604	0.406	0.154
204.204	0.277	0.272
204.805	0.313	0.282
205.405	0.372	0.181
206.006	0.387	0.089
206.607	0.294	0.095
207.207	0.411	0.168
207.808	0.441	0.279
208.408	0.495	0.351
209.009	0.363	0.321
209.61	0.402	0.181
210.21	0.404	0.067
210.811	0.427	0.09
211.411	0.387	0.23
212.012	0.381	0.345
212.613	0.527	0.334
213.213	0.413	0.253
213.814	0.419	0.145
214.414	0.428	0.105
215.015	0.365	0.168
215.616	0.453	0.258
