Time(s)	Relative Blade_disp(m)	Tower_disp(m)
0.0	0.0	0.0
0.601	0.594	0.035
1.201	0.421	0.278
1.802	0.267	0.469
2.402	0.624	0.385
3.003	0.28	0.207
3.604	0.375	0.0
4.204	0.41	-0.03
4.805	0.224	0.151
5.405	0.462	0.323
6.006	0.427	0.403
6.607	0.377	0.318
7.207	0.379	0.124
7.808	0.28	-0.007
8.408	0.324	0.011
9.009	0.335	0.171
9.61	0.343	0.334
10.21	0.416	0.357
10.811	0.361	0.245
11.411	0.317	0.082
12.012	0.337	0.0
12.613	0.282	0.076
13.213	0.328	0.221
13.814	0.386	0.321
14.414	0.341	0.306
15.015	0.329	0.175
15.616	0.317	0.042
16.216	0.299	0.022
16.817	0.342	0.129
17.417	0.374	0.28
18.018	0.425	0.354
18.619	0.397	0.302
19.219	0.344	0.162
19.82	0.324	0.04
20.42	0.319	0.038
21.021	0.362	0.156
21.622	0.422	0.306
22.222	0.351	0.368
22.823	0.404	0.267
23.423	0.394	0.11
24.024	0.387	0.045
24.625	0.338	0.122
25.225	0.376	0.253
25.826	0.43	0.332
26.426	0.376	0.305
27.027	0.421	0.185
27.628	0.334	0.09
28.228	0.321	0.078
28.829	0.365	0.152
29.429	0.339	0.257
30.03	0.371	0.292
30.631	0.385	0.235
31.231	0.351	0.144
31.832	0.315	0.089
32.432	0.323	0.106
33.033	0.364	0.181
33.634	0.377	0.264
34.234	0.364	0.283
34.835	0.381	0.218
35.435	0.388	0.136
36.036	0.348	0.113
36.637	0.345	0.156
37.237	0.376	0.221
37.838	0.384	0.263
38.438	0.324	0.243
39.039	0.389	0.162
39.64	0.312	0.11
40.24	0.351	0.115
40.841	0.375	0.181
41.441	0.308	0.255
42.042	0.401	0.251
42.643	0.38	0.203
43.243	0.311	0.148
43.844	0.398	0.115
44.444	0.351	0.16
45.045	0.334	0.229
45.646	0.397	0.25
46.246	0.372	0.228
46.847	0.373	0.176
47.447	0.358	0.141
48.048	0.325	0.146
48.649	0.404	0.179
49.249	0.355	0.234
49.85	0.397	0.25
50.45	0.411	0.225
51.051	0.357	0.187
51.652	0.394	0.154
52.252	0.329	0.163
52.853	0.418	0.189
53.453	0.426	0.237
54.054	0.307	0.264
54.655	0.44	0.211
55.255	0.371	0.164
55.856	0.304	0.146
56.456	0.361	0.146
57.057	0.311	0.179
57.658	0.381	0.204
58.258	0.395	0.22
58.859	0.361	0.222
59.459	0.39	0.195
60.06	0.39	0.176
60.661	0.35	0.18
61.261	0.359	0.189
61.862	0.382	0.198
62.462	0.368	0.205
63.063	0.366	0.201
63.664	0.386	0.188
64.264	0.39	0.187
64.865	0.35	0.198
65.465	0.385	0.199
66.066	0.386	0.2
66.667	0.345	0.199
67.267	0.403	0.186
67.868	0.378	0.191
68.468	0.389	0.204
69.069	0.403	0.216
69.67	0.34	0.219
70.27	0.361	0.188
70.871	0.366	0.156
71.471	0.288	0.153
72.072	0.318	0.153
72.673	0.351	0.166
73.273	0.323	0.192
73.874	0.32	0.198
74.474	0.354	0.178
75.075	0.342	0.161
75.676	0.37	0.163
76.276	0.371	0.191
76.877	0.295	0.216
77.477	0.375	0.193
78.078	0.314	0.164
78.679	0.319	0.139
79.279	0.385	0.142
79.88	0.31	0.191
80.48	0.397	0.222
81.081	0.398	0.236
81.682	0.369	0.221
82.282	0.435	0.186
82.883	0.361	0.182
83.483	0.389	0.19
84.084	0.394	0.208
84.685	0.356	0.221
85.285	0.421	0.208
85.886	0.396	0.2
86.486	0.389	0.199
87.087	0.428	0.204
87.688	0.404	0.224
88.288	0.413	0.234
88.889	0.428	0.227
89.489	0.424	0.216
90.09	0.392	0.208
90.691	0.467	0.204
91.291	0.431	0.232
91.892	0.474	0.257
92.492	0.494	0.272
93.093	0.407	0.268
93.694	0.443	0.22
94.294	0.426	0.178
94.895	0.416	0.177
95.495	0.438	0.214
96.096	0.432	0.263
96.697	0.437	0.278
97.297	0.408	0.246
97.898	0.396	0.185
98.498	0.409	0.146
99.099	0.422	0.169
99.7	0.441	0.238
100.3	0.455	0.298
100.901	0.463	0.302
101.502	0.45	0.25
102.102	0.436	0.186
102.703	0.378	0.157
103.303	0.438	0.172
103.904	0.415	0.234
104.505	0.41	0.282
105.105	0.396	0.265
105.706	0.43	0.199
106.306	0.385	0.151
106.907	0.394	0.152
107.508	0.384	0.203
108.108	0.391	0.251
108.709	0.4	0.256
109.309	0.375	0.216
109.91	0.37	0.159
110.511	0.333	0.132
111.111	0.34	0.147
111.712	0.36	0.19
112.312	0.327	0.228
112.913	0.356	0.216
113.514	0.381	0.176
114.114	0.35	0.154
114.715	0.359	0.161
115.315	0.382	0.193
115.916	0.386	0.231
116.517	0.37	0.239
117.117	0.39	0.207
117.718	0.389	0.171
118.318	0.364	0.163
118.919	0.383	0.182
119.52	0.37	0.215
120.12	0.37	0.229
120.721	0.404	0.212
121.321	0.362	0.189
121.922	0.374	0.17
122.523	0.415	0.176
123.123	0.343	0.213
123.724	0.423	0.228
124.324	0.358	0.227
124.925	0.369	0.195
125.526	0.349	0.159
126.126	0.311	0.142
126.727	0.421	0.152
127.327	0.368	0.215
127.928	0.417	0.263
128.529	0.427	0.266
129.129	0.404	0.228
129.73	0.452	0.178
130.33	0.417	0.178
130.931	0.386	0.214
131.532	0.457	0.244
132.132	0.417	0.265
132.733	0.372	0.241
133.333	0.438	0.181
133.934	0.376	0.157
134.535	0.41	0.175
135.135	0.433	0.229
135.736	0.389	0.275
136.336	0.468	0.262
136.937	0.416	0.225
137.538	0.36	0.181
138.138	0.413	0.15
138.739	0.374	0.175
139.339	0.399	0.223
139.94	0.394	0.255
140.541	0.387	0.241
141.141	0.412	0.193
141.742	0.369	0.162
142.342	0.406	0.164
142.943	0.411	0.208
143.544	0.377	0.256
144.144	0.422	0.254
144.745	0.378	0.216
145.345	0.385	0.164
145.946	0.358	0.144
146.547	0.323	0.163
147.147	0.392	0.193
147.748	0.357	0.228
148.348	0.35	0.226
148.949	0.37	0.185
149.55	0.308	0.148
150.15	0.291	0.125
150.751	0.364	0.131
151.351	0.337	0.186
151.952	0.343	0.233
152.553	0.381	0.231
153.153	0.384	0.198
153.754	0.352	0.166
154.354	0.348	0.151
154.955	0.365	0.165
155.556	0.331	0.2
156.156	0.365	0.213
156.757	0.376	0.204
157.357	0.385	0.188
157.958	0.388	0.183
158.559	0.377	0.196
159.159	0.371	0.211
159.76	0.361	0.208
160.36	0.358	0.187
160.961	0.376	0.166
161.562	0.395	0.172
162.162	0.363	0.206
162.763	0.393	0.228
163.363	0.372	0.226
163.964	0.36	0.195
164.565	0.386	0.16
165.165	0.341	0.16
165.766	0.391	0.182
166.366	0.369	0.221
166.967	0.314	0.232
167.568	0.367	0.186
168.168	0.309	0.14
168.769	0.298	0.117
169.369	0.395	0.134
169.97	0.388	0.213
170.571	0.387	0.282
171.171	0.423	0.279
171.772	0.387	0.219
172.372	0.37	0.145
172.973	0.333	0.114
173.574	0.371	0.142
174.174	0.338	0.213
174.775	0.329	0.252
175.375	0.391	0.22
175.976	0.336	0.168
176.577	0.312	0.124
177.177	0.343	0.119
177.778	0.336	0.167
178.378	0.406	0.226
178.979	0.377	0.266
179.58	0.43	0.247
180.18	0.41	0.203
180.781	0.384	0.168
181.381	0.415	0.166
181.982	0.365	0.206
182.583	0.38	0.234
183.183	0.406	0.23
183.784	0.367	0.205
184.384	0.403	0.173
184.985	0.335	0.169
185.586	0.369	0.177
186.186	0.357	0.196
186.787	0.332	0.207
187.387	0.372	0.189
187.988	0.371	0.174
188.589	0.318	0.175
189.189	0.388	0.174
189.79	0.361	0.194
190.39	0.33	0.208
190.991	0.406	0.195
191.592	0.366	0.191
192.192	0.402	0.193
192.793	0.389	0.208
193.393	0.356	0.218
193.994	0.395	0.203
194.595	0.383	0.188
195.195	0.408	0.187
195.796	0.387	0.207
196.396	0.378	0.222
196.997	0.388	0.216
197.598	0.339	0.194
198.198	0.377	0.162
198.799	0.363	0.158
199.399	0.417	0.188
200.0	0.401	0.241
200.601	0.376	0.264
201.201	0.432	0.23
201.802	0.389	0.185
202.402	0.348	0.158
203.003	0.354	0.154
203.604	0.374	0.18
204.204	0.334	0.216
204.805	0.344	0.217
205.405	0.362	0.183
206.006	0.369	0.154
206.607	0.337	0.158
207.207	0.378	0.183
207.808	0.389	0.22
208.408	0.401	0.242
209.009	0.361	0.229
209.61	0.371	0.182
210.21	0.373	0.146
210.811	0.38	0.155
211.411	0.371	0.203
212.012	0.366	0.242
212.613	0.415	0.237
213.213	0.374	0.208
213.814	0.376	0.17
214.414	0.382	0.157
215.015	0.358	0.18
215.616	0.392	0.213
216.216	0.392	0.236
216.817	0.404	0.231
217.417	0.39	0.205
218.018	0.402	0.179
218.619	0.414	0.181
219.219	0.38	0.213
219.82	0.356	0.232
220.42	0.387	0.212
221.021	0.418	0.183
221.622	0.381	0.184
222.222	0.416	0.202
222.823	0.433	0.233
223.423	0.417	0.256
224.024	0.451	0.245
224.625	0.445	0.224
225.225	0.38	0.206
225.826	0.426	0.187
226.426	0.417	0.197
227.027	0.365	0.224
227.628	0.452	0.228
228.228	0.363	0.229
228.829	0.315	0.197
229.429	0.4	0.143
230.03	0.328	0.141
230.631	0.36	0.171
231.231	0.438	0.22
231.832	0.387	0.269
232.432	0.429	0.262
233.033	0.44	0.218
233.634	0.43	0.184
234.234	0.409	0.187
234.835	0.396	0.215
235.435	0.364	0.234
236.036	0.416	0.216
236.637	0.383	0.194
237.237	0.391	0.181
237.838	0.415	0.191
238.438	0.363	0.221
239.039	0.429	0.229
239.64	0.442	0.23
240.24	0.425	0.23
240.841	0.41	0.224
241.441	0.378	0.208
242.042	0.364	0.183
242.643	0.422	0.168
243.243	0.36	0.195
243.844	0.329	0.216
244.444	0.433	0.205
245.045	0.37	0.204
245.646	0.396	0.198
246.246	0.485	0.204
246.847	0.355	0.242
247.447	0.389	0.237
248.048	0.411	0.2
248.649	0.292	0.169
249.249	0.376	0.136
