Time(s)	Relative Blade_disp(m)	Tower_disp(m)
0.0	0.0	0.0
0.601	1.171	0.074
1.201	0.998	0.557
1.802	0.734	1.012
2.402	1.02	0.916
3.003	0.986	0.447
3.604	0.922	0.046
4.204	0.742	0.04
4.805	0.578	0.351
5.405	0.733	0.632
6.006	0.902	0.679
6.607	0.915	0.532
7.207	0.594	0.314
7.808	0.606	0.111
8.408	0.619	0.099
9.009	0.521	0.284
9.61	0.562	0.466
10.21	0.699	0.494
10.811	0.64	0.392
11.411	0.589	0.241
12.012	0.628	0.155
12.613	0.489	0.217
13.213	0.505	0.321
13.814	0.566	0.374
14.414	0.562	0.357
15.015	0.445	0.273
15.616	0.53	0.165
16.216	0.551	0.153
16.817	0.606	0.267
17.417	0.676	0.426
18.018	0.839	0.526
18.619	0.752	0.532
19.219	0.67	0.413
19.82	0.603	0.234
20.42	0.632	0.136
21.021	0.716	0.218
21.622	0.821	0.45
22.222	0.589	0.639
22.823	0.763	0.545
23.423	0.91	0.308
24.024	1.016	0.232
24.625	0.682	0.411
25.225	0.749	0.558
25.826	0.894	0.553
26.426	0.782	0.451
27.027	0.866	0.323
27.628	0.684	0.298
28.228	0.636	0.338
28.829	0.683	0.379
29.429	0.636	0.394
30.03	0.602	0.356
30.631	0.673	0.286
31.231	0.68	0.27
31.832	0.519	0.322
32.432	0.581	0.34
33.033	0.716	0.326
33.634	0.706	0.351
34.234	0.621	0.391
34.835	0.688	0.375
35.435	0.833	0.348
36.036	0.744	0.39
36.637	0.673	0.435
37.237	0.749	0.404
37.838	0.735	0.359
38.438	0.512	0.323
39.039	0.691	0.255
39.64	0.562	0.262
40.24	0.685	0.316
40.841	0.701	0.401
41.441	0.536	0.44
42.042	0.702	0.351
42.643	0.739	0.27
43.243	0.57	0.281
43.844	0.752	0.323
44.444	0.752	0.419
45.045	0.636	0.487
45.646	0.698	0.417
46.246	0.779	0.301
46.847	0.733	0.278
47.447	0.645	0.345
48.048	0.634	0.405
48.649	0.85	0.409
49.249	0.706	0.423
49.85	0.842	0.406
50.45	0.804	0.409
51.051	0.811	0.426
51.652	0.798	0.438
52.252	0.674	0.426
52.853	0.964	0.369
53.453	0.937	0.418
54.054	0.563	0.512
54.655	0.875	0.446
55.255	0.824	0.368
55.856	0.624	0.344
56.456	0.543	0.307
57.057	0.583	0.254
57.658	0.704	0.252
58.258	0.733	0.352
58.859	0.756	0.481
59.459	0.774	0.527
60.06	0.893	0.469
60.661	0.768	0.398
61.261	0.654	0.328
61.862	0.759	0.285
62.462	0.737	0.336
63.063	0.675	0.423
63.664	0.816	0.455
64.264	0.871	0.455
64.865	0.713	0.441
65.465	0.781	0.378
66.066	0.81	0.342
66.667	0.668	0.367
67.267	0.815	0.391
67.868	0.816	0.438
68.468	0.887	0.48
69.069	0.84	0.5
69.67	0.708	0.462
70.27	0.663	0.337
70.871	0.7	0.225
71.471	0.447	0.229
72.072	0.429	0.25
72.673	0.595	0.258
73.273	0.563	0.309
73.874	0.442	0.343
74.474	0.618	0.292
75.075	0.631	0.257
75.676	0.712	0.296
76.276	0.719	0.402
76.877	0.457	0.465
77.477	0.675	0.349
78.078	0.515	0.214
78.679	0.555	0.143
79.279	0.652	0.209
79.88	0.589	0.385
80.48	0.762	0.501
81.081	0.852	0.521
81.682	0.879	0.465
82.282	0.965	0.408
82.883	0.855	0.431
83.483	0.879	0.478
84.084	0.84	0.502
84.685	0.823	0.466
85.285	0.927	0.402
85.886	0.932	0.409
86.486	0.934	0.486
87.087	1.005	0.566
87.688	1.062	0.608
88.288	1.033	0.601
88.889	1.092	0.54
89.489	1.109	0.503
90.09	0.979	0.529
90.691	1.244	0.565
91.291	1.195	0.665
91.892	1.421	0.746
92.492	1.393	0.802
93.093	1.243	0.786
93.694	1.163	0.645
94.294	1.198	0.472
94.895	1.173	0.43
95.495	1.108	0.554
96.096	1.155	0.706
96.697	1.156	0.761
97.297	1.054	0.667
97.898	1.024	0.472
