Time(s)	Relative Blade_disp(m)	Tower_disp(m)
0.0	0.0	0.0
0.601	0.619	0.038
1.201	0.497	0.293
1.802	0.369	0.52
2.402	0.584	0.463
3.003	0.482	0.243
3.604	0.456	0.038
4.204	0.406	0.016
4.805	0.332	0.172
5.405	0.416	0.337
6.006	0.483	0.389
6.607	0.481	0.313
7.207	0.367	0.174
7.808	0.36	0.057
8.408	0.351	0.061
9.009	0.325	0.175
9.61	0.356	0.287
10.21	0.411	0.308
10.811	0.388	0.238
11.411	0.359	0.137
12.012	0.365	0.084
12.613	0.31	0.126
13.213	0.324	0.203
13.814	0.361	0.25
14.414	0.356	0.24
15.015	0.315	0.177
15.616	0.338	0.107
16.216	0.337	0.099
16.817	0.358	0.163
17.417	0.392	0.249
18.018	0.453	0.297
18.619	0.421	0.284
19.219	0.387	0.214
19.82	0.358	0.131
20.42	0.365	0.103
21.021	0.399	0.156
21.622	0.443	0.259
22.222	0.364	0.329
22.823	0.428	0.278
23.423	0.466	0.174
24.024	0.493	0.136
24.625	0.379	0.204
25.225	0.414	0.273
25.826	0.468	0.29
26.426	0.416	0.258
27.027	0.461	0.195
27.628	0.386	0.167
28.228	0.368	0.175
28.829	0.39	0.202
29.429	0.369	0.227
30.03	0.366	0.223
30.631	0.394	0.191
31.231	0.392	0.17
31.832	0.33	0.177
32.432	0.355	0.185
33.033	0.401	0.194
33.634	0.397	0.215
34.234	0.372	0.229
34.835	0.398	0.213
35.435	0.443	0.193
36.036	0.406	0.204
36.637	0.383	0.224
37.237	0.413	0.222
37.838	0.408	0.213
38.438	0.327	0.199
39.039	0.402	0.166
39.64	0.344	0.165
40.24	0.392	0.184
40.841	0.4	0.22
41.441	0.334	0.24
42.042	0.404	0.207
42.643	0.411	0.175
43.243	0.345	0.174
43.844	0.422	0.185
44.444	0.413	0.224
45.045	0.369	0.254
45.646	0.402	0.23
46.246	0.423	0.187
46.847	0.404	0.174
47.447	0.38	0.193
48.048	0.374	0.216
48.649	0.451	0.224
49.249	0.396	0.235
49.85	0.447	0.226
50.45	0.437	0.221
51.051	0.427	0.222
51.652	0.434	0.225
52.252	0.381	0.227
52.853	0.491	0.211
53.453	0.477	0.231
54.054	0.342	0.26
54.655	0.468	0.229
55.255	0.433	0.204
55.856	0.359	0.198
56.456	0.351	0.186
57.057	0.354	0.171
57.658	0.402	0.172
58.258	0.413	0.206
58.859	0.418	0.249
59.459	0.424	0.262
60.06	0.463	0.241
60.661	0.413	0.217
61.261	0.379	0.191
61.862	0.421	0.177
62.462	0.407	0.198
63.063	0.391	0.231
63.664	0.442	0.241
64.264	0.455	0.24
64.865	0.397	0.232
65.465	0.428	0.207
66.066	0.433	0.195
66.667	0.381	0.208
67.267	0.443	0.219
67.868	0.438	0.237
68.468	0.459	0.25
69.069	0.448	0.252
69.67	0.393	0.236
70.27	0.383	0.192
70.871	0.397	0.157
71.471	0.306	0.163
72.072	0.306	0.171
72.673	0.368	0.172
73.273	0.349	0.19
73.874	0.308	0.199
74.474	0.374	0.18
75.075	0.373	0.17
75.676	0.404	0.186
76.276	0.41	0.223
76.877	0.31	0.245
77.477	0.395	0.201
78.078	0.332	0.153
78.679	0.345	0.129
79.279	0.394	0.153
79.88	0.358	0.22
80.48	0.431	0.262
81.081	0.456	0.268
81.682	0.456	0.244
82.282	0.493	0.217
82.883	0.446	0.223
83.483	0.461	0.242
84.084	0.449	0.257
84.685	0.44	0.25
85.285	0.483	0.227
85.886	0.48	0.224
86.486	0.48	0.246
87.087	0.507	0.272
87.688	0.521	0.291
88.288	0.511	0.293
88.889	0.532	0.271
89.489	0.539	0.254
90.09	0.489	0.26
90.691	0.589	0.271
91.291	0.563	0.31
91.892	0.635	0.34
92.492	0.633	0.356
93.093	0.566	0.346
93.694	0.553	0.291
94.294	0.559	0.234
94.895	0.551	0.227
95.495	0.538	0.276
96.096	0.559	0.331
96.697	0.556	0.348
97.297	0.516	0.311
97.898	0.508	0.238
98.498	0.517	0.192
99.099	0.539	0.218
99.7	0.557	0.301
100.3	0.58	0.373
100.901	0.6	0.38
101.502	0.599	0.326
102.102	0.573	0.262
102.703	0.494	0.228
103.303	0.548	0.229
103.904	0.522	0.277
104.505	0.505	0.322
105.105	0.465	0.31
105.706	0.544	0.244
106.306	0.488	0.205
106.907	0.482	0.215
107.508	0.459	0.259
108.108	0.471	0.286
108.709	0.458	0.275
109.309	0.451	0.232
109.91	0.424	0.192
110.511	0.385	0.179
111.111	0.383	0.19
111.712	0.399	0.211
112.312	0.356	0.226
112.913	0.381	0.207
113.514	0.426	0.181
114.114	0.409	0.191
114.715	0.407	0.223
115.315	0.444	0.247
115.916	0.46	0.258
116.517	0.42	0.248
117.117	0.446	0.215
117.718	0.462	0.198
118.318	0.427	0.218
118.919	0.45	0.245
119.52	0.433	0.259
120.12	0.431	0.244
120.721	0.46	0.213
121.321	0.425	0.203
121.922	0.432	0.213
122.523	0.491	0.238
123.123	0.416	0.271
123.724	0.496	0.266
124.324	0.412	0.242
124.925	0.438	0.203
125.526	0.371	0.182
126.126	0.363	0.174
126.727	0.481	0.187
127.327	0.442	0.249
127.928	0.501	0.301
128.529	0.498	0.311
129.129	0.523	0.276
129.73	0.56	0.238
130.33	0.534	0.249
130.931	0.491	0.285
131.532	0.546	0.3
132.132	0.535	0.3
132.733	0.45	0.276
133.333	0.517	0.223
133.934	0.487	0.207
134.535	0.5	0.237
135.135	0.518	0.291
135.736	0.494	0.323
136.336	0.563	0.3
136.937	0.523	0.265
137.538	0.453	0.236
138.138	0.476	0.213
138.739	0.471	0.222
139.339	0.474	0.255
139.94	0.442	0.278
140.541	0.469	0.26
141.141	0.48	0.226
141.742	0.448	0.212
142.342	0.491	0.223
142.943	0.489	0.261
143.544	0.454	0.292
144.144	0.485	0.276
144.745	0.441	0.234
145.345	0.465	0.194
145.946	0.389	0.192
146.547	0.376	0.204
147.147	0.424	0.213
147.748	0.401	0.226
148.348	0.379	0.224
148.949	0.39	0.199
149.55	0.338	0.176
150.15	0.297	0.155
150.751	0.381	0.14
151.351	0.373	0.175
151.952	0.35	0.227
152.553	0.397	0.24
153.153	0.448	0.225
153.754	0.393	0.212
154.354	0.386	0.195
154.955	0.407	0.185
155.556	0.355	0.197
156.156	0.383	0.202
156.757	0.41	0.204
157.357	0.44	0.216
157.958	0.444	0.239
158.559	0.437	0.255
159.159	0.425	0.248
159.76	0.398	0.214
160.36	0.392	0.175
160.961	0.414	0.163
161.562	0.447	0.2
162.162	0.413	0.262
162.763	0.447	0.284
163.363	0.421	0.257
163.964	0.414	0.196
164.565	0.417	0.154
165.165	0.384	0.17
165.766	0.429	0.218
166.366	0.406	0.268
166.967	0.348	0.265
167.568	0.38	0.19
168.168	0.329	0.119
168.769	0.305	0.1
169.369	0.409	0.141
169.97	0.449	0.245
170.571	0.44	0.337
171.171	0.473	0.331
171.772	0.476	0.246
172.372	0.417	0.162
172.973	0.363	0.128
173.574	0.414	0.157
174.174	0.35	0.233
174.775	0.346	0.266
175.375	0.416	0.223
175.976	0.375	0.169
176.577	0.332	0.14
177.177	0.35	0.145
177.778	0.38	0.184
178.378	0.443	0.238
178.979	0.422	0.279
179.58	0.506	0.273
180.18	0.48	0.252
180.781	0.478	0.231
181.381	0.484	0.226
181.982	0.435	0.244
182.583	0.429	0.247
183.183	0.447	0.23
183.784	0.437	0.214
184.384	0.451	0.213
