Time(s)	Relative Blade_disp(m)	Tower_disp(m)
0.0	0.0	0.0
0.601	1.102	0.07
1.201	0.939	0.525
1.802	0.727	0.953
2.402	1.036	0.878
3.003	0.995	0.473
3.604	0.912	0.113
4.204	0.769	0.084
4.805	0.643	0.347
5.405	0.761	0.61
6.006	0.904	0.675
6.607	0.923	0.551
7.207	0.703	0.349
7.808	0.69	0.176
8.408	0.679	0.173
9.009	0.623	0.333
9.61	0.652	0.49
10.21	0.761	0.514
10.811	0.726	0.422
11.411	0.681	0.293
12.012	0.701	0.224
12.613	0.601	0.278
13.213	0.613	0.37
13.814	0.659	0.416
14.414	0.665	0.398
15.015	0.577	0.327
15.616	0.635	0.241
16.216	0.647	0.234
16.817	0.685	0.323
17.417	0.736	0.444
18.018	0.853	0.515
18.619	0.796	0.513
19.219	0.738	0.423
19.82	0.688	0.297
20.42	0.706	0.232
21.021	0.765	0.295
21.622	0.836	0.457
22.222	0.682	0.585
22.823	0.799	0.517
23.423	0.899	0.351
24.024	0.967	0.299
24.625	0.742	0.423
25.225	0.789	0.527
25.826	0.887	0.526
26.426	0.814	0.456
27.027	0.869	0.365
27.628	0.746	0.347
28.228	0.711	0.374
28.829	0.742	0.403
29.429	0.712	0.414
30.03	0.688	0.388
30.631	0.736	0.34
31.231	0.742	0.328
31.832	0.631	0.364
32.432	0.67	0.376
33.033	0.765	0.366
33.634	0.76	0.383
34.234	0.7	0.412
34.835	0.747	0.402
35.435	0.847	0.383
36.036	0.786	0.411
36.637	0.737	0.441
37.237	0.789	0.421
37.838	0.78	0.39
38.438	0.629	0.366
39.039	0.746	0.32
39.64	0.661	0.324
40.24	0.746	0.359
40.841	0.754	0.417
41.441	0.643	0.445
42.042	0.755	0.384
42.643	0.783	0.33
43.243	0.668	0.337
43.844	0.79	0.366
44.444	0.791	0.431
45.045	0.713	0.477
45.646	0.753	0.429
46.246	0.81	0.35
46.847	0.779	0.335
47.447	0.718	0.382
48.048	0.71	0.422
48.649	0.858	0.423
49.249	0.761	0.433
49.85	0.852	0.422
50.45	0.826	0.425
51.051	0.832	0.437
51.652	0.823	0.444
52.252	0.739	0.436
52.853	0.934	0.397
53.453	0.915	0.43
54.054	0.665	0.494
54.655	0.873	0.45
55.255	0.84	0.397
55.856	0.706	0.381
56.456	0.645	0.356
57.057	0.673	0.317
57.658	0.757	0.314
58.258	0.777	0.383
58.859	0.793	0.473
59.459	0.806	0.507
60.06	0.888	0.467
60.661	0.803	0.417
61.261	0.726	0.368
61.862	0.795	0.339
62.462	0.781	0.374
63.063	0.738	0.434
63.664	0.834	0.456
64.264	0.873	0.456
64.865	0.766	0.446
65.465	0.811	0.404
66.066	0.831	0.378
66.667	0.735	0.395
67.267	0.833	0.412
67.868	0.835	0.444
68.468	0.883	0.473
69.069	0.851	0.486
69.67	0.762	0.46
70.27	0.73	0.376
70.871	0.756	0.299
71.471	0.581	0.302
72.072	0.562	0.314
72.673	0.678	0.316
73.273	0.661	0.349
73.874	0.57	0.375
74.474	0.694	0.344
75.075	0.709	0.321
75.676	0.764	0.348
76.276	0.767	0.42
76.877	0.588	0.461
77.477	0.735	0.381
78.078	0.626	0.287
78.679	0.656	0.24
79.279	0.718	0.288
79.88	0.68	0.409
80.48	0.795	0.487
81.081	0.86	0.499
81.682	0.878	0.461
82.282	0.934	0.423
82.883	0.861	0.439
83.483	0.877	0.472
84.084	0.851	0.487
