Time(s)	Relative Blade_disp(m)	Tower_disp(m)
0.0	0.0	0.0
0.601	0.724	0.046
1.201	0.595	0.344
1.802	0.475	0.616
2.402	0.732	0.567
3.003	0.636	0.33
3.604	0.587	0.1
4.204	0.533	0.06
4.805	0.468	0.22
5.405	0.54	0.408
6.006	0.612	0.478
6.607	0.623	0.4
7.207	0.542	0.249
7.808	0.515	0.132
8.408	0.495	0.143
9.009	0.482	0.259
9.61	0.511	0.37
10.21	0.562	0.388
10.811	0.551	0.315
11.411	0.522	0.217
12.012	0.516	0.172
12.613	0.476	0.214
13.213	0.487	0.29
13.814	0.517	0.333
14.414	0.524	0.319
15.015	0.491	0.26
15.616	0.502	0.201
16.216	0.498	0.197
16.817	0.511	0.252
17.417	0.537	0.32
18.018	0.583	0.354
18.619	0.564	0.338
19.219	0.54	0.283
19.82	0.517	0.226
20.42	0.519	0.211
21.021	0.542	0.252
21.622	0.573	0.323
22.222	0.523	0.367
22.823	0.564	0.329
23.423	0.591	0.258
24.024	0.606	0.235
24.625	0.532	0.283
25.225	0.554	0.331
25.826	0.589	0.341
26.426	0.561	0.316
27.027	0.585	0.273
27.628	0.538	0.257
28.228	0.525	0.264
28.829	0.537	0.283
29.429	0.527	0.298
30.03	0.522	0.292
30.631	0.54	0.27
31.231	0.54	0.257
31.832	0.499	0.265
32.432	0.513	0.271
33.033	0.546	0.275
33.634	0.544	0.287
34.234	0.526	0.296
34.835	0.543	0.287
35.435	0.574	0.275
36.036	0.551	0.284
36.637	0.535	0.297
37.237	0.554	0.294
37.838	0.551	0.286
38.438	0.499	0.277
39.039	0.544	0.257
39.64	0.51	0.257
40.24	0.54	0.269
40.841	0.544	0.292
41.441	0.503	0.304
42.042	0.546	0.283
42.643	0.553	0.262
43.243	0.511	0.262
43.844	0.557	0.271
44.444	0.555	0.295
45.045	0.527	0.313
45.646	0.544	0.297
46.246	0.562	0.27
46.847	0.549	0.263
47.447	0.531	0.277
48.048	0.528	0.291
48.649	0.579	0.294
49.249	0.544	0.3
49.85	0.576	0.295
50.45	0.569	0.293
51.051	0.566	0.295
51.652	0.567	0.298
52.252	0.535	0.297
52.853	0.604	0.286
53.453	0.595	0.297
54.054	0.511	0.317
54.655	0.587	0.3
55.255	0.569	0.283
55.856	0.523	0.279
56.456	0.509	0.27
57.057	0.515	0.258
57.658	0.546	0.258
58.258	0.552	0.281
58.859	0.557	0.311
59.459	0.561	0.322
60.06	0.587	0.308
60.661	0.557	0.291
61.261	0.533	0.273
61.862	0.558	0.264
62.462	0.551	0.277
63.063	0.539	0.299
63.664	0.572	0.306
64.264	0.583	0.305
64.865	0.545	0.301
65.465	0.563	0.284
66.066	0.568	0.277
66.667	0.535	0.284
67.267	0.572	0.291
67.868	0.57	0.302
68.468	0.585	0.311
69.069	0.576	0.313
69.67	0.543	0.304
70.27	0.534	0.275
70.871	0.543	0.251
71.471	0.483	0.254
72.072	0.479	0.258
72.673	0.52	0.258
73.273	0.512	0.269
73.874	0.48	0.277
74.474	0.525	0.266
75.075	0.528	0.26
75.676	0.547	0.269
76.276	0.55	0.293
76.877	0.486	0.307
77.477	0.539	0.279
78.078	0.499	0.247
78.679	0.51	0.232
79.279	0.536	0.248
79.88	0.518	0.291
80.48	0.562	0.318
81.081	0.581	0.322
81.682	0.583	0.307
82.282	0.605	0.291
82.883	0.577	0.296
83.483	0.585	0.307
84.084	0.577	0.316
84.685	0.572	0.31
85.285	0.598	0.295
85.886	0.597	0.295
