Time(s)	Relative Blade_disp(m)	Tower_disp(m)
0.0	0.0	0.0
0.601	0.705	0.04
1.201	0.497	0.329
1.802	0.251	0.555
2.402	0.634	0.425
3.003	0.265	0.165
3.604	0.38	-0.09
4.204	0.392	-0.086
4.805	0.163	0.171
5.405	0.458	0.376
6.006	0.445	0.435
6.607	0.371	0.308
7.207	0.251	0.071
7.808	0.209	-0.105
8.408	0.263	-0.078
9.009	0.225	0.14
9.61	0.287	0.343
10.21	0.363	0.368
10.811	0.276	0.22
11.411	0.226	0.007
12.012	0.272	-0.1
12.613	0.164	0.007
13.213	0.229	0.194
13.814	0.321	0.313
14.414	0.228	0.29
15.015	0.204	0.114
15.616	0.214	-0.067
16.216	0.197	-0.085
16.817	0.285	0.075
17.417	0.34	0.3
18.018	0.448	0.416
18.619	0.367	0.355
19.219	0.264	0.144
19.82	0.239	-0.069
20.42	0.235	-0.102
21.021	0.338	0.077
21.622	0.462	0.351
22.222	0.242	0.501
22.823	0.412	0.328
23.423	0.419	0.039
24.024	0.437	-0.077
24.625	0.276	0.08
25.225	0.353	0.305
25.826	0.494	0.422
26.426	0.314	0.367
27.027	0.472	0.146
27.628	0.254	-0.003
28.228	0.226	-0.014
28.829	0.351	0.105
29.429	0.239	0.282
30.03	0.316	0.326
30.631	0.355	0.219
31.231	0.283	0.074
31.832	0.204	-0.002
32.432	0.235	0.027
33.033	0.33	0.146
33.634	0.343	0.286
34.234	0.298	0.325
34.835	0.353	0.212
35.435	0.394	0.074
36.036	0.3	0.051
36.637	0.284	0.131
37.237	0.359	0.227
37.838	0.359	0.285
38.438	0.187	0.241
39.039	0.388	0.086
39.64	0.186	0.013
40.24	0.3	0.038
40.841	0.37	0.169
41.441	0.154	0.302
42.042	0.411	0.259
42.643	0.353	0.158
43.243	0.166	0.072
43.844	0.439	0.024
44.444	0.295	0.142
45.045	0.242	0.277
45.646	0.412	0.282
46.246	0.32	0.212
46.847	0.342	0.109
47.447	0.308	0.065
48.048	0.218	0.104
48.649	0.452	0.17
49.249	0.294	0.273
49.85	0.406	0.282
50.45	0.447	0.223
51.051	0.292	0.162
51.652	0.419	0.109
52.252	0.231	0.14
52.853	0.485	0.177
53.453	0.504	0.272
54.054	0.136	0.336
54.655	0.537	0.201
55.255	0.341	0.106
55.856	0.147	0.081
56.456	0.343	0.073
57.057	0.167	0.14
57.658	0.364	0.18
58.258	0.411	0.22
58.859	0.295	0.248
59.459	0.402	0.2
60.06	0.405	0.158
60.661	0.28	0.159
61.261	0.313	0.156
61.862	0.364	0.162
62.462	0.324	0.187
63.063	0.33	0.196
63.664	0.383	0.185
64.264	0.404	0.186
64.865	0.283	0.201
65.465	0.378	0.18
66.066	0.383	0.171
66.667	0.258	0.179
67.267	0.433	0.163
67.868	0.367	0.193
68.468	0.4	0.227
69.069	0.439	0.245
69.67	0.245	0.237
70.27	0.314	0.139
70.871	0.324	0.062
71.471	0.11	0.073
