Time(s)	Relative Blade_disp(m)	Tower_disp(m)
0.0	0.0	0.0
0.601	0.534	0.031
1.201	0.37	0.249
1.802	0.219	0.417
2.402	0.572	0.335
3.003	0.214	0.179
3.604	0.329	-0.01
4.204	0.376	-0.035
4.805	0.166	0.137
5.405	0.437	0.289
6.006	0.369	0.364
6.607	0.314	0.284
7.207	0.352	0.098
7.808	0.21	-0.019
8.408	0.294	-0.004
9.009	0.303	0.15
9.61	0.279	0.309
10.21	0.392	0.325
10.811	0.3	0.219
11.411	0.267	0.06
12.012	0.31	-0.021
12.613	0.223	0.058
13.213	0.3	0.199
13.814	0.337	0.298
14.414	0.29	0.281
15.015	0.297	0.148
15.616	0.26	0.02
16.216	0.259	0.001
16.817	0.306	0.108
17.417	0.324	0.26
18.018	0.383	0.331
18.619	0.348	0.276
19.219	0.292	0.135
19.82	0.281	0.012
20.42	0.27	0.014
21.021	0.321	0.136
21.622	0.378	0.288
22.222	0.306	0.348
22.823	0.36	0.242
23.423	0.341	0.081
24.024	0.333	0.013
24.625	0.298	0.091
25.225	0.326	0.231
25.826	0.388	0.316
26.426	0.327	0.289
27.027	0.376	0.16
27.628	0.288	0.057
28.228	0.266	0.044
28.829	0.331	0.123
29.429	0.292	0.241
30.03	0.329	0.282
30.631	0.346	0.22
31.231	0.298	0.118
31.832	0.271	0.053
32.432	0.279	0.071
33.033	0.316	0.159
33.634	0.338	0.252
34.234	0.32	0.274
34.835	0.336	0.199
35.435	0.34	0.103
36.036	0.296	0.073
36.637	0.3	0.122
37.237	0.333	0.202
37.838	0.339	0.255
38.438	0.285	0.232
39.039	0.344	0.139
39.64	0.264	0.075
40.24	0.302	0.076
40.841	0.332	0.152
41.441	0.263	0.24
42.042	0.363	0.244
42.643	0.336	0.19
43.243	0.262	0.12
43.844	0.356	0.074
44.444	0.297	0.123
45.045	0.29	0.204
45.646	0.36	0.239
46.246	0.32	0.222
46.847	0.333	0.158
47.447	0.312	0.106
48.048	0.27	0.105
48.649	0.362	0.145
49.249	0.307	0.216
49.85	0.351	0.242
50.45	0.373	0.213
51.051	0.3	0.162
51.652	0.35	0.114
52.252	0.28	0.123
52.853	0.363	0.161
53.453	0.387	0.223
54.054	0.258	0.256
54.655	0.399	0.193
55.255	0.323	0.133
55.856	0.247	0.106
56.456	0.327	0.109
57.057	0.259	0.16
57.658	0.341	0.196
58.258	0.358	0.212
58.859	0.304	0.201
59.459	0.35	0.157
60.06	0.335	0.134
60.661	0.296	0.148
61.261	0.323	0.171
61.862	0.332	0.191
62.462	0.326	0.194
63.063	0.325	0.174
63.664	0.33	0.15
64.264	0.342	0.147
64.865	0.301	0.17
65.465	0.338	0.185
66.066	0.346	0.191
66.667	0.298	0.183
67.267	0.357	0.156
67.868	0.328	0.152
68.468	0.335	0.168
69.069	0.36	0.191
69.67	0.292	0.207
70.27	0.322	0.176
70.871	0.324	0.137
71.471	0.24	0.123
72.072	0.279	0.118
72.673	0.305	0.138
73.273	0.277	0.175
73.874	0.287	0.187
74.474	0.308	0.165
75.075	0.298	0.137
75.676	0.325	0.129
76.276	0.32	0.156
76.877	0.252	0.189
77.477	0.333	0.178
78.078	0.271	0.155
78.679	0.276	0.123
79.279	0.342	0.115
79.88	0.259	0.156
80.48	0.352	0.188
81.081	0.35	0.211
81.682	0.316	0.206
82.282	0.394	0.169
82.883	0.307	0.157
83.483	0.338	0.156
84.084	0.349	0.172
84.685	0.298	0.193
85.285	0.377	0.187
85.886	0.345	0.184
86.486	0.335	0.179
87.087	0.383	0.173
87.688	0.344	0.187
88.288	0.361	0.199
88.889	0.377	0.199
89.489	0.366	0.196
90.09	0.346	0.188
90.691	0.412	0.178
91.291	0.373	0.197
91.892	0.417	0.218
92.492	0.435	0.237
93.093	0.348	0.24
93.694	0.393	0.197
94.294	0.37	0.157
94.895	0.359	0.15
95.495	0.388	0.18
96.096	0.372	0.228
96.697	0.384	0.247
97.297	0.356	0.221
97.898	0.342	0.164
98.498	0.359	0.123
99.099	0.366	0.14
99.7	0.386	0.204
100.3	0.4	0.264
100.901	0.405	0.273
101.502	0.395	0.225
102.102	0.381	0.161
102.703	0.324	0.129
103.303	0.385	0.14
103.904	0.362	0.203
104.505	0.357	0.254
105.105	0.347	0.241
105.706	0.377	0.176
106.306	0.332	0.125
106.907	0.344	0.122
107.508	0.334	0.171
108.108	0.34	0.223
108.709	0.353	0.234
109.309	0.324	0.197
109.91	0.324	0.136
110.511	0.286	0.105
111.111	0.292	0.117
111.712	0.315	0.163
112.312	0.282	0.206
112.913	0.312	0.198
113.514	0.335	0.157
114.114	0.299	0.13
114.715	0.315	0.13
115.315	0.333	0.162
115.916	0.335	0.204
116.517	0.326	0.218
117.117	0.341	0.189
117.718	0.339	0.149
118.318	0.316	0.134
118.919	0.333	0.149
119.52	0.323	0.185
120.12	0.322	0.206
120.721	0.356	0.194
121.321	0.315	0.17
121.922	0.326	0.144
122.523	0.365	0.144
123.123	0.292	0.18
123.724	0.376	0.2
124.324	0.312	0.207
124.925	0.319	0.178
125.526	0.309	0.138
126.126	0.261	0.116
126.727	0.373	0.122
127.327	0.321	0.185
127.928	0.362	0.238
128.529	0.382	0.243
129.129	0.349	0.206
129.73	0.398	0.151
130.33	0.364	0.145
130.931	0.33	0.18
131.532	0.408	0.214
132.132	0.362	0.241
132.733	0.321	0.22
133.333	0.391	0.158
133.934	0.319	0.13
134.535	0.359	0.142
135.135	0.382	0.196
135.736	0.332	0.248
136.336	0.421	0.239
136.937	0.362	0.204
137.538	0.307	0.155
138.138	0.37	0.118
138.739	0.316	0.144
139.339	0.352	0.195
139.94	0.349	0.232
140.541	0.331	0.222
141.141	0.369	0.17
141.742	0.316	0.134
142.342	0.352	0.132
142.943	0.366	0.176
143.544	0.322	0.231
144.144	0.378	0.234
144.745	0.331	0.197
145.345	0.331	0.141
145.946	0.317	0.114
146.547	0.271	0.132
147.147	0.347	0.166
147.748	0.313	0.208
148.348	0.303	0.21
148.949	0.33	0.166
149.55	0.26	0.123
150.15	0.249	0.096
150.751	0.323	0.104
151.351	0.288	0.166
151.952	0.304	0.215
152.553	0.338	0.213
153.153	0.332	0.176
153.754	0.308	0.136
154.354	0.299	0.119
154.955	0.317	0.139
155.556	0.29	0.18
156.156	0.32	0.198
156.757	0.332	0.186
157.357	0.336	0.163
157.958	0.339	0.151
158.559	0.328	0.163
159.159	0.322	0.184
159.76	0.317	0.189
160.36	0.313	0.173
160.961	0.33	0.148
161.562	0.348	0.145
162.162	0.314	0.172
162.763	0.345	0.195
163.363	0.326	0.201
163.964	0.312	0.178
164.565	0.344	0.144
165.165	0.294	0.138
165.766	0.344	0.152
166.366	0.324	0.187
166.967	0.266	0.204
167.568	0.327	0.167
168.168	0.265	0.127
168.769	0.256	0.101
169.369	0.355	0.111
169.97	0.335	0.182
170.571	0.34	0.248
171.171	0.377	0.25
171.772	0.332	0.199
172.372	0.324	0.127
172.973	0.29	0.092
173.574	0.322	0.116
174.174	0.298	0.184
174.775	0.284	0.226
175.375	0.346	0.2
175.976	0.291	0.15
176.577	0.267	0.104
177.177	0.303	0.094
177.778	0.288	0.139
178.378	0.359	0.2
178.979	0.332	0.243
179.58	0.377	0.226
180.18	0.363	0.179
180.781	0.33	0.141
181.381	0.366	0.135
181.982	0.317	0.176
182.583	0.331	0.21
183.183	0.362	0.21
183.784	0.318	0.186
184.384	0.355	0.149
184.985	0.29	0.139
185.586	0.319	0.146
186.186	0.314	0.17
186.787	0.285	0.187
187.387	0.329	0.172
187.988	0.327	0.155
188.589	0.269	0.149
189.189	0.345	0.142
189.79	0.311	0.165
190.39	0.283	0.184
190.991	0.365	0.176
191.592	0.314	0.174
192.192	0.356	0.169
192.793	0.343	0.177
193.393	0.301	0.186
193.994	0.352	0.174
194.595	0.331	0.167
195.195	0.358	0.169
195.796	0.345	0.185
196.396	0.324	0.195
196.997	0.343	0.184
197.598	0.29	0.164
198.198	0.328	0.138
198.799	0.32	0.14
199.399	0.365	0.17
200.0	0.354	0.216
200.601	0.327	0.232
201.201	0.379	0.197
201.802	0.337	0.157
202.402	0.3	0.135
203.003	0.311	0.135
203.604	0.327	0.161
204.204	0.29	0.193
204.805	0.3	0.189
205.405	0.314	0.155
206.006	0.321	0.128
206.607	0.292	0.136
207.207	0.332	0.163
207.808	0.342	0.198
208.408	0.349	0.216
209.009	0.316	0.2
209.61	0.321	0.153
210.21	0.324	0.12
210.811	0.332	0.133
211.411	0.325	0.182
212.012	0.32	0.218
212.613	0.366	0.211
213.213	0.323	0.18
213.814	0.326	0.141
214.414	0.335	0.13
