Time(s)	Relative Blade_disp(m)	Tower_disp(m)
0.0	0.0	0.0
0.601	0.587	0.034
1.201	0.407	0.274
1.802	0.212	0.458
2.402	0.579	0.354
3.003	0.203	0.159
3.604	0.334	-0.053
4.204	0.371	-0.062
4.805	0.133	0.148
5.405	0.44	0.315
6.006	0.381	0.381
6.607	0.306	0.281
7.207	0.296	0.072
7.808	0.189	-0.066
8.408	0.26	-0.042
9.009	0.253	0.139
9.61	0.26	0.315
10.21	0.363	0.331
10.811	0.262	0.206
11.411	0.227	0.023
12.012	0.276	-0.067
12.613	0.175	0.029
13.213	0.253	0.19
13.814	0.316	0.297
14.414	0.235	0.275
15.015	0.238	0.118
15.616	0.218	-0.034
16.216	0.208	-0.05
16.817	0.284	0.084
17.417	0.313	0.274
18.018	0.396	0.365
18.619	0.339	0.304
19.219	0.253	0.125
19.82	0.245	-0.043
20.42	0.231	-0.054
21.021	0.313	0.1
21.622	0.403	0.314
22.222	0.253	0.417
22.823	0.368	0.273
23.423	0.353	0.045
24.024	0.358	-0.048
24.625	0.268	0.07
25.225	0.322	0.258
25.826	0.422	0.365
26.426	0.3	0.324
27.027	0.399	0.143
27.628	0.249	0.009
28.228	0.225	-0.005
28.829	0.324	0.101
29.429	0.246	0.259
30.03	0.309	0.305
30.631	0.334	0.217
31.231	0.266	0.084
31.832	0.221	0.003
32.432	0.236	0.029
33.033	0.304	0.143
33.634	0.328	0.27
34.234	0.289	0.302
34.835	0.329	0.199
35.435	0.342	0.071
36.036	0.272	0.038
36.637	0.276	0.106
37.237	0.324	0.208
37.838	0.334	0.274
38.438	0.222	0.239
39.039	0.346	0.105
39.64	0.207	0.024
40.24	0.278	0.034
40.841	0.334	0.145
41.441	0.191	0.269
42.042	0.372	0.256
42.643	0.328	0.174
43.243	0.191	0.083
43.844	0.381	0.025
44.444	0.27	0.111
45.045	0.245	0.23
45.646	0.377	0.261
46.246	0.294	0.222
46.847	0.321	0.127
47.447	0.292	0.066
48.048	0.215	0.08
48.649	0.393	0.138
49.249	0.277	0.24
49.85	0.356	0.265
50.45	0.4	0.216
51.051	0.262	0.15
51.652	0.368	0.086
52.252	0.234	0.107
52.853	0.391	0.158
53.453	0.434	0.245
54.054	0.172	0.297
54.655	0.453	0.19
55.255	0.311	0.102
55.856	0.165	0.071
56.456	0.329	0.071
57.057	0.185	0.145
57.658	0.337	0.191
58.258	0.376	0.216
58.859	0.265	0.216
59.459	0.364	0.155
60.06	0.341	0.121
60.661	0.259	0.138
61.261	0.312	0.158
61.862	0.321	0.181
62.462	0.309	0.189
63.063	0.313	0.171
63.664	0.325	0.146
64.264	0.354	0.143
64.865	0.269	0.172
65.465	0.336	0.18
66.066	0.35	0.182
66.667	0.254	0.177
67.267	0.377	0.144
67.868	0.323	0.15
68.468	0.338	0.178
69.069	0.384	0.206
69.67	0.245	0.219
70.27	0.302	0.157
70.871	0.309	0.093
71.471	0.15	0.084
72.072	0.233	0.083
72.673	0.277	0.116
73.273	0.221	0.172
73.874	0.242	0.18
74.474	0.274	0.14
75.075	0.259	0.099
75.676	0.318	0.097
76.276	0.305	0.154
76.877	0.178	0.208
77.477	0.327	0.172
78.078	0.206	0.12
78.679	0.218	0.064
79.279	0.345	0.061
79.88	0.187	0.15
80.48	0.37	0.21
81.081	0.361	0.245
81.682	0.294	0.223
82.282	0.446	0.15
82.883	0.276	0.137
83.483	0.343	0.145
84.084	0.361	0.18
84.685	0.262	0.215
85.285	0.417	0.192
85.886	0.35	0.181
86.486	0.333	0.173
87.087	0.429	0.172
87.688	0.353	0.21
88.288	0.388	0.232
88.889	0.418	0.225
89.489	0.395	0.209
90.09	0.352	0.19
90.691	0.489	0.177
91.291	0.411	0.226
91.892	0.508	0.274
92.492	0.541	0.309
93.093	0.361	0.309
93.694	0.451	0.212
94.294	0.403	0.127
94.895	0.383	0.119
95.495	0.439	0.189
96.096	0.413	0.291
96.697	0.435	0.327
97.297	0.373	0.265
97.898	0.345	0.142
98.498	0.38	0.059
99.099	0.395	0.102
99.7	0.438	0.241
100.3	0.47	0.366
100.901	0.476	0.38
101.502	0.457	0.273
102.102	0.426	0.138
102.703	0.307	0.074
103.303	0.439	0.104
103.904	0.387	0.237
104.505	0.379	0.341
105.105	0.361	0.31
105.706	0.412	0.173
106.306	0.33	0.066
106.907	0.347	0.063
107.508	0.33	0.168
108.108	0.347	0.277
108.709	0.368	0.298
109.309	0.313	0.218
109.91	0.31	0.091
110.511	0.233	0.027
111.111	0.25	0.056
111.712	0.295	0.155
112.312	0.232	0.245
112.913	0.292	0.227
113.514	0.331	0.139
114.114	0.263	0.077
114.715	0.29	0.076
115.315	0.326	0.145
115.916	0.336	0.237
116.517	0.315	0.268
117.117	0.347	0.206
117.718	0.342	0.12
118.318	0.292	0.085
118.919	0.328	0.117
119.52	0.308	0.194
120.12	0.307	0.242
120.721	0.378	0.218
121.321	0.292	0.166
121.922	0.314	0.108
122.523	0.393	0.106
123.123	0.245	0.18
123.724	0.415	0.227
124.324	0.288	0.244
124.925	0.3	0.186
125.526	0.286	0.1
126.126	0.184	0.052
126.727	0.405	0.064
127.327	0.305	0.192
127.928	0.386	0.301
128.529	0.428	0.314
129.129	0.36	0.238
129.73	0.462	0.125
