Time(s)	Relative Blade_disp(m)	Tower_disp(m)
0.0	0.0	0.0
0.601	0.664	0.04
1.201	0.482	0.311
1.802	0.326	0.531
2.402	0.684	0.446
3.003	0.369	0.242
3.604	0.433	0.017
4.204	0.451	-0.019
4.805	0.297	0.17
5.405	0.493	0.363
6.006	0.496	0.447
6.607	0.456	0.357
7.207	0.419	0.158
7.808	0.354	0.014
8.408	0.37	0.032
9.009	0.376	0.197
9.61	0.404	0.362
10.21	0.461	0.389
10.811	0.425	0.275
11.411	0.379	0.113
12.012	0.386	0.032
12.613	0.34	0.104
13.213	0.375	0.247
13.814	0.426	0.343
14.414	0.404	0.325
15.015	0.377	0.202
15.616	0.371	0.076
16.216	0.36	0.058
16.817	0.389	0.161
17.417	0.429	0.303
18.018	0.481	0.372
18.619	0.451	0.326
19.219	0.408	0.197
19.82	0.379	0.083
20.42	0.378	0.076
21.021	0.419	0.183
21.622	0.474	0.324
22.222	0.41	0.387
22.823	0.456	0.297
23.423	0.462	0.15
24.024	0.458	0.089
24.625	0.392	0.163
25.225	0.434	0.28
25.826	0.484	0.347
26.426	0.435	0.321
27.027	0.479	0.215
27.628	0.396	0.134
28.228	0.383	0.126
28.829	0.416	0.188
29.429	0.396	0.273
30.03	0.42	0.3
30.631	0.435	0.252
31.231	0.417	0.178
31.832	0.367	0.139
32.432	0.382	0.152
33.033	0.423	0.209
33.634	0.426	0.275
34.234	0.418	0.292
34.835	0.435	0.242
35.435	0.449	0.179
36.036	0.413	0.164
36.637	0.403	0.199
37.237	0.432	0.244
37.838	0.438	0.272
38.438	0.374	0.255
39.039	0.443	0.19
39.64	0.373	0.155
40.24	0.411	0.163
40.841	0.43	0.217
41.441	0.364	0.272
42.042	0.446	0.26
42.643	0.437	0.219
43.243	0.371	0.182
43.844	0.452	0.164
44.444	0.418	0.206
45.045	0.391	0.26
45.646	0.445	0.265
46.246	0.434	0.237
46.847	0.426	0.2
47.447	0.414	0.183
48.048	0.39	0.195
48.649	0.461	0.22
49.249	0.414	0.257
49.85	0.456	0.261
50.45	0.461	0.243
51.051	0.423	0.22
51.652	0.452	0.202
52.252	0.391	0.21
52.853	0.483	0.222
53.453	0.48	0.256
54.054	0.365	0.279
54.655	0.493	0.235
55.255	0.432	0.201
55.856	0.369	0.191
56.456	0.409	0.188
57.057	0.373	0.203
57.658	0.435	0.217
58.258	0.444	0.236
58.859	0.426	0.251
59.459	0.444	0.24
60.06	0.456	0.223
60.661	0.415	0.217
61.261	0.409	0.212
61.862	0.44	0.211
62.462	0.423	0.224
63.063	0.42	0.234
63.664	0.45	0.232
64.264	0.452	0.231
64.865	0.41	0.232
65.465	0.443	0.221
66.066	0.442	0.218
66.667	0.402	0.224
67.267	0.46	0.222
67.868	0.441	0.234
68.468	0.454	0.243
69.069	0.46	0.247
69.67	0.4	0.241
70.27	0.414	0.208
70.871	0.421	0.182
71.471	0.346	0.187
72.072	0.367	0.191
72.673	0.408	0.197
73.273	0.379	0.215
73.874	0.366	0.219
74.474	0.409	0.201
75.075	0.398	0.191
75.676	0.427	0.2
76.276	0.431	0.228
76.877	0.349	0.248
77.477	0.428	0.217
78.078	0.367	0.184
78.679	0.374	0.162
79.279	0.436	0.174
79.88	0.373	0.227
80.48	0.454	0.259
81.081	0.457	0.266
81.682	0.436	0.246
82.282	0.49	0.214
82.883	0.427	0.214
83.483	0.452	0.228
84.084	0.451	0.247
84.685	0.425	0.253
85.285	0.478	0.235
85.886	0.459	0.226
86.486	0.455	0.23
87.087	0.487	0.243
87.688	0.476	0.264
88.288	0.478	0.273
88.889	0.493	0.26
89.489	0.494	0.244
90.09	0.454	0.239
90.691	0.536	0.24
91.291	0.501	0.272
91.892	0.547	0.299
92.492	0.564	0.311
93.093	0.482	0.303
93.694	0.506	0.253
94.294	0.496	0.211
94.895	0.487	0.212
95.495	0.5	0.253
96.096	0.505	0.301
96.697	0.505	0.314
97.297	0.472	0.279
97.898	0.466	0.216
98.498	0.473	0.179
99.099	0.489	0.205
99.7	0.509	0.276
100.3	0.523	0.336
100.901	0.534	0.338
101.502	0.522	0.285
102.102	0.505	0.222
102.703	0.447	0.194
103.303	0.503	0.209
103.904	0.482	0.268
104.505	0.476	0.313
105.105	0.455	0.297
105.706	0.5	0.23
106.306	0.45	0.186
106.907	0.457	0.19
107.508	0.447	0.239
108.108	0.453	0.282
108.709	0.458	0.284
109.309	0.439	0.243
109.91	0.429	0.19
110.511	0.393	0.168
111.111	0.398	0.182
111.712	0.415	0.221
112.312	0.383	0.252
112.913	0.41	0.238
113.514	0.439	0.202
114.114	0.411	0.188
114.715	0.417	0.201
115.315	0.443	0.23
115.916	0.448	0.261
116.517	0.427	0.264
117.117	0.45	0.231
117.718	0.451	0.201
118.318	0.425	0.201
118.919	0.445	0.222
119.52	0.431	0.25
120.12	0.43	0.256
120.721	0.462	0.235
121.321	0.423	0.215
121.922	0.434	0.204
122.523	0.478	0.216
123.123	0.407	0.251
123.724	0.485	0.261
124.324	0.416	0.253
124.925	0.431	0.219
125.526	0.401	0.188
126.126	0.373	0.176
126.727	0.481	0.188
127.327	0.43	0.249
127.928	0.482	0.293
128.529	0.485	0.296
129.129	0.475	0.258
129.73	0.516	0.214
130.33	0.485	0.218
130.931	0.456	0.253
131.532	0.517	0.279
132.132	0.487	0.293
132.733	0.433	0.269
133.333	0.498	0.213
133.934	0.448	0.193
134.535	0.471	0.215
135.135	0.496	0.267
135.736	0.459	0.307
136.336	0.528	0.29
136.937	0.484	0.254
137.538	0.427	0.216
138.138	0.47	0.19
138.739	0.444	0.212
139.339	0.46	0.255
139.94	0.45	0.282
140.541	0.453	0.266
141.141	0.47	0.223
141.742	0.434	0.198
