Time(s)	Relative Blade_disp(m)	Tower_disp(m)
0.0	0.0	0.0
0.601	0.854	0.05
1.201	0.637	0.4
1.802	0.385	0.691
2.402	0.74	0.563
3.003	0.458	0.236
3.604	0.509	-0.066
4.204	0.467	-0.068
4.805	0.296	0.208
5.405	0.513	0.454
6.006	0.579	0.517
6.607	0.531	0.381
7.207	0.315	0.138
7.808	0.333	-0.067
8.408	0.344	-0.049
9.009	0.289	0.173
9.61	0.376	0.382
10.21	0.447	0.42
10.811	0.381	0.278
11.411	0.327	0.067
12.012	0.359	-0.044
12.613	0.249	0.049
13.213	0.292	0.224
13.814	0.386	0.335
14.414	0.326	0.318
15.015	0.264	0.164
15.616	0.305	-0.007
16.216	0.295	-0.029
16.817	0.357	0.121
17.417	0.435	0.33
18.018	0.551	0.448
18.619	0.469	0.408
19.219	0.381	0.22
19.82	0.33	0.013
20.42	0.341	-0.043
21.021	0.434	0.108
21.622	0.551	0.373
22.222	0.341	0.537
22.823	0.507	0.392
23.423	0.555	0.119
24.024	0.601	0.012
24.625	0.367	0.169
25.225	0.461	0.362
25.826	0.597	0.444
26.426	0.428	0.384
27.027	0.586	0.197
27.628	0.37	0.089
28.228	0.342	0.09
28.829	0.43	0.179
29.429	0.344	0.3
30.03	0.383	0.318
30.631	0.437	0.228
31.231	0.404	0.132
31.832	0.281	0.103
32.432	0.334	0.124
33.033	0.434	0.192
33.634	0.426	0.288
34.234	0.384	0.322
34.835	0.443	0.248
35.435	0.516	0.16
36.036	0.424	0.164
36.637	0.385	0.226
37.237	0.461	0.266
37.838	0.453	0.28
38.438	0.263	0.242
39.039	0.473	0.129
39.64	0.291	0.1
40.24	0.409	0.138
40.841	0.454	0.241
41.441	0.26	0.324
42.042	0.476	0.258
42.643	0.454	0.171
43.243	0.281	0.134
43.844	0.514	0.13
44.444	0.435	0.237
45.045	0.343	0.335
45.646	0.471	0.298
46.246	0.457	0.207
46.847	0.43	0.146
47.447	0.398	0.155
48.048	0.35	0.209
48.649	0.547	0.252
49.249	0.408	0.306
49.85	0.524	0.29
50.45	0.526	0.253
51.051	0.446	0.231
51.652	0.514	0.22
52.252	0.35	0.241
52.853	0.627	0.233
53.453	0.599	0.295
54.054	0.257	0.355
54.655	0.618	0.253
55.255	0.47	0.186
55.856	0.287	0.175
56.456	0.376	0.155
57.057	0.299	0.162
57.658	0.444	0.177
58.258	0.479	0.236
58.859	0.446	0.306
59.459	0.483	0.31
60.06	0.548	0.266
60.661	0.418	0.23
61.261	0.379	0.187
61.862	0.481	0.164
62.462	0.425	0.21
63.063	0.413	0.266
63.664	0.518	0.281
64.264	0.528	0.281
64.865	0.396	0.267
65.465	0.488	0.211
66.066	0.486	0.191
66.667	0.364	0.219
67.267	0.535	0.237
67.868	0.493	0.282
68.468	0.538	0.31
69.069	0.539	0.31
69.67	0.371	0.275
70.27	0.394	0.172
70.871	0.417	0.101
71.471	0.207	0.126
72.072	0.263	0.149
72.673	0.383	0.166
73.273	0.305	0.207
73.874	0.26	0.206
