Time(s)	Relative Blade_disp(m)	Tower_disp(m)
0.0	0.0	0.0
0.601	0.778	0.047
1.201	0.592	0.366
1.802	0.435	0.637
2.402	0.785	0.557
3.003	0.538	0.308
3.604	0.546	0.052
4.204	0.533	0.009
4.805	0.419	0.207
5.405	0.56	0.429
6.006	0.613	0.518
6.607	0.592	0.423
7.207	0.511	0.22
7.808	0.475	0.064
8.408	0.465	0.079
9.009	0.46	0.244
9.61	0.505	0.407
10.21	0.558	0.438
10.811	0.533	0.33
11.411	0.493	0.175
12.012	0.485	0.098
12.613	0.44	0.162
13.213	0.465	0.291
13.814	0.514	0.376
14.414	0.507	0.361
15.015	0.471	0.255
15.616	0.476	0.144
16.216	0.464	0.128
16.817	0.486	0.219
17.417	0.527	0.342
18.018	0.582	0.405
18.619	0.555	0.37
19.219	0.517	0.263
19.82	0.485	0.162
20.42	0.486	0.147
21.021	0.521	0.232
21.622	0.571	0.356
22.222	0.506	0.418
22.823	0.561	0.346
23.423	0.576	0.221
24.024	0.584	0.172
24.625	0.5	0.241
25.225	0.537	0.334
25.826	0.589	0.377
26.426	0.54	0.35
27.027	0.586	0.266
27.628	0.509	0.212
28.228	0.493	0.212
28.829	0.518	0.256
29.429	0.5	0.311
30.03	0.51	0.322
30.631	0.533	0.282
31.231	0.523	0.236
31.832	0.469	0.222
32.432	0.488	0.232
33.033	0.527	0.264
33.634	0.527	0.304
34.234	0.513	0.318
34.835	0.534	0.286
35.435	0.561	0.248
36.036	0.525	0.248
36.637	0.51	0.274
37.237	0.538	0.293
37.838	0.538	0.3
38.438	0.47	0.285
39.039	0.54	0.241
39.64	0.479	0.226
40.24	0.519	0.24
40.841	0.531	0.281
41.441	0.469	0.313
42.042	0.541	0.29
42.643	0.539	0.256
43.243	0.478	0.242
43.844	0.552	0.241
44.444	0.533	0.279
45.045	0.498	0.316
45.646	0.537	0.304
46.246	0.544	0.269
46.847	0.529	0.248
47.447	0.514	0.252
48.048	0.501	0.27
48.649	0.568	0.285
49.249	0.522	0.304
49.85	0.563	0.299
50.45	0.561	0.287
51.051	0.54	0.28
51.652	0.556	0.276
52.252	0.503	0.282
52.853	0.598	0.278
53.453	0.587	0.3
54.054	0.473	0.321
54.655	0.59	0.288
55.255	0.546	0.264
55.856	0.483	0.26
56.456	0.497	0.252
57.057	0.484	0.249
57.658	0.532	0.253
58.258	0.541	0.278
58.859	0.538	0.306
59.459	0.546	0.311
60.06	0.573	0.294
60.661	0.529	0.278
61.261	0.509	0.261
61.862	0.546	0.252
62.462	0.528	0.269
63.063	0.521	0.292
63.664	0.561	0.298
64.264	0.566	0.298
64.865	0.518	0.291
65.465	0.549	0.271
66.066	0.549	0.263
66.667	0.507	0.274
67.267	0.564	0.281
67.868	0.553	0.297
68.468	0.568	0.307
69.069	0.566	0.306
69.67	0.512	0.294
70.27	0.513	0.258
70.871	0.524	0.232
71.471	0.447	0.24
72.072	0.456	0.247
72.673	0.507	0.248
73.273	0.483	0.262
73.874	0.455	0.267
74.474	0.509	0.25
75.075	0.502	0.243
75.676	0.529	0.257
76.276	0.536	0.287
76.877	0.449	0.305
77.477	0.526	0.268
78.078	0.468	0.229
78.679	0.477	0.209
79.279	0.529	0.228
79.88	0.484	0.285
80.48	0.555	0.319
81.081	0.566	0.323
81.682	0.556	0.3
82.282	0.596	0.272
82.883	0.546	0.275
83.483	0.564	0.292
