Time(s)	Relative Blade_disp(m)	Tower_disp(m)
0.0	0.0	0.0
0.601	0.63	0.036
1.201	0.443	0.294
1.802	0.244	0.495
2.402	0.615	0.389
3.003	0.248	0.178
3.604	0.366	-0.047
4.204	0.392	-0.059
4.805	0.173	0.157
5.405	0.454	0.339
6.006	0.418	0.407
6.607	0.353	0.303
7.207	0.308	0.09
7.808	0.224	-0.059
8.408	0.284	-0.038
9.009	0.271	0.149
9.61	0.298	0.331
10.21	0.383	0.355
10.811	0.297	0.226
11.411	0.26	0.038
12.012	0.294	-0.057
12.613	0.205	0.035
13.213	0.269	0.2
13.814	0.339	0.311
14.414	0.269	0.292
15.015	0.254	0.137
15.616	0.249	-0.02
16.216	0.236	-0.04
16.817	0.302	0.094
17.417	0.344	0.285
18.018	0.423	0.381
18.619	0.37	0.324
19.219	0.288	0.146
19.82	0.267	-0.025
20.42	0.264	-0.043
21.021	0.336	0.109
21.622	0.43	0.325
22.222	0.287	0.432
22.823	0.393	0.294
23.423	0.394	0.066
24.024	0.394	-0.028
24.625	0.293	0.088
25.225	0.353	0.271
25.826	0.449	0.375
26.426	0.332	0.336
27.027	0.434	0.161
27.628	0.28	0.032
28.228	0.257	0.017
28.829	0.347	0.116
29.429	0.273	0.265
30.03	0.333	0.31
30.631	0.359	0.226
31.231	0.303	0.103
31.832	0.245	0.03
32.432	0.265	0.052
33.033	0.333	0.154
33.634	0.348	0.273
34.234	0.319	0.305
34.835	0.356	0.213
35.435	0.377	0.095
36.036	0.308	0.067
36.637	0.301	0.129
37.237	0.354	0.217
37.838	0.36	0.274
38.438	0.244	0.243
39.039	0.376	0.12
39.64	0.235	0.05
40.24	0.31	0.062
40.841	0.36	0.163
41.441	0.217	0.275
42.042	0.396	0.256
42.643	0.355	0.18
43.243	0.223	0.103
43.844	0.408	0.055
44.444	0.307	0.137
45.045	0.274	0.244
45.646	0.395	0.264
46.246	0.33	0.221
46.847	0.346	0.14
47.447	0.319	0.092
48.048	0.254	0.11
48.649	0.418	0.162
49.249	0.307	0.249
49.85	0.39	0.266
50.45	0.419	0.223
51.051	0.305	0.168
51.652	0.397	0.118
52.252	0.263	0.137
52.853	0.433	0.174
53.453	0.457	0.25
54.054	0.211	0.301
54.655	0.474	0.205
55.255	0.346	0.127
55.856	0.207	0.099
56.456	0.341	0.095
57.057	0.224	0.151
57.658	0.359	0.191
58.258	0.395	0.221
58.859	0.312	0.232
59.459	0.385	0.187
60.06	0.381	0.152
60.661	0.298	0.157
61.261	0.326	0.165
61.862	0.358	0.179
62.462	0.334	0.196
63.063	0.337	0.192
63.664	0.368	0.175
64.264	0.382	0.173
64.865	0.302	0.189
65.465	0.368	0.185
66.066	0.373	0.184
66.667	0.288	0.187
67.267	0.406	0.167
67.868	0.357	0.18
68.468	0.377	0.203
69.069	0.409	0.221
69.67	0.278	0.224
70.27	0.326	0.162
70.871	0.334	0.106
71.471	0.183	0.105
72.072	0.253	0.108
72.673	0.306	0.132
73.273	0.25	0.178
73.874	0.256	0.184
74.474	0.304	0.146
75.075	0.287	0.116
75.676	0.345	0.122
76.276	0.341	0.178
76.877	0.2	0.225
77.477	0.352	0.178
78.078	0.233	0.122
78.679	0.242	0.072
79.279	0.372	0.08
79.88	0.223	0.175
80.48	0.397	0.235
