Time(s)	Relative Blade_disp(m)	Tower_disp(m)
0.0	0.0	0.0
0.601	0.18	0.011
1.201	0.133	0.084
1.802	0.097	0.145
2.402	0.188	0.126
3.003	0.115	0.072
3.604	0.123	0.012
4.204	0.126	0.0
4.805	0.094	0.047
5.405	0.134	0.099
6.006	0.14	0.122
6.607	0.133	0.1
7.207	0.124	0.049
7.808	0.108	0.013
8.408	0.108	0.017
9.009	0.111	0.058
9.61	0.119	0.098
10.21	0.131	0.106
10.811	0.125	0.078
11.411	0.116	0.039
12.012	0.112	0.019
12.613	0.104	0.036
13.213	0.111	0.07
13.814	0.122	0.093
14.414	0.121	0.089
15.015	0.114	0.06
15.616	0.112	0.032
16.216	0.108	0.027
16.817	0.113	0.05
17.417	0.122	0.081
18.018	0.133	0.096
18.619	0.128	0.086
19.219	0.119	0.058
19.82	0.113	0.034
20.42	0.112	0.034
21.021	0.12	0.057
21.622	0.13	0.085
22.222	0.12	0.096
22.823	0.129	0.078
23.423	0.129	0.049
24.024	0.128	0.037
24.625	0.115	0.052
25.225	0.123	0.075
25.826	0.133	0.088
26.426	0.125	0.082
27.027	0.132	0.062
27.628	0.117	0.047
28.228	0.114	0.046
28.829	0.119	0.058
29.429	0.117	0.073
30.03	0.12	0.078
30.631	0.124	0.069
31.231	0.12	0.055
31.832	0.111	0.048
32.432	0.114	0.051
33.033	0.121	0.061
33.634	0.122	0.073
34.234	0.12	0.076
34.835	0.123	0.067
35.435	0.126	0.056
36.036	0.12	0.053
36.637	0.117	0.06
37.237	0.123	0.068
37.838	0.124	0.072
38.438	0.113	0.069
39.039	0.124	0.058
39.64	0.113	0.052
40.24	0.119	0.054
40.841	0.122	0.063
41.441	0.111	0.072
42.042	0.125	0.07
42.643	0.124	0.062
43.243	0.113	0.057
43.844	0.126	0.054
44.444	0.121	0.061
45.045	0.116	0.07
45.646	0.124	0.071
46.246	0.124	0.065
46.847	0.122	0.06
47.447	0.12	0.057
48.048	0.116	0.06
48.649	0.128	0.064
49.249	0.121	0.069
49.85	0.128	0.07
50.45	0.128	0.067
51.051	0.123	0.064
51.652	0.127	0.061
52.252	0.117	0.063
52.853	0.132	0.064
53.453	0.132	0.069
54.054	0.113	0.073
54.655	0.133	0.066
55.255	0.124	0.061
55.856	0.113	0.059
56.456	0.118	0.059
57.057	0.114	0.06
57.658	0.123	0.062
58.258	0.125	0.066
58.859	0.123	0.069
59.459	0.125	0.068
60.06	0.129	0.065
60.661	0.121	0.064
61.261	0.119	0.062
61.862	0.125	0.061
62.462	0.122	0.064
63.063	0.121	0.066
63.664	0.127	0.066
64.264	0.128	0.066
64.865	0.12	0.066
65.465	0.126	0.064
66.066	0.126	0.063
66.667	0.119	0.064
67.267	0.128	0.064
67.868	0.126	0.067
68.468	0.128	0.068
69.069	0.129	0.069
69.67	0.119	0.067
70.27	0.12	0.061
70.871	0.122	0.057
71.471	0.109	0.058
72.072	0.111	0.059
72.673	0.119	0.059
73.273	0.115	0.062
73.874	0.111	0.063
74.474	0.12	0.06
