Time(s)	Relative Blade_disp(m)	Tower_disp(m)
0.0	0.0	0.0
0.601	0.284	0.017
1.201	0.216	0.134
1.802	0.152	0.233
2.402	0.276	0.2
3.003	0.188	0.104
3.604	0.192	0.009
4.204	0.183	-0.003
4.805	0.139	0.073
5.405	0.193	0.154
6.006	0.214	0.183
6.607	0.205	0.146
7.207	0.163	0.071
7.808	0.155	0.011
8.408	0.152	0.016
9.009	0.146	0.079
9.61	0.164	0.14
10.21	0.185	0.151
10.811	0.172	0.11
11.411	0.157	0.052
12.012	0.158	0.022
12.613	0.136	0.046
13.213	0.145	0.095
13.814	0.166	0.126
14.414	0.16	0.121
15.015	0.144	0.08
15.616	0.15	0.037
16.216	0.146	0.031
16.817	0.157	0.067
17.417	0.175	0.117
18.018	0.2	0.144
18.619	0.186	0.132
19.219	0.168	0.088
19.82	0.156	0.044
20.42	0.157	0.035
21.021	0.174	0.07
21.622	0.197	0.125
22.222	0.162	0.155
22.823	0.191	0.124
23.423	0.2	0.069
24.024	0.205	0.047
24.625	0.163	0.079
25.225	0.181	0.119
25.826	0.205	0.137
26.426	0.18	0.124
27.027	0.203	0.087
27.628	0.166	0.064
28.228	0.159	0.064
28.829	0.171	0.083
29.429	0.16	0.106
30.03	0.165	0.11
30.631	0.176	0.092
31.231	0.171	0.073
31.832	0.146	0.068
32.432	0.156	0.072
33.033	0.174	0.085
33.634	0.174	0.103
34.234	0.166	0.109
34.835	0.177	0.096
35.435	0.191	0.079
36.036	0.174	0.08
36.637	0.166	0.092
37.237	0.18	0.099
37.838	0.179	0.101
38.438	0.145	0.094
39.039	0.18	0.074
39.64	0.15	0.068
40.24	0.17	0.075
40.841	0.177	0.094
41.441	0.145	0.109
42.042	0.181	0.097
42.643	0.18	0.081
43.243	0.15	0.075
43.844	0.188	0.075
44.444	0.178	0.094
45.045	0.16	0.111
45.646	0.18	0.105
46.246	0.183	0.087
46.847	0.176	0.077
47.447	0.169	0.08
48.048	0.162	0.09
48.649	0.196	0.097
49.249	0.173	0.106
49.85	0.194	0.103
50.45	0.193	0.097
51.051	0.182	0.094
51.652	0.191	0.093
52.252	0.164	0.096
52.853	0.212	0.094
53.453	0.206	0.104
54.054	0.148	0.115
54.655	0.208	0.098
55.255	0.185	0.086
55.856	0.153	0.084
56.456	0.161	0.08
57.057	0.154	0.079
57.658	0.179	0.081
58.258	0.183	0.093
58.859	0.181	0.108
59.459	0.186	0.11
60.06	0.199	0.102
60.661	0.177	0.094
61.261	0.167	0.085
61.862	0.186	0.08
62.462	0.177	0.089
63.063	0.173	0.101
63.664	0.194	0.104
64.264	0.196	0.104
64.865	0.172	0.1
65.465	0.188	0.09
66.066	0.188	0.086
66.667	0.166	0.092
67.267	0.196	0.096
