Time(s)	Relative Blade_disp(m)	Tower_disp(m)
0.0	0.0	0.0
0.601	0.395	0.024
1.201	0.308	0.186
1.802	0.223	0.327
2.402	0.378	0.286
3.003	0.283	0.15
3.604	0.276	0.018
4.204	0.256	0.002
4.805	0.203	0.105
5.405	0.266	0.214
6.006	0.302	0.251
6.607	0.295	0.201
7.207	0.229	0.104
7.808	0.222	0.025
8.408	0.217	0.03
9.009	0.204	0.11
9.61	0.229	0.189
10.21	0.259	0.204
10.811	0.243	0.153
11.411	0.224	0.079
12.012	0.225	0.041
12.613	0.192	0.071
13.213	0.204	0.13
13.814	0.23	0.168
14.414	0.225	0.161
15.015	0.201	0.113
15.616	0.212	0.06
16.216	0.209	0.052
16.817	0.222	0.098
17.417	0.246	0.16
18.018	0.282	0.194
18.619	0.262	0.182
19.219	0.24	0.129
19.82	0.222	0.072
20.42	0.224	0.057
21.021	0.247	0.098
21.622	0.278	0.169
22.222	0.228	0.212
22.823	0.268	0.175
23.423	0.287	0.103
24.024	0.298	0.076
24.625	0.234	0.119
25.225	0.257	0.168
25.826	0.29	0.186
26.426	0.257	0.168
27.027	0.287	0.122
27.628	0.237	0.098
28.228	0.227	0.1
28.829	0.243	0.121
29.429	0.228	0.146
30.03	0.231	0.147
30.631	0.247	0.125
31.231	0.243	0.105
31.832	0.207	0.103
32.432	0.221	0.109
33.033	0.248	0.12
33.634	0.246	0.14
34.234	0.234	0.148
34.835	0.25	0.134
35.435	0.273	0.117
36.036	0.249	0.121
36.637	0.237	0.135
37.237	0.255	0.139
37.838	0.254	0.138
38.438	0.204	0.128
39.039	0.253	0.104
39.64	0.214	0.1
40.24	0.243	0.111
40.841	0.25	0.135
41.441	0.207	0.151
42.042	0.254	0.133
42.643	0.255	0.112
43.243	0.214	0.107
43.844	0.264	0.111
44.444	0.255	0.137
45.045	0.228	0.158
45.646	0.253	0.145
46.246	0.261	0.12
46.847	0.249	0.109
47.447	0.238	0.117
48.048	0.232	0.131
48.649	0.279	0.139
49.249	0.246	0.148
49.85	0.276	0.143
50.45	0.272	0.137
51.051	0.261	0.136
51.652	0.27	0.136
52.252	0.235	0.139
52.853	0.302	0.133
53.453	0.294	0.145
54.054	0.212	0.161
54.655	0.292	0.14
55.255	0.266	0.124
55.856	0.22	0.122
56.456	0.224	0.115
57.057	0.22	0.11
57.658	0.252	0.111
58.258	0.258	0.13
58.859	0.259	0.153
59.459	0.263	0.16
60.06	0.285	0.147
60.661	0.254	0.134
61.261	0.236	0.12
61.862	0.263	0.112
62.462	0.252	0.125
63.063	0.245	0.143
63.664	0.275	0.149
64.264	0.28	0.148
64.865	0.245	0.143
65.465	0.266	0.128
66.066	0.268	0.122
66.667	0.237	0.13
67.267	0.277	0.136
67.868	0.271	0.148
68.468	0.283	0.155
69.069	0.278	0.154
69.67	0.242	0.145
70.27	0.239	0.118
70.871	0.247	0.099
71.471	0.192	0.104
72.072	0.197	0.109
72.673	0.233	0.11
73.273	0.218	0.12
73.874	0.197	0.124
74.474	0.236	0.112
75.075	0.233	0.107
75.676	0.252	0.117
76.276	0.257	0.14
76.877	0.196	0.152
77.477	0.249	0.126
78.078	0.209	0.098
78.679	0.216	0.083
79.279	0.251	0.097
79.88	0.224	0.138
80.48	0.272	0.164
81.081	0.284	0.167
81.682	0.281	0.152
82.282	0.306	0.134
82.883	0.274	0.137
83.483	0.286	0.149
84.084	0.28	0.16
84.685	0.273	0.158
85.285	0.301	0.143
85.886	0.297	0.14
86.486	0.297	0.151
87.087	0.315	0.166
87.688	0.32	0.179
88.288	0.316	0.182
88.889	0.328	0.169
89.489	0.333	0.158
90.09	0.302	0.16
90.691	0.364	0.165
91.291	0.345	0.19
91.892	0.387	0.209
92.492	0.389	0.218
93.093	0.343	0.211
93.694	0.341	0.177
94.294	0.342	0.143
94.895	0.338	0.141
95.495	0.333	0.171
96.096	0.345	0.205
96.697	0.343	0.215
97.297	0.318	0.191
97.898	0.314	0.146
98.498	0.319	0.118
99.099	0.332	0.135
99.7	0.345	0.187
100.3	0.358	0.231
100.901	0.369	0.234
101.502	0.366	0.199
102.102	0.35	0.158
102.703	0.302	0.137
103.303	0.338	0.14
103.904	0.323	0.173
104.505	0.313	0.203
105.105	0.291	0.195
105.706	0.336	0.151
106.306	0.302	0.125
106.907	0.298	0.13
107.508	0.286	0.159
108.108	0.293	0.179
108.709	0.287	0.174
109.309	0.28	0.147
109.91	0.266	0.119
110.511	0.241	0.109
111.111	0.242	0.117
111.712	0.251	0.134
112.312	0.226	0.146
112.913	0.242	0.134
113.514	0.268	0.116
114.114	0.256	0.118
114.715	0.255	0.135
115.315	0.277	0.152
115.916	0.285	0.162
116.517	0.262	0.157
117.117	0.28	0.136
117.718	0.287	0.123
118.318	0.266	0.133
118.919	0.281	0.15
119.52	0.27	0.161
120.12	0.268	0.155
120.721	0.288	0.136
121.321	0.265	0.128
121.922	0.27	0.131
122.523	0.306	0.146
123.123	0.258	0.167
123.724	0.309	0.166
124.324	0.257	0.153
124.925	0.272	0.128
125.526	0.235	0.113
126.126	0.228	0.108
126.727	0.302	0.117
127.327	0.274	0.157
127.928	0.312	0.189
128.529	0.31	0.193
129.129	0.321	0.169
129.73	0.344	0.145
130.33	0.327	0.151
130.931	0.302	0.174
131.532	0.338	0.186
132.132	0.328	0.188
132.733	0.277	0.172
133.333	0.322	0.137
133.934	0.299	0.126
134.535	0.308	0.145
135.135	0.322	0.18
135.736	0.304	0.201
136.336	0.348	0.187
136.937	0.321	0.163
137.538	0.278	0.144
138.138	0.296	0.129
138.739	0.291	0.137
139.339	0.293	0.16
139.94	0.277	0.175
140.541	0.291	0.163
141.141	0.297	0.14
141.742	0.277	0.129
142.342	0.304	0.136
142.943	0.302	0.161
143.544	0.281	0.182
144.144	0.301	0.173
144.745	0.274	0.146
145.345	0.286	0.12
145.946	0.244	0.116
146.547	0.234	0.125
147.147	0.267	0.134
147.748	0.249	0.145
148.348	0.239	0.142
148.949	0.245	0.124
149.55	0.212	0.108
150.15	0.189	0.095
150.751	0.24	0.089
151.351	0.234	0.114
151.952	0.222	0.145
152.553	0.252	0.151
153.153	0.277	0.139
153.754	0.243	0.13
154.354	0.241	0.119
154.955	0.254	0.116
155.556	0.222	0.125
156.156	0.242	0.129
156.757	0.257	0.13
157.357	0.273	0.135
157.958	0.276	0.146
158.559	0.271	0.155
159.159	0.263	0.152
159.76	0.248	0.134
160.36	0.245	0.112
160.961	0.258	0.104
161.562	0.278	0.125
162.162	0.257	0.161
162.763	0.278	0.174
163.363	0.261	0.159
163.964	0.255	0.123
164.565	0.261	0.097
165.165	0.239	0.106
165.766	0.268	0.135
166.366	0.253	0.166
166.967	0.217	0.165
167.568	0.24	0.12
168.168	0.207	0.077
168.769	0.193	0.065
169.369	0.259	0.089
169.97	0.28	0.153
170.571	0.273	0.209
171.171	0.295	0.204
171.772	0.291	0.152
172.372	0.256	0.098
172.973	0.227	0.078
173.574	0.258	0.098
174.174	0.221	0.147
174.775	0.22	0.169
175.375	0.262	0.142
175.976	0.233	0.107
176.577	0.209	0.085
177.177	0.222	0.088
177.778	0.237	0.115
178.378	0.277	0.152
178.979	0.263	0.178
179.58	0.314	0.171
180.18	0.296	0.153
180.781	0.292	0.137
181.381	0.299	0.135
181.982	0.267	0.151
182.583	0.267	0.156
183.183	0.28	0.147
