Time(s)	Relative Blade_disp(m)	Tower_disp(m)
0.0	0.0	0.0
0.601	0.673	0.038
1.201	0.47	0.314
1.802	0.224	0.527
2.402	0.613	0.398
3.003	0.22	0.152
3.604	0.359	-0.095
4.204	0.382	-0.089
4.805	0.125	0.166
5.405	0.456	0.359
6.006	0.415	0.418
6.607	0.333	0.293
7.207	0.249	0.057
7.808	0.175	-0.111
8.408	0.251	-0.083
9.009	0.217	0.133
9.61	0.261	0.335
10.21	0.355	0.356
10.811	0.25	0.209
11.411	0.205	-0.005
12.012	0.26	-0.111
12.613	0.142	0.0
13.213	0.219	0.188
13.814	0.309	0.308
14.414	0.205	0.285
15.015	0.195	0.103
15.616	0.192	-0.078
16.216	0.178	-0.097
16.817	0.274	0.065
17.417	0.32	0.295
18.018	0.427	0.411
18.619	0.35	0.345
19.219	0.237	0.129
19.82	0.221	-0.087
20.42	0.217	-0.115
21.021	0.314	0.071
21.622	0.446	0.348
22.222	0.224	0.495
22.823	0.39	0.317
23.423	0.393	0.022
24.024	0.404	-0.096
24.625	0.259	0.061
25.225	0.332	0.295
25.826	0.473	0.42
26.426	0.293	0.364
27.027	0.45	0.135
27.628	0.23	-0.023
28.228	0.202	-0.036
28.829	0.338	0.091
29.429	0.216	0.281
30.03	0.304	0.33
30.631	0.341	0.217
31.231	0.255	0.062
31.832	0.19	-0.027
32.432	0.214	0.005
33.033	0.308	0.138
33.634	0.332	0.288
34.234	0.278	0.329
34.835	0.337	0.206
35.435	0.37	0.054
36.036	0.271	0.025
36.637	0.267	0.11
37.237	0.339	0.221
37.838	0.34	0.29
38.438	0.177	0.244
39.039	0.367	0.078
39.64	0.165	-0.007
40.24	0.278	0.014
40.841	0.351	0.153
41.441	0.136	0.301
42.042	0.399	0.265
42.643	0.333	0.159
43.243	0.142	0.058
43.844	0.423	-0.002
44.444	0.266	0.119
45.045	0.222	0.265
45.646	0.403	0.283
46.246	0.29	0.22
46.847	0.328	0.104
47.447	0.289	0.044
48.048	0.187	0.078
48.649	0.44	0.149
49.249	0.268	0.27
49.85	0.384	0.287
50.45	0.437	0.222
51.051	0.256	0.149
51.652	0.404	0.082
52.252	0.204	0.114
52.853	0.454	0.164
53.453	0.49	0.27
54.054	0.109	0.338
54.655	0.525	0.193
55.255	0.316	0.089
55.856	0.115	0.058
56.456	0.341	0.052
57.057	0.136	0.136
57.658	0.35	0.184
58.258	0.402	0.221
58.859	0.257	0.238
59.459	0.391	0.174
60.06	0.374	0.131
60.661	0.248	0.143
61.261	0.308	0.151
61.862	0.336	0.168
62.462	0.306	0.186
63.063	0.316	0.18
63.664	0.349	0.161
64.264	0.383	0.161
64.865	0.26	0.187
65.465	0.355	0.179
66.066	0.369	0.172
66.667	0.233	0.174
67.267	0.414	0.146
67.868	0.343	0.169
68.468	0.368	0.207
69.069	0.424	0.234
69.67	0.219	0.235
70.27	0.299	0.138
70.871	0.309	0.055
71.471	0.086	0.058
72.072	0.206	0.068
72.673	0.268	0.112
73.273	0.187	0.176
73.874	0.211	0.175
74.474	0.257	0.116
75.075	0.24	0.069
75.676	0.327	0.081
76.276	0.313	0.17
76.877	0.124	0.24
77.477	0.337	0.173
78.078	0.164	0.086
78.679	0.175	0.009
79.279	0.362	0.019
79.88	0.146	0.16
80.48	0.4	0.25
81.081	0.396	0.289
81.682	0.303	0.245
82.282	0.51	0.14
82.883	0.279	0.128
83.483	0.369	0.152
84.084	0.39	0.208
84.685	0.263	0.25
85.285	0.469	0.206
85.886	0.383	0.182
86.486	0.361	0.178
87.087	0.491	0.191
87.688	0.404	0.253
88.288	0.439	0.286
88.889	0.486	0.265
89.489	0.465	0.23
90.09	0.376	0.203
90.691	0.607	0.191
91.291	0.488	0.277
91.892	0.64	0.358
92.492	0.694	0.409
93.093	0.411	0.399
93.694	0.537	0.242
94.294	0.472	0.106
94.895	0.442	0.099
95.495	0.517	0.218
96.096	0.492	0.379
96.697	0.518	0.43
97.297	0.416	0.328
97.898	0.385	0.129
98.498	0.424	0.003
99.099	0.458	0.076
99.7	0.528	0.299
100.3	0.569	0.495
100.901	0.593	0.509
101.502	0.557	0.34
102.102	0.506	0.131
102.703	0.323	0.035
103.303	0.519	0.084
103.904	0.443	0.287
104.505	0.43	0.444
105.105	0.392	0.394
105.706	0.487	0.18
106.306	0.358	0.019
106.907	0.375	0.022
107.508	0.349	0.185
108.108	0.38	0.345
108.709	0.402	0.371
109.309	0.325	0.244
109.91	0.32	0.054
110.511	0.199	-0.036
111.111	0.232	0.012
111.712	0.293	0.163
