Time(s)	Relative Blade_disp(m)	Tower_disp(m)
0.0	0.0	0.0
0.601	0.696	0.042
1.201	0.513	0.326
1.802	0.355	0.561
2.402	0.712	0.477
3.003	0.414	0.26
3.604	0.463	0.025
4.204	0.472	-0.013
4.805	0.331	0.18
5.405	0.51	0.382
6.006	0.525	0.466
6.607	0.497	0.374
7.207	0.439	0.174
7.808	0.388	0.027
8.408	0.396	0.045
9.009	0.397	0.211
9.61	0.434	0.375
10.21	0.487	0.403
10.811	0.453	0.29
11.411	0.411	0.129
12.012	0.412	0.049
12.613	0.367	0.12
13.213	0.4	0.259
13.814	0.449	0.352
14.414	0.434	0.335
15.015	0.401	0.217
15.616	0.401	0.095
16.216	0.388	0.077
16.817	0.414	0.177
17.417	0.456	0.313
18.018	0.507	0.381
18.619	0.48	0.338
19.219	0.438	0.215
19.82	0.407	0.104
20.42	0.407	0.095
21.021	0.447	0.196
21.622	0.5	0.332
22.222	0.435	0.395
22.823	0.486	0.31
23.423	0.492	0.169
24.024	0.492	0.112
24.625	0.421	0.185
25.225	0.462	0.295
25.826	0.512	0.355
26.426	0.46	0.328
27.027	0.511	0.227
27.628	0.425	0.155
28.228	0.413	0.15
28.829	0.446	0.207
29.429	0.422	0.285
30.03	0.444	0.306
30.631	0.462	0.259
31.231	0.444	0.193
31.832	0.395	0.162
32.432	0.411	0.175
33.033	0.451	0.225
33.634	0.454	0.283
34.234	0.443	0.298
34.835	0.462	0.253
35.435	0.48	0.197
36.036	0.443	0.188
36.637	0.432	0.221
37.237	0.461	0.258
37.838	0.464	0.278
38.438	0.4	0.261
39.039	0.469	0.203
39.64	0.401	0.175
40.24	0.44	0.186
40.841	0.459	0.236
41.441	0.392	0.283
42.042	0.474	0.267
42.643	0.464	0.228
43.243	0.4	0.198
43.844	0.481	0.186
44.444	0.449	0.227
45.045	0.42	0.275
45.646	0.469	0.275
46.246	0.463	0.244
46.847	0.454	0.212
47.447	0.441	0.202
48.048	0.42	0.217
48.649	0.49	0.239
49.249	0.444	0.27
49.85	0.484	0.271
50.45	0.489	0.253
51.051	0.454	0.235
51.652	0.48	0.223
52.252	0.422	0.231
52.853	0.515	0.238
53.453	0.51	0.268
54.054	0.394	0.29
54.655	0.519	0.248
55.255	0.464	0.218
55.856	0.399	0.21
56.456	0.433	0.206
57.057	0.404	0.216
57.658	0.46	0.226
58.258	0.471	0.247
58.859	0.457	0.265
59.459	0.471	0.26
60.06	0.488	0.243
60.661	0.446	0.234
61.261	0.435	0.225
61.862	0.469	0.221
62.462	0.451	0.235
63.063	0.447	0.249
63.664	0.481	0.25
64.264	0.482	0.25
64.865	0.439	0.249
65.465	0.472	0.234
66.066	0.471	0.229
66.667	0.43	0.236
67.267	0.488	0.238
67.868	0.471	0.252
68.468	0.485	0.262
69.069	0.489	0.264
69.67	0.43	0.255
70.27	0.44	0.221
70.871	0.449	0.195
71.471	0.373	0.202
72.072	0.391	0.207
72.673	0.435	0.211
73.273	0.407	0.228
73.874	0.39	0.231
74.474	0.437	0.213
75.075	0.426	0.205
75.676	0.454	0.215
76.276	0.46	0.245
76.877	0.376	0.264
77.477	0.454	0.23
78.078	0.394	0.195
78.679	0.401	0.174
79.279	0.461	0.188
79.88	0.403	0.244
80.48	0.481	0.276
81.081	0.487	0.282
81.682	0.469	0.261
82.282	0.518	0.229
82.883	0.46	0.23
83.483	0.482	0.245
84.084	0.48	0.265
84.685	0.458	0.269
85.285	0.506	0.25
85.886	0.491	0.24
86.486	0.488	0.246
87.087	0.516	0.261
87.688	0.511	0.282
88.288	0.51	0.29
88.889	0.524	0.276
89.489	0.528	0.259
90.09	0.486	0.255
90.691	0.569	0.257
91.291	0.536	0.291
91.892	0.582	0.318
92.492	0.598	0.33
93.093	0.52	0.321
93.694	0.538	0.271
94.294	0.53	0.228
94.895	0.522	0.229
95.495	0.531	0.271
96.096	0.539	0.319
96.697	0.538	0.332
97.297	0.505	0.296
97.898	0.499	0.233
98.498	0.505	0.196
99.099	0.523	0.222
99.7	0.543	0.294
100.3	0.557	0.354
100.901	0.568	0.356
101.502	0.557	0.303
102.102	0.541	0.241
102.703	0.479	0.213
103.303	0.536	0.226
103.904	0.514	0.283
104.505	0.507	0.328
105.105	0.485	0.312
105.706	0.533	0.247
106.306	0.483	0.204
106.907	0.489	0.209
107.508	0.478	0.256
108.108	0.484	0.297
108.709	0.487	0.297
109.309	0.469	0.257
109.91	0.458	0.206
110.511	0.422	0.186
111.111	0.427	0.2
111.712	0.443	0.236
112.312	0.411	0.264
112.913	0.437	0.25
113.514	0.467	0.215
114.114	0.442	0.205
114.715	0.446	0.22
115.315	0.473	0.248
115.916	0.479	0.275
116.517	0.455	0.276
117.117	0.479	0.244
117.718	0.481	0.217
118.318	0.454	0.219
118.919	0.476	0.241
119.52	0.461	0.267
120.12	0.459	0.269
120.721	0.491	0.247
121.321	0.453	0.229
121.922	0.464	0.221
122.523	0.509	0.235
123.123	0.438	0.27
123.724	0.515	0.276
124.324	0.446	0.266
124.925	0.462	0.232
125.526	0.427	0.203
126.126	0.403	0.192
126.727	0.51	0.206
127.327	0.461	0.265
127.928	0.514	0.309
128.529	0.514	0.311
129.129	0.51	0.274
129.73	0.548	0.232
130.33	0.519	0.237
130.931	0.489	0.272
131.532	0.548	0.296
132.132	0.521	0.308
132.733	0.464	0.284
133.333	0.528	0.229
133.934	0.482	0.211
134.535	0.503	0.234
135.135	0.527	0.285
135.736	0.492	0.322
136.336	0.559	0.305
136.937	0.517	0.269
137.538	0.459	0.234
138.138	0.499	0.209
138.739	0.477	0.229
139.339	0.49	0.27
139.94	0.478	0.296
140.541	0.485	0.279
141.141	0.5	0.239
141.742	0.465	0.216
142.342	0.504	0.222
142.943	0.502	0.263
143.544	0.473	0.302
144.144	0.51	0.294
144.745	0.469	0.256
145.345	0.481	0.211
145.946	0.439	0.2
146.547	0.416	0.217
147.147	0.475	0.239
147.748	0.443	0.264
148.348	0.435	0.26
148.949	0.448	0.226
149.55	0.395	0.197
150.15	0.369	0.178
150.751	0.444	0.177
151.351	0.425	0.222
151.952	0.418	0.267
152.553	0.46	0.268
153.153	0.478	0.244
153.754	0.436	0.222
154.354	0.435	0.207
154.955	0.452	0.212
155.556	0.411	0.236
156.156	0.446	0.245
156.757	0.46	0.241
157.357	0.475	0.236
157.958	0.479	0.242
158.559	0.469	0.255
159.159	0.46	0.259
159.76	0.445	0.245
160.36	0.442	0.219
160.961	0.46	0.204
161.562	0.484	0.222
162.162	0.454	0.265
162.763	0.482	0.284
163.363	0.46	0.271
163.964	0.449	0.23
164.565	0.467	0.194
165.165	0.429	0.202
165.766	0.477	0.234
166.366	0.455	0.277
166.967	0.402	0.281
167.568	0.444	0.225
168.168	0.391	0.17
168.769	0.377	0.15
169.369	0.473	0.178
169.97	0.483	0.264
170.571	0.476	0.338
171.171	0.51	0.331
171.772	0.488	0.261
172.372	0.452	0.186
172.973	0.419	0.156
173.574	0.458	0.188
174.174	0.416	0.262
174.775	0.414	0.296
175.375	0.472	0.259
175.976	0.423	0.205
176.577	0.394	0.167
177.177	0.418	0.168
177.778	0.427	0.213
178.378	0.488	0.271
178.979	0.464	0.308
179.58	0.526	0.29
180.18	0.499	0.253
180.781	0.485	0.223
181.381	0.505	0.222
181.982	0.457	0.256
182.583	0.469	0.276
183.183	0.488	0.268
183.784	0.464	0.244
184.384	0.488	0.223
184.985	0.423	0.225
185.586	0.461	0.23
186.186	0.436	0.241
186.787	0.42	0.241
187.387	0.451	0.222
187.988	0.457	0.215
188.589	0.404	0.226
189.189	0.47	0.23
189.79	0.454	0.244
190.39	0.415	0.249
190.991	0.486	0.231
191.592	0.461	0.228
192.192	0.49	0.241
192.793	0.477	0.266
193.393	0.454	0.276
193.994	0.479	0.252
194.595	0.476	0.226
195.195	0.502	0.223
195.796	0.471	0.252
196.396	0.474	0.276
196.997	0.475	0.274
197.598	0.43	0.245
198.198	0.466	0.203
198.799	0.448	0.195
199.399	0.508	0.227
200.0	0.491	0.291
200.601	0.469	0.322
201.201	0.525	0.287
201.802	0.49	0.234
202.402	0.436	0.2
203.003	0.435	0.194
203.604	0.462	0.22
204.204	0.416	0.262
204.805	0.426	0.265
205.405	0.45	0.229
206.006	0.46	0.197
206.607	0.421	0.202
207.207	0.466	0.228
207.808	0.476	0.266
208.408	0.494	0.29
209.009	0.449	0.279
209.61	0.463	0.23
210.21	0.462	0.192
210.811	0.472	0.201
211.411	0.456	0.249
212.012	0.455	0.288
212.613	0.505	0.283
213.213	0.467	0.255
213.814	0.469	0.219
214.414	0.471	0.207
215.015	0.451	0.229
215.616	0.479	0.259
216.216	0.483	0.28
216.817	0.5	0.276
217.417	0.48	0.255
218.018	0.502	0.233
218.619	0.51	0.236
219.219	0.475	0.265
219.82	0.444	0.278
220.42	0.476	0.253
221.021	0.515	0.224
221.622	0.476	0.233
222.222	0.51	0.259
222.823	0.533	0.292
223.423	0.52	0.31
224.024	0.548	0.294
224.625	0.549	0.27
225.225	0.478	0.257
225.826	0.52	0.243
226.426	0.518	0.253
227.027	0.461	0.276
227.628	0.544	0.275
228.228	0.458	0.272
228.829	0.403	0.241
229.429	0.482	0.19
230.03	0.428	0.187
230.631	0.445	0.221
231.231	0.526	0.268
231.832	0.492	0.314
232.432	0.516	0.312
233.033	0.544	0.27
233.634	0.54	0.239
234.234	0.503	0.246
234.835	0.494	0.27
235.435	0.457	0.281
236.036	0.505	0.257
236.637	0.479	0.235
237.237	0.486	0.23
237.838	0.506	0.249
238.438	0.464	0.279
239.039	0.522	0.282
239.64	0.542	0.274
240.24	0.529	0.273
240.841	0.5	0.275
241.441	0.476	0.265
242.042	0.458	0.239
242.643	0.516	0.218
243.243	0.454	0.237
243.844	0.412	0.257
244.444	0.52	0.248
245.045	0.47	0.251
245.646	0.489	0.254
246.246	0.582	0.262
246.847	0.461	0.296
247.447	0.474	0.286
248.048	0.501	0.242
248.649	0.39	0.209
249.249	0.451	0.181
249.85	0.443	0.198
250.45	0.492	0.25
251.051	0.496	0.306
251.652	0.493	0.317
252.252	0.534	0.276
252.853	0.482	0.233
253.453	0.464	0.208
254.054	0.493	0.218
254.655	0.447	0.261
255.255	0.506	0.284
255.856	0.457	0.282
256.456	0.47	0.243
257.057	0.572	0.211
257.658	0.457	0.247
258.258	0.466	0.281
258.859	0.558	0.284
259.459	0.498	0.286
260.06	0.542	0.271
260.661	0.499	0.261
261.261	0.47	0.252
261.862	0.522	0.242
262.462	0.424	0.25
263.063	0.444	0.238
263.664	0.475	0.22
264.264	0.434	0.224
264.865	0.502	0.237
265.465	0.448	0.266
266.066	0.42	0.267
266.667	0.51	0.23
267.267	0.431	0.218
267.868	0.492	0.22
268.468	0.497	0.252
269.069	0.513	0.293
269.67	0.552	0.31
270.27	0.549	0.306
270.871	0.476	0.28
271.471	0.485	0.229
272.072	0.461	0.199
272.673	0.439	0.207
273.273	0.496	0.24
273.874	0.466	0.286
274.474	0.453	0.292
275.075	0.538	0.254
275.676	0.449	0.23
276.276	0.433	0.214
276.877	0.484	0.212
277.477	0.41	0.239
278.078	0.477	0.252
278.679	0.49	0.258
279.279	0.433	0.259
279.88	0.449	0.234
280.48	0.503	0.212
281.081	0.487	0.232
281.682	0.487	0.274
282.282	0.455	0.296
282.883	0.473	0.267
283.483	0.527	0.221
284.084	0.492	0.222
284.685	0.498	0.256
285.285	0.575	0.298
285.886	0.561	0.337
286.486	0.544	0.335
287.087	0.554	0.288
287.688	0.456	0.236
288.288	0.463	0.192
288.889	0.503	0.194
289.489	0.475	0.255
290.09	0.489	0.311
290.691	0.487	0.316
291.291	0.467	0.262
291.892	0.502	0.196
292.492	0.479	0.188
293.093	0.484	0.238
293.694	0.499	0.302
294.294	0.504	0.327
294.895	0.586	0.299
295.495	0.547	0.27
296.096	0.484	0.254
296.697	0.515	0.242
297.297	0.424	0.247
297.898	0.445	0.235
298.498	0.473	0.221
299.099	0.474	0.231
299.7	0.468	0.254
300.3	0.509	0.271
