Time(s)	Relative Blade_disp(m)	Tower_disp(m)
0.0	0.0	0.0
0.601	0.929	0.058
1.201	0.777	0.441
1.802	0.596	0.796
2.402	0.872	0.726
3.003	0.803	0.388
3.604	0.74	0.083
4.204	0.634	0.055
4.805	0.528	0.28
5.405	0.635	0.51
6.006	0.748	0.573
6.607	0.761	0.466
7.207	0.579	0.283
7.808	0.568	0.128
8.408	0.557	0.129
9.009	0.512	0.275
9.61	0.544	0.418
10.21	0.633	0.442
10.811	0.602	0.356
11.411	0.563	0.234
12.012	0.576	0.17
12.613	0.493	0.22
13.213	0.505	0.309
13.814	0.549	0.357
14.414	0.552	0.341
15.015	0.481	0.272
15.616	0.527	0.191
16.216	0.533	0.183
16.817	0.564	0.264
17.417	0.609	0.373
18.018	0.706	0.435
18.619	0.657	0.429
19.219	0.608	0.345
19.82	0.565	0.235
20.42	0.58	0.184
21.021	0.629	0.244
21.622	0.692	0.385
22.222	0.564	0.491
22.823	0.663	0.429
23.423	0.739	0.285
24.024	0.791	0.238
24.625	0.607	0.341
25.225	0.648	0.432
25.826	0.734	0.438
26.426	0.665	0.383
27.027	0.718	0.303
27.628	0.613	0.28
28.228	0.585	0.3
28.829	0.612	0.328
29.429	0.585	0.345
30.03	0.569	0.328
30.631	0.61	0.285
31.231	0.613	0.269
31.832	0.52	0.295
32.432	0.554	0.306
33.033	0.631	0.302
33.634	0.625	0.321
34.234	0.579	0.344
34.835	0.618	0.331
35.435	0.697	0.313
36.036	0.645	0.335
36.637	0.606	0.361
37.237	0.65	0.347
37.838	0.642	0.324
38.438	0.516	0.304
39.039	0.62	0.263
39.64	0.544	0.265
40.24	0.615	0.295
40.841	0.624	0.345
41.441	0.528	0.369
42.042	0.626	0.319
42.643	0.645	0.272
43.243	0.548	0.276
43.844	0.654	0.299
44.444	0.652	0.355
45.045	0.586	0.395
45.646	0.623	0.356
46.246	0.667	0.29
46.847	0.639	0.275
47.447	0.593	0.312
48.048	0.586	0.346
48.649	0.708	0.351
49.249	0.626	0.36
49.85	0.703	0.35
50.45	0.683	0.349
51.051	0.681	0.357
51.652	0.679	0.363
52.252	0.606	0.358
52.853	0.77	0.329
53.453	0.753	0.356
54.054	0.544	0.407
54.655	0.724	0.367
55.255	0.689	0.325
55.856	0.576	0.313
56.456	0.536	0.293
57.057	0.556	0.263
57.658	0.627	0.261
58.258	0.642	0.318
58.859	0.655	0.391
59.459	0.665	0.417
60.06	0.731	0.384
60.661	0.659	0.343
61.261	0.597	0.302
61.862	0.657	0.278
62.462	0.643	0.309
63.063	0.61	0.359
63.664	0.69	0.377
64.264	0.719	0.377
64.865	0.629	0.367
65.465	0.67	0.33
66.066	0.684	0.31
66.667	0.603	0.326
67.267	0.69	0.341
67.868	0.689	0.368
68.468	0.726	0.391
69.069	0.702	0.399
69.67	0.625	0.377
70.27	0.601	0.307
70.871	0.623	0.246
71.471	0.479	0.251
72.072	0.469	0.262
72.673	0.564	0.264
73.273	0.546	0.291
73.874	0.474	0.311
74.474	0.578	0.283
75.075	0.585	0.265
75.676	0.631	0.288
76.276	0.636	0.347
76.877	0.486	0.382
77.477	0.61	0.315
78.078	0.517	0.238
78.679	0.542	0.199
79.279	0.6	0.238
79.88	0.562	0.34
80.48	0.663	0.405
81.081	0.711	0.415
81.682	0.722	0.382
82.282	0.772	0.346
82.883	0.707	0.358
83.483	0.724	0.386
84.084	0.703	0.403
84.685	0.693	0.385
85.285	0.753	0.35
85.886	0.753	0.35
86.486	0.753	0.39
87.087	0.794	0.434
87.688	0.821	0.459
88.288	0.805	0.457
88.889	0.838	0.423
89.489	0.848	0.4
90.09	0.774	0.412
90.691	0.923	0.432
91.291	0.891	0.489
91.892	1.007	0.534
92.492	0.997	0.56
93.093	0.908	0.548
93.694	0.873	0.469
94.294	0.887	0.378
94.895	0.876	0.361
95.495	0.846	0.431
96.096	0.874	0.514
96.697	0.874	0.542
97.297	0.815	0.489
97.898	0.8	0.381
98.498	0.815	0.311
99.099	0.85	0.347
99.7	0.872	0.47
100.3	0.91	0.577
100.901	0.944	0.59
101.502	0.952	0.515
102.102	0.91	0.426
102.703	0.789	0.376
103.303	0.862	0.37
103.904	0.826	0.429
104.505	0.792	0.492
105.105	0.724	0.478
105.706	0.851	0.384
106.306	0.776	0.331
106.907	0.758	0.351
107.508	0.719	0.413
108.108	0.741	0.441
108.709	0.714	0.417
109.309	0.708	0.355
109.91	0.659	0.304
110.511	0.604	0.291
111.111	0.594	0.304
111.712	0.621	0.326
112.312	0.551	0.339
112.913	0.585	0.309
113.514	0.658	0.277
114.114	0.64	0.303
114.715	0.632	0.357
115.315	0.691	0.39
115.916	0.722	0.398
116.517	0.658	0.379
117.117	0.692	0.332
117.718	0.723	0.313
118.318	0.67	0.349
118.919	0.703	0.389
119.52	0.677	0.404
120.12	0.677	0.375
120.721	0.716	0.328
121.321	0.667	0.318
121.922	0.674	0.339
122.523	0.766	0.378
123.123	0.658	0.423
123.724	0.774	0.412
124.324	0.645	0.375
124.925	0.686	0.317
125.526	0.575	0.289
126.126	0.567	0.274
126.727	0.741	0.289
127.327	0.695	0.38
127.928	0.779	0.464
128.529	0.777	0.487
129.129	0.829	0.438
129.73	0.886	0.384
130.33	0.849	0.399
130.931	0.779	0.452
131.532	0.854	0.47
132.132	0.847	0.466
132.733	0.713	0.431
133.333	0.806	0.356
133.934	0.773	0.332
134.535	0.789	0.377
135.135	0.81	0.457
135.736	0.781	0.501
136.336	0.885	0.466
136.937	0.829	0.418
137.538	0.721	0.381
138.138	0.744	0.347
138.739	0.746	0.352
139.339	0.745	0.394
139.94	0.69	0.427
140.541	0.733	0.403
141.141	0.753	0.357
141.742	0.708	0.342
142.342	0.772	0.359
142.943	0.771	0.413
143.544	0.717	0.454
144.144	0.76	0.428
144.745	0.696	0.366
145.345	0.735	0.31
145.946	0.61	0.309
146.547	0.592	0.325
147.147	0.656	0.33
147.748	0.631	0.343
148.348	0.589	0.342
148.949	0.605	0.311
149.55	0.528	0.281
150.15	0.463	0.247
150.751	0.585	0.218
151.351	0.583	0.263
151.952	0.541	0.343
152.553	0.609	0.371
153.153	0.703	0.353
153.754	0.621	0.339
154.354	0.604	0.314
154.955	0.636	0.293
155.556	0.559	0.303
156.156	0.591	0.308
156.757	0.637	0.313
157.357	0.69	0.338
157.958	0.697	0.38
158.559	0.688	0.407
159.159	0.671	0.393
159.76	0.627	0.336
160.36	0.614	0.271
160.961	0.648	0.253
161.562	0.699	0.312
162.162	0.646	0.411
162.763	0.701	0.448
163.363	0.662	0.403
163.964	0.658	0.308
164.565	0.651	0.245
165.165	0.607	0.268
165.766	0.668	0.342
166.366	0.635	0.417
166.967	0.544	0.41
167.568	0.591	0.295
168.168	0.515	0.186
168.769	0.474	0.159
169.369	0.628	0.221
169.97	0.702	0.377
170.571	0.693	0.519
171.171	0.736	0.516
171.772	0.759	0.391
172.372	0.667	0.267
172.973	0.575	0.217
173.574	0.645	0.253
174.174	0.549	0.355
174.775	0.534	0.398
175.375	0.64	0.336
175.976	0.592	0.264
176.577	0.519	0.233
177.177	0.54	0.242
177.778	0.597	0.288
178.378	0.687	0.357
178.979	0.66	0.419
179.58	0.789	0.422
