Time(s)	Relative Blade_disp(m)	Tower_disp(m)
0.0	0.0	0.0
0.601	0.187	0.011
1.201	0.138	0.088
1.802	0.094	0.151
2.402	0.185	0.127
3.003	0.112	0.067
3.604	0.121	0.003
4.204	0.121	-0.005
4.805	0.085	0.047
5.405	0.129	0.101
6.006	0.137	0.121
6.607	0.128	0.096
7.207	0.107	0.043
7.808	0.097	0.003
8.408	0.097	0.007
9.009	0.095	0.051
9.61	0.106	0.095
10.21	0.122	0.102
10.811	0.111	0.073
11.411	0.099	0.03
12.012	0.102	0.008
12.613	0.086	0.026
13.213	0.095	0.063
13.814	0.11	0.087
14.414	0.103	0.083
15.015	0.094	0.052
15.616	0.096	0.019
16.216	0.093	0.014
16.817	0.101	0.042
17.417	0.113	0.079
18.018	0.129	0.098
18.619	0.12	0.088
19.219	0.107	0.054
19.82	0.099	0.022
20.42	0.099	0.018
21.021	0.111	0.045
21.622	0.127	0.085
22.222	0.105	0.105
22.823	0.123	0.081
23.423	0.126	0.041
24.024	0.128	0.024
24.625	0.104	0.046
25.225	0.116	0.077
25.826	0.132	0.093
26.426	0.115	0.085
27.027	0.131	0.056
27.628	0.105	0.036
28.228	0.1	0.035
28.829	0.11	0.051
29.429	0.103	0.071
30.03	0.108	0.077
30.631	0.114	0.063
31.231	0.109	0.046
31.832	0.094	0.038
32.432	0.099	0.042
33.033	0.112	0.055
33.634	0.112	0.071
34.234	0.108	0.075
34.835	0.115	0.063
35.435	0.121	0.048
36.036	0.11	0.046
36.637	0.106	0.055
37.237	0.115	0.065
37.838	0.115	0.069
38.438	0.094	0.064
39.039	0.117	0.048
39.64	0.096	0.041
40.24	0.109	0.044
40.841	0.114	0.059
41.441	0.092	0.072
42.042	0.118	0.066
42.643	0.116	0.054
43.243	0.095	0.047
43.844	0.122	0.045
44.444	0.112	0.058
45.045	0.102	0.071
45.646	0.118	0.07
46.246	0.116	0.06
46.847	0.113	0.051
47.447	0.109	0.049
48.048	0.103	0.054
48.649	0.126	0.061
49.249	0.111	0.069
49.85	0.124	0.069
50.45	0.125	0.064
51.051	0.115	0.059
51.652	0.123	0.056
52.252	0.104	0.059
52.853	0.135	0.06
53.453	0.132	0.069
54.054	0.094	0.075
54.655	0.135	0.063
55.255	0.117	0.054
55.856	0.097	0.052
56.456	0.106	0.05
57.057	0.098	0.052
57.658	0.116	0.055
58.258	0.119	0.062
58.859	0.115	0.069
59.459	0.12	0.068
60.06	0.126	0.063
60.661	0.112	0.059
61.261	0.108	0.055
61.862	0.119	0.053
62.462	0.114	0.059
63.063	0.112	0.064
63.664	0.124	0.065
64.264	0.125	0.065
64.865	0.11	0.064
65.465	0.121	0.058
66.066	0.12	0.056
66.667	0.107	0.059
67.267	0.126	0.061
67.868	0.121	0.066
68.468	0.126	0.069
69.069	0.126	0.069
69.67	0.107	0.065
70.27	0.11	0.054
70.871	0.112	0.046
71.471	0.087	0.048
72.072	0.093	0.05
72.673	0.108	0.051
73.273	0.099	0.056
73.874	0.093	0.057
74.474	0.109	0.051
75.075	0.105	0.049
75.676	0.115	0.053
76.276	0.117	0.063
76.877	0.09	0.069
77.477	0.115	0.058
78.078	0.096	0.046
78.679	0.098	0.039
79.279	0.118	0.045
79.88	0.1	0.063
80.48	0.126	0.074
81.081	0.129	0.076
81.682	0.123	0.069
82.282	0.139	0.059
82.883	0.121	0.06
83.483	0.129	0.065
84.084	0.128	0.072
84.685	0.122	0.073
85.285	0.137	0.066
85.886	0.133	0.064
86.486	0.133	0.066
87.087	0.142	0.072
87.688	0.141	0.079
88.288	0.141	0.082
88.889	0.146	0.077
89.489	0.148	0.071
90.09	0.134	0.071
90.691	0.163	0.072
91.291	0.152	0.083
91.892	0.169	0.093
92.492	0.174	0.097
93.093	0.148	0.094
93.694	0.153	0.077
94.294	0.151	0.062
94.895	0.148	0.062
95.495	0.15	0.076
96.096	0.153	0.093
96.697	0.153	0.097
97.297	0.142	0.085
97.898	0.14	0.064
98.498	0.141	0.051
99.099	0.148	0.06
99.7	0.154	0.084
100.3	0.159	0.105
100.901	0.164	0.105
101.502	0.16	0.088
102.102	0.154	0.067
102.703	0.133	0.057
103.303	0.151	0.061
103.904	0.144	0.079
104.505	0.141	0.094
105.105	0.132	0.089
105.706	0.15	0.067
106.306	0.132	0.053
106.907	0.133	0.055
107.508	0.129	0.07
108.108	0.131	0.083
108.709	0.132	0.082
109.309	0.126	0.069
109.91	0.121	0.053
110.511	0.109	0.046
111.111	0.11	0.05
111.712	0.115	0.062
112.312	0.104	0.07
112.913	0.113	0.066
113.514	0.123	0.055
114.114	0.115	0.052
114.715	0.116	0.057
115.315	0.126	0.066
