Time(s)	Relative Blade_disp(m)	Tower_disp(m)
0.0	0.0	0.0
0.601	0.998	0.062
1.201	0.813	0.472
1.802	0.598	0.844
2.402	0.927	0.753
3.003	0.793	0.388
3.604	0.745	0.057
4.204	0.651	0.029
4.805	0.532	0.284
5.405	0.664	0.545
6.006	0.781	0.619
6.607	0.782	0.496
7.207	0.576	0.28
7.808	0.574	0.095
8.408	0.563	0.099
9.009	0.514	0.278
9.61	0.562	0.453
10.21	0.657	0.485
10.811	0.617	0.377
11.411	0.57	0.222
12.012	0.586	0.139
12.613	0.491	0.203
13.213	0.511	0.321
13.814	0.57	0.39
14.414	0.563	0.374
15.015	0.488	0.28
15.616	0.535	0.17
16.216	0.538	0.157
16.817	0.573	0.26
17.417	0.629	0.398
18.018	0.738	0.477
18.619	0.68	0.463
19.219	0.621	0.351
19.82	0.571	0.213
20.42	0.587	0.158
21.021	0.644	0.241
21.622	0.727	0.416
22.222	0.58	0.542
22.823	0.686	0.462
23.423	0.771	0.281
24.024	0.818	0.216
24.625	0.61	0.334
25.225	0.67	0.45
25.826	0.764	0.474
26.426	0.678	0.417
27.027	0.753	0.312
27.628	0.623	0.27
28.228	0.592	0.286
28.829	0.627	0.328
29.429	0.592	0.365
30.03	0.583	0.354
30.631	0.632	0.301
31.231	0.632	0.27
31.832	0.523	0.288
32.432	0.565	0.3
33.033	0.649	0.309
33.634	0.641	0.342
34.234	0.594	0.367
34.835	0.641	0.344
35.435	0.724	0.314
36.036	0.659	0.335
36.637	0.618	0.368
37.237	0.669	0.36
37.838	0.661	0.34
38.438	0.516	0.316
39.039	0.647	0.263
39.64	0.548	0.262
40.24	0.633	0.296
40.841	0.646	0.357
41.441	0.529	0.39
42.042	0.65	0.332
42.643	0.665	0.275
43.243	0.55	0.276
43.844	0.682	0.298
44.444	0.672	0.366
45.045	0.592	0.417
45.646	0.646	0.373
46.246	0.687	0.296
46.847	0.652	0.275
47.447	0.608	0.311
48.048	0.596	0.353
48.649	0.736	0.364
49.249	0.638	0.38
49.85	0.728	0.365
50.45	0.709	0.357
51.051	0.695	0.363
51.652	0.703	0.369
52.252	0.611	0.369
52.853	0.805	0.339
53.453	0.781	0.372
54.054	0.542	0.426
54.655	0.761	0.375
55.255	0.706	0.328
55.856	0.574	0.318
56.456	0.551	0.296
57.057	0.562	0.267
57.658	0.646	0.267
58.258	0.664	0.328
58.859	0.674	0.407
59.459	0.685	0.433
60.06	0.756	0.396
60.661	0.669	0.35
61.261	0.605	0.304
61.862	0.679	0.279
62.462	0.656	0.316
63.063	0.624	0.373
63.664	0.716	0.393
64.264	0.743	0.391
64.865	0.638	0.378
65.465	0.691	0.333
66.066	0.702	0.312
66.667	0.61	0.333
67.267	0.716	0.352
67.868	0.71	0.384
68.468	0.75	0.408
69.069	0.728	0.413
69.67	0.633	0.386
70.27	0.612	0.308
70.871	0.637	0.243
71.471	0.474	0.252
72.072	0.472	0.266
72.673	0.583	0.269
73.273	0.552	0.3
73.874	0.476	0.319
74.474	0.594	0.284
75.075	0.594	0.266
75.676	0.647	0.293
76.276	0.657	0.359
76.877	0.48	0.398
77.477	0.629	0.321
78.078	0.517	0.235
78.679	0.542	0.191
79.279	0.622	0.234
79.88	0.563	0.351
80.48	0.688	0.425
81.081	0.733	0.436
81.682	0.738	0.394
82.282	0.8	0.348
82.883	0.717	0.359
83.483	0.741	0.392
84.084	0.719	0.416
84.685	0.704	0.401
85.285	0.777	0.359
85.886	0.773	0.356
86.486	0.772	0.396
87.087	0.819	0.444
87.688	0.844	0.476
88.288	0.826	0.476
88.889	0.863	0.437
89.489	0.874	0.407
90.09	0.785	0.418
90.691	0.962	0.439
91.291	0.916	0.507
91.892	1.047	0.56
92.492	1.04	0.589
93.093	0.925	0.572
93.694	0.896	0.476
94.294	0.909	0.373
94.895	0.896	0.358
95.495	0.868	0.443
96.096	0.905	0.541
96.697	0.901	0.573
97.297	0.83	0.508
97.898	0.816	0.379
98.498	0.831	0.297
99.099	0.872	0.343
99.7	0.901	0.489
100.3	0.943	0.615
100.901	0.981	0.628
101.502	0.982	0.536
102.102	0.935	0.424
102.703	0.794	0.366
103.303	0.889	0.365
103.904	0.845	0.445
104.505	0.811	0.525
105.105	0.739	0.505
105.706	0.883	0.39
106.306	0.787	0.323
106.907	0.774	0.343
107.508	0.733	0.42
108.108	0.756	0.463
108.709	0.731	0.441
109.309	0.722	0.367
109.91	0.671	0.3
110.511	0.605	0.28
111.111	0.6	0.298
111.712	0.63	0.333
112.312	0.553	0.356
112.913	0.595	0.322
113.514	0.677	0.279
114.114	0.649	0.3
114.715	0.642	0.357
115.315	0.71	0.398
115.916	0.739	0.415
116.517	0.668	0.397
117.117	0.712	0.339
117.718	0.742	0.312
118.318	0.68	0.349
118.919	0.72	0.396
119.52	0.689	0.419
120.12	0.687	0.391
120.721	0.738	0.336
121.321	0.677	0.32
121.922	0.688	0.339
122.523	0.794	0.383
123.123	0.662	0.44
123.724	0.802	0.43
124.324	0.653	0.387
124.925	0.699	0.318
125.526	0.577	0.283
126.126	0.566	0.268
126.727	0.771	0.289
127.327	0.705	0.398
127.928	0.809	0.491
128.529	0.802	0.511
129.129	0.852	0.449
129.73	0.917	0.384
130.33	0.872	0.402
130.931	0.793	0.466
131.532	0.888	0.491
132.132	0.872	0.489
132.733	0.719	0.447
133.333	0.836	0.355
133.934	0.787	0.327
134.535	0.809	0.381
135.135	0.839	0.476
135.736	0.8	0.53
136.336	0.922	0.489
136.937	0.852	0.429
137.538	0.728	0.381
138.138	0.765	0.341
138.739	0.761	0.354
139.339	0.763	0.41
139.94	0.706	0.451
140.541	0.754	0.42
141.141	0.775	0.362
141.742	0.72	0.34
142.342	0.797	0.36
