Time(s)	Relative Blade_disp(m)	Tower_disp(m)
0.0	0.0	0.0
0.601	0.638	0.038
1.201	0.459	0.299
1.802	0.303	0.508
2.402	0.663	0.423
3.003	0.336	0.229
3.604	0.41	0.011
4.204	0.436	-0.024
4.805	0.27	0.162
5.405	0.481	0.348
6.006	0.471	0.431
6.607	0.426	0.343
7.207	0.403	0.145
7.808	0.326	0.006
8.408	0.352	0.024
9.009	0.36	0.187
9.61	0.381	0.351
10.21	0.446	0.377
10.811	0.398	0.265
11.411	0.363	0.102
12.012	0.367	0.022
12.613	0.314	0.095
13.213	0.363	0.236
13.814	0.41	0.333
14.414	0.379	0.317
15.015	0.361	0.192
15.616	0.349	0.065
16.216	0.338	0.045
16.817	0.372	0.149
17.417	0.407	0.293
18.018	0.46	0.364
18.619	0.43	0.317
19.219	0.384	0.185
19.82	0.358	0.068
20.42	0.355	0.062
21.021	0.399	0.172
21.622	0.451	0.316
22.222	0.387	0.378
22.823	0.439	0.285
23.423	0.434	0.137
24.024	0.433	0.074
24.625	0.372	0.148
25.225	0.409	0.269
25.826	0.469	0.34
26.426	0.409	0.315
27.027	0.459	0.204
27.628	0.374	0.118
28.228	0.353	0.108
28.829	0.402	0.172
29.429	0.372	0.266
30.03	0.4	0.297
30.631	0.419	0.247
31.231	0.391	0.168
31.832	0.348	0.122
32.432	0.361	0.134
33.033	0.399	0.197
33.634	0.408	0.269
34.234	0.397	0.289
34.835	0.415	0.235
35.435	0.427	0.164
36.036	0.389	0.145
36.637	0.381	0.182
37.237	0.411	0.234
37.838	0.417	0.268
38.438	0.355	0.251
39.039	0.423	0.181
39.64	0.35	0.139
40.24	0.388	0.145
40.841	0.411	0.203
41.441	0.342	0.265
42.042	0.43	0.256
42.643	0.416	0.214
43.243	0.348	0.171
43.844	0.433	0.146
44.444	0.392	0.189
45.045	0.369	0.247
45.646	0.426	0.259
46.246	0.41	0.234
46.847	0.406	0.192
47.447	0.393	0.168
48.048	0.366	0.177
48.649	0.439	0.204
49.249	0.392	0.247
49.85	0.433	0.257
50.45	0.443	0.236
51.051	0.398	0.208
51.652	0.431	0.185
52.252	0.368	0.193
52.853	0.459	0.209
53.453	0.46	0.248
54.054	0.343	0.273
54.655	0.473	0.226
55.255	0.409	0.188
55.856	0.345	0.174
56.456	0.391	0.172
57.057	0.35	0.194
57.658	0.414	0.211
58.258	0.425	0.23
58.859	0.402	0.24
59.459	0.424	0.224
60.06	0.432	0.205
60.661	0.39	0.203
61.261	0.39	0.203
61.862	0.419	0.206
62.462	0.402	0.217
63.063	0.4	0.222
63.664	0.427	0.216
64.264	0.428	0.215
64.865	0.387	0.219
65.465	0.421	0.212
66.066	0.421	0.211
66.667	0.381	0.214
67.267	0.439	0.209
67.868	0.418	0.218
68.468	0.43	0.229
69.069	0.439	0.235
69.67	0.377	0.233
70.27	0.394	0.2
70.871	0.4	0.172
71.471	0.324	0.175
72.072	0.349	0.177
72.673	0.386	0.185
73.273	0.358	0.206
73.874	0.349	0.211
74.474	0.388	0.192
75.075	0.377	0.18
75.676	0.405	0.186
76.276	0.409	0.215
76.877	0.328	0.236
77.477	0.408	0.208
78.078	0.347	0.176
78.679	0.353	0.153
79.279	0.417	0.162
79.88	0.349	0.214
80.48	0.433	0.245
81.081	0.434	0.255
81.682	0.411	0.236
82.282	0.469	0.203
82.883	0.402	0.202
83.483	0.428	0.214
84.084	0.43	0.233
84.685	0.4	0.242
85.285	0.456	0.225
85.886	0.435	0.216
86.486	0.431	0.218
87.087	0.464	0.229
87.688	0.45	0.249
